duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
12,35,6,3,1,1,1,0,1,1,1,1,3,0,3,3,2,1,2,4,1542
24,33,6,2,1,1,4,1,1,2,0,0,1,1,3,3,1,2,2,4,2442
24,25,3,0,1,1,4,1,1,1,2,0,1,1,3,3,1,1,2,4,3942
30,33,6,0,1,1,3,0,1,3,1,2,1,1,3,3,1,1,0,4,4281
18,32,6,0,1,2,2,0,1,3,1,2,1,1,3,2,1,2,2,4,1565
12,38,8,3,1,1,4,0,1,3,1,2,3,1,0,0,1,3,2,1,1262
12,23,7,3,1,1,4,0,1,3,1,1,1,1,0,3,1,3,2,4,1252
12,24,3,1,1,2,4,0,1,3,1,3,1,1,3,1,1,1,2,1,2469
24,28,3,1,1,3,4,1,1,3,1,1,3,1,3,1,1,1,2,4,2743
36,31,3,0,1,1,2,1,1,0,1,2,1,1,3,3,1,1,2,2,14456
15,35,6,3,1,2,2,1,1,2,1,2,1,1,3,1,1,0,0,2,2709
24,21,0,0,1,2,4,0,1,1,1,2,1,1,0,1,1,2,2,2,4795
12,27,4,3,1,2,4,0,1,1,1,2,1,1,0,2,1,1,2,4,3063
18,33,0,3,1,2,2,1,1,2,1,3,1,1,3,1,1,1,2,4,2384
18,36,0,0,1,2,4,1,2,3,1,2,1,1,0,2,1,1,2,2,6568
12,36,0,0,1,1,4,1,1,3,1,3,1,1,3,3,1,1,2,2,1542
24,37,4,0,1,1,4,0,1,2,1,0,1,1,3,2,2,4,2,4,1259
24,25,4,1,1,1,3,0,1,3,1,2,1,0,0,3,1,3,2,4,1339
30,26,0,0,1,1,3,0,1,0,1,2,1,0,3,3,1,1,2,4,2842
18,32,0,1,1,2,3,0,1,2,1,3,0,1,3,1,1,1,2,4,1223
24,37,4,0,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,4,3878
18,24,6,3,1,1,2,0,1,1,1,2,1,0,0,2,1,1,2,4,1953
15,40,2,0,1,1,4,1,1,0,2,0,0,1,3,2,1,2,2,4,2303
48,25,0,0,1,1,2,1,1,2,1,2,1,0,3,4,1,1,2,2,14456
24,60,4,0,1,2,4,0,1,1,1,0,3,0,3,3,1,1,2,4,1375
12,35,8,3,1,1,3,0,1,2,1,3,0,1,3,3,1,1,2,4,2573
12,22,7,3,1,1,4,0,1,1,1,2,3,1,2,3,1,1,2,4,1669
24,35,3,1,1,1,3,1,1,1,1,3,1,1,3,3,1,1,2,4,4814
36,24,3,1,1,1,2,1,1,1,1,2,1,0,3,4,1,1,2,2,1345
18,30,3,0,1,2,2,0,1,3,1,2,1,1,3,1,1,2,2,4,1553
12,49,3,1,1,1,4,1,1,1,1,0,3,1,1,3,1,4,2,1,1262
12,26,9,1,1,1,4,0,1,2,2,1,1,1,3,3,1,4,2,4,1261
24,24,6,0,1,2,3,1,1,1,1,3,1,1,3,1,1,2,2,3,2714
36,26,9,2,1,1,4,0,1,0,0,0,0,0,3,3,1,1,2,3,1432
18,26,6,0,1,1,1,0,1,3,2,2,1,1,3,3,1,3,2,2,3406
24,48,9,2,1,1,4,1,1,3,0,2,1,1,1,3,1,4,2,2,9278
18,68,4,0,1,2,4,0,1,3,2,2,1,0,3,3,1,4,2,2,6768
10,27,4,1,1,1,4,0,1,3,1,2,3,0,3,3,1,4,1,4,1309
24,38,9,0,1,1,3,1,1,3,1,3,0,1,3,3,1,1,2,3,7814
36,43,5,0,1,1,3,0,1,1,1,4,0,1,1,3,1,1,0,2,15857
9,27,0,0,1,2,2,0,1,3,1,3,1,1,0,3,1,1,2,3,1449
12,22,3,0,1,1,1,0,1,1,2,1,1,1,0,3,1,1,2,4,1858
18,47,3,1,1,3,4,1,0,3,1,0,1,1,3,3,2,1,2,4,3422
21,39,0,0,1,2,4,0,1,1,1,2,3,0,0,3,2,1,2,2,1188
21,33,2,4,1,1,1,0,1,2,1,1,3,0,0,1,1,1,2,2,2319
18,26,6,3,1,1,3,0,0,1,1,2,1,0,2,3,1,1,2,1,1453
30,22,3,1,1,1,4,0,1,1,2,1,1,1,3,3,1,1,2,4,3835
12,33,4,0,1,2,2,0,0,2,1,2,3,0,3,1,2,1,2,2,613
36,24,3,0,1,1,2,1,1,1,1,1,0,1,3,3,1,1,2,2,9620
60,36,0,2,1,2,4,1,1,3,2,4,0,1,0,1,1,4,0,4,7297
24,48,9,2,1,2,3,0,0,3,0,2,1,1,3,1,1,0,2,4,1516
12,68,4,3,1,2,4,0,1,2,2,1,1,0,3,4,1,1,2,2,2798
6,49,5,3,1,2,2,1,1,3,1,2,3,1,3,1,1,1,2,1,562
10,31,4,3,1,1,2,1,1,3,1,2,3,1,3,3,1,1,2,4,1307
30,34,9,0,1,1,2,1,1,3,1,2,1,1,3,3,1,3,2,3,4736
6,27,6,1,1,2,1,0,1,3,1,2,1,1,0,1,1,2,2,1,1237
36,27,7,0,1,2,2,0,1,3,1,2,1,1,3,4,1,1,2,4,2615
9,24,6,3,1,2,3,1,1,2,1,2,1,1,3,1,1,1,2,4,458
12,50,4,0,1,1,2,1,1,3,1,0,1,1,3,3,1,3,2,4,2390
24,37,4,0,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,4,3874
18,24,6,3,1,1,2,0,1,1,1,2,1,0,0,3,1,1,2,2,3190
15,40,2,0,1,1,4,1,1,0,2,0,0,1,3,3,1,1,2,4,1905
48,25,0,0,1,1,2,1,1,2,1,2,1,0,3,4,1,1,2,2,14426
24,60,4,0,1,2,4,0,1,1,1,0,3,0,3,1,1,1,2,4,1198
12,20,6,3,0,1,2,1,1,1,1,2,1,0,3,3,2,1,2,2,1076
48,47,9,2,1,1,1,0,0,3,1,0,1,0,3,3,2,4,2,4,5328
10,46,4,3,1,1,4,1,1,1,1,3,1,1,3,3,1,2,2,4,639
24,25,6,0,1,2,3,0,1,2,1,2,1,1,3,2,1,1,2,4,1315
30,48,0,0,1,2,4,0,2,2,1,2,1,1,3,2,1,4,2,4,2740
9,36,4,3,1,2,2,0,1,1,2,2,1,1,3,1,2,1,2,2,2797
6,62,1,3,1,1,4,0,1,3,1,2,1,1,1,3,1,3,2,1,1338
18,23,7,3,1,1,4,0,1,3,1,1,1,0,0,3,1,1,2,4,1943
5,74,0,3,1,1,4,0,1,3,1,3,3,1,3,3,1,1,2,1,3448
10,70,4,2,1,1,4,1,0,2,0,4,0,1,3,3,1,1,2,2,7308
36,38,9,1,1,1,3,1,1,3,1,3,1,1,3,3,1,4,2,1,5711
12,36,3,3,1,1,4,0,1,3,1,0,0,1,3,3,2,4,2,4,2948
9,24,4,1,1,1,3,0,1,3,1,3,1,1,3,3,1,1,2,1,5106
12,45,6,3,1,1,2,1,1,3,1,0,1,1,3,3,1,1,2,4,2500
48,45,6,1,1,1,2,0,1,3,1,4,2,1,3,3,1,4,2,3,7681
12,20,6,3,0,1,2,1,1,1,1,2,1,0,3,3,2,1,2,2,1076
9,29,4,2,1,1,3,1,1,2,1,1,1,1,0,3,1,2,2,2,1219
