duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
24,37,4,0,1,1,2,1,1,3,1,1,1,1,1,2,1,2,2,4,3877
18,24,6,3,1,1,2,0,1,0,1,2,1,0,0,3,1,1,2,4,1952
15,40,2,0,1,1,4,1,1,0,1,0,0,1,3,3,1,1,2,4,3041
48,25,0,0,1,1,2,1,1,2,1,2,1,0,3,4,1,1,2,4,8448
24,60,4,0,1,2,4,0,1,0,1,0,3,0,3,4,1,1,2,4,1199
9,27,0,0,1,2,2,0,1,3,1,3,1,1,0,3,1,1,2,3,1449
12,22,3,0,1,1,1,0,1,1,2,1,1,1,0,3,1,1,2,4,1858
18,47,3,1,1,3,4,1,0,3,1,0,1,1,3,3,2,1,2,4,3422
21,39,0,0,1,2,4,0,1,2,1,3,1,0,0,3,1,1,2,2,1188
21,33,2,2,1,1,1,0,1,0,2,1,1,0,0,1,1,1,2,4,2319
12,38,8,1,1,2,4,0,1,3,1,2,3,0,3,2,2,2,2,4,1155
12,23,7,3,1,2,4,0,1,3,2,1,1,0,0,4,1,1,2,4,1954
36,28,3,1,1,2,4,1,1,1,0,2,1,0,3,2,1,1,2,4,2704
24,44,3,3,1,2,4,1,1,3,0,4,2,1,0,4,1,1,2,4,2506
36,31,3,0,1,2,2,0,1,2,1,2,1,0,3,3,1,1,2,4,1773
12,38,8,2,1,2,4,0,1,3,1,2,3,0,3,2,2,0,2,4,1473
12,23,7,3,1,1,4,0,1,3,1,1,1,0,2,3,1,1,2,4,1302
24,28,3,0,1,3,5,1,1,1,9,0,1,0,3,1,1,1,2,2,3641
36,45,4,0,1,1,3,1,1,1,0,0,0,0,3,3,1,1,2,4,1443
18,27,3,1,1,2,2,0,1,1,1,2,1,0,2,1,1,1,2,4,1924
12,40,6,3,1,2,3,0,0,3,1,2,3,1,2,2,1,0,2,2,1155
24,39,3,2,1,2,2,1,1,1,2,2,1,0,3,4,1,1,2,4,3345
30,25,0,0,1,1,2,0,0,2,1,2,1,0,4,3,1,1,2,4,781
24,23,6,1,1,2,2,1,1,2,2,1,1,0,2,1,1,1,2,4,3229
18,25,6,0,1,1,1,0,1,1,1,2,1,0,3,3,1,1,2,4,3509
18,31,0,1,1,1,1,1,0,1,1,3,1,1,0,3,1,2,2,4,3104
18,24,0,1,1,1,4,0,1,3,2,2,1,1,0,3,1,1,2,2,1567
18,30,4,1,1,1,2,1,1,3,1,0,0,0,3,1,1,1,2,2,1820
39,24,9,0,1,1,4,0,1,3,1,2,1,1,3,3,1,1,2,4,2569
24,27,8,0,1,2,3,0,1,3,1,1,1,1,3,1,1,1,2,4,937
6,31,0,1,1,2,2,0,0,2,1,0,1,1,0,1,1,2,2,1,1449
9,24,4,1,1,1,4,1,1,1,2,3,1,1,0,1,1,0,2,4,1264
