,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.03478831863474983,0.09017169470943409,0.06301599955912342,0.01996219909621612
sanity.close_values_probability.score,0.8959276018099548,0.9841628959276018,0.9398190045248869,0.03265294566291975
sanity.distant_values_probability.score,0.0022624434389140274,0.006787330316742082,0.004072398190045249,0.001892895987633655
stats.jensenshannon_dist.marginal,0.01820770959907511,0.020120821434812832,0.019604684727903398,0.000792641470432074
stats.chi_squared_test.marginal,0.3636360286110108,0.4545451668592069,0.39999963051180065,0.04979275017698025
stats.inv_kl_divergence.marginal,0.7777756532583365,0.847963507819154,0.8180593544836233,0.025597212800836943
stats.ks_test.marginal,0.8510366104483751,0.8670494846965436,0.8565305846295151,0.006537042913733892
stats.max_mean_discrepancy.joint,0.006604926740873167,0.008103301101809778,0.007463416371247862,0.0006534087927515968
stats.wasserstein_dist.joint,0.07195785239879893,0.10911239669477846,0.08851539108772409,0.01491148499504885
stats.alpha_precision.delta_precision_alpha_OC,0.8381666666666667,0.8997777777777778,0.8758956734163632,0.02274041409611492
stats.alpha_precision.delta_coverage_beta_OC,0.48742857142857143,0.555855855855856,0.5170205218205218,0.02482425650381486
stats.alpha_precision.authenticity_OC,0.44594594594594594,0.54,0.5040484965484966,0.03641881060515414
stats.alpha_precision.delta_precision_alpha_naive,0.6323809523809524,0.6747747747747748,0.646986700986701,0.017417925384557546
stats.alpha_precision.delta_coverage_beta_naive,0.47033333333333327,0.4918095238095238,0.47915169455169454,0.008835256917512038
stats.alpha_precision.authenticity_naive,0.4837837837837838,0.5275,0.5030273195273196,0.016886514425230027
stats.prdc.precision,1.0,1.0,1.0,0.0
stats.prdc.recall,0.9547511312217195,1.0,0.9773755656108598,0.017451638711019804
stats.prdc.density,1.11,1.1345,1.1171881010881013,0.010219691329091332
stats.prdc.coverage,0.8891402714932126,0.9592760180995475,0.9244343891402715,0.031210241184721096
performance.linear_model.gt,0.4615915219726737,0.4615915219726737,0.4615915219726737,0.0
performance.linear_model.syn_id,0.3093589466994826,0.4449753590231028,0.3746263089852258,0.05447624929270722
performance.linear_model.syn_ood,0.2599813573386593,0.4130662569341772,0.33267867749733965,0.06072349038729731
performance.mlp.gt,-0.09540591030091725,-0.09540591030091725,-0.09540591030091725,0.0
performance.mlp.syn_id,-0.13459152399777816,-0.11607211986306606,-0.12746069982981278,0.007267969099085224
performance.mlp.syn_ood,-0.32317078115367615,-0.2943487614442317,-0.31366800854258925,0.011814406140476274
performance.xgb.gt,0.26218115157827715,0.26218115157827715,0.26218115157827715,0.0
performance.xgb.syn_id,0.16520620220083942,0.39261801429174403,0.29567553429830634,0.08882429747825558
performance.xgb.syn_ood,0.12060177724325553,0.36813841004434866,0.2554768159007416,0.09471009826638094
performance.feat_rank_distance.corr,0.24444444444444444,0.6,0.4488888888888889,0.15267168033171258
performance.feat_rank_distance.pvalue,0.016666115520282188,0.38071979717813054,0.1377982804232804,0.1581874926305311
detection.detection_xgb.mean,0.9943586142322097,1.0,0.998871722846442,0.0025229044128157797
detection.detection_mlp.mean,0.42699629724208377,0.46515376477455134,0.4456883608367265,0.014788762515952717
detection.detection_gmm.mean,0.5514220936973746,0.6104000072960748,0.5849601482916728,0.02447422422567501
detection.detection_linear.mean,0.5162196670623638,0.5731447906026558,0.5538429964196052,0.02255064810253446
privacy.delta-presence.score,2.923076920828402,6.3333333227777775,4.792234425496384,1.5229088769864256
privacy.k-anonymization.gt,14.0,14.0,14.0,0.0
privacy.k-anonymization.syn,1.00000001,10.00000001,3.8000000100000006,3.6331804249169903
privacy.k-map.score,4.0,7.0,5.2,1.3038404810405297
privacy.distinct l-diversity.gt,14.0,14.0,14.0,0.0
privacy.distinct l-diversity.syn,1.00000001,10.00000001,3.8000000100000006,3.6331804249169903
privacy.identifiability_score.,0.4230769230769231,0.47058823529411764,0.44343891402714936,0.021993463908623955
privacy.identifiability_score._privacy.identifiability_score.OC,0.3891402714932127,0.5113122171945701,0.4389140271493212,0.045671106873724755
