Unnamed: 0,min,max,mean,stddev,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.03885839623266,0.087140032803445,0.0588857817101204,0.021013254456516,minimize
sanity.close_values_probability.score,0.89,0.98,0.942,0.0370135110466434,maximize
sanity.distant_values_probability.score,0.01,0.02,0.012,0.0044721359549995,minimize
stats.jensenshannon_dist.marginal,0.0163351120221787,0.019351303641713,0.0179693938336507,0.0010884768608563,minimize
stats.chi_squared_test.marginal,0.8351511813054431,0.9316755512446616,0.8760435595416455,0.0400073902947875,maximize
stats.inv_kl_divergence.marginal,0.8956172223611393,0.9298870633083024,0.9097272598119424,0.0136478514086315,maximize
stats.ks_test.marginal,0.9052380952380952,0.9128571428571428,0.9097142857142858,0.0030787104524275,maximize
stats.max_mean_discrepancy.joint,0.0200000000000204,0.020000000083708,0.020000000029143,4.017044369289199e-11,minimize
stats.wasserstein_dist.joint,0.7090252502385159,0.7905822348497609,0.7518877637237341,0.037431976831539,minimize
stats.alpha_precision.delta_precision_alpha_OC,0.8046666666666666,0.898,0.8559770114942529,0.0356482018131198,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.4866666666666667,0.6013333333333335,0.5410390804597702,0.0416676492947946,maximize
stats.alpha_precision.authenticity_OC,0.45,0.48,0.466,0.0114017542509913,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.7165977011494252,0.7926666666666666,0.7563724137931034,0.0369854673962663,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.5053333333333334,0.5933333333333334,0.5288,0.0364825681357244,maximize
stats.alpha_precision.authenticity_naive,0.39,0.55,0.4680000000000001,0.0634034699365894,maximize
stats.prdc.precision,1.0,1.0,1.0,0.0,maximize
stats.prdc.recall,0.98,1.0,0.99,0.01,maximize
stats.prdc.density,0.97,1.06,1.0252,0.0385382926451082,maximize
stats.prdc.coverage,0.91,1.0,0.972,0.0383405790253616,maximize
performance.linear_model.gt,0.7166666666666666,0.7166666666666666,0.7166666666666666,0.0,maximize
performance.linear_model.syn_id,0.7038690476190477,0.8056547619047618,0.753422619047619,0.042406145326154,maximize
performance.linear_model.syn_ood,0.7047619047619047,0.7976190476190477,0.7533333333333333,0.0421098875608269,maximize
performance.mlp.gt,0.4953030303030303,0.4953030303030303,0.4953030303030303,0.0,maximize
performance.mlp.syn_id,0.5,0.5018181818181818,0.5003636363636363,0.0008131156281817,maximize
performance.mlp.syn_ood,0.4642857142857143,0.5000000000000001,0.4928571428571429,0.0159719141249985,maximize
performance.xgb.gt,0.7309523809523809,0.7309523809523809,0.7309523809523809,0.0,maximize
performance.xgb.syn_id,0.7346726190476192,0.828125,0.7667261904761905,0.0374894578435692,maximize
performance.xgb.syn_ood,0.7333333333333332,0.8214285714285715,0.7676190476190475,0.0337810074240695,maximize
performance.feat_rank_distance.corr,0.0631578947368421,0.4526315789473684,0.2821052631578947,0.1959987562852733,minimize
performance.feat_rank_distance.pvalue,0.0047483098561269,0.7246362205272814,0.285816305030235,0.3792776382435052,minimize
detection.detection_xgb.mean,0.6705,0.7905,0.7495499999999999,0.0496136321992252,minimize
detection.detection_mlp.mean,0.482,0.5,0.4911999999999999,0.0084749631267634,minimize
detection.detection_gmm.mean,0.473,0.51425,0.4972,0.0149534694970765,minimize
detection.detection_linear.mean,0.4215,0.5055,0.45,0.0327318652080812,minimize
privacy.delta-presence.score,1.9999999800000003,6.999999930000001,4.066666629111112,2.046677500640888,maximize
privacy.k-anonymization.gt,2.0,2.0,2.0,0.0,maximize
privacy.k-anonymization.syn,1.00000001,3.00000001,1.40000001,0.8944271909999161,maximize
privacy.k-map.score,1.0,3.0,1.4,0.8944271909999159,maximize
privacy.distinct l-diversity.gt,2.0,2.0,2.0,0.0,maximize
privacy.distinct l-diversity.syn,1.00000001,3.00000001,1.40000001,0.8944271909999161,maximize
privacy.identifiability_score.score,0.44,0.5,0.466,0.0230217288664426,minimize
privacy.identifiability_score.score_OC,0.5,0.65,0.58,0.0595818764390649,minimize
