i,j,X,Y,L
76,616,605555.9,1152546.0,-19.9
134,536,545071.9,996405.1,-14.5
170,602,623250.5,1116295.8,-17.8
68,666,647166.4,1275381.1,-23.3
70,646,659020.6,1227260.6,-21.7
134,512,575985.1,901300.1,-11.7
70,268,509635.6,369923.8,-15.5
172,472,591885.4,787715.5,-15.6
170,590,676048.4,1091113.1,-13.8
174,554,669862.7,1026160.7,-14.5
118,340,619223.5,509400.4,-4.0
158,162,453867.0,96549.0,-31.1
42,380,553240.1,584759.9,-10.5
100,630,632379.9,1183100.1,-20.0
120,638,659079.1,1206264.1,-20.9
330,388,1019272.1,659094.4,27.8
298,614,933129.1,1165287.7,21.6
184,424,705777.9,647077.1,1.3
320,386,979293.0,644458.6,25.1
32,626,595426.5,1180889.2,-22.7
160,644,629013.7,1216337.6,-17.6
34,518,451887.2,922771.8,-22.6
32,290,447289.8,414027.3,-14.3
136,438,664326.9,684916.2,-0.5
122,390,652202.8,599141.3,-3.8
152,248,695642.0,292527.1,-16.8
118,390,617681.7,589140.2,0.4
18,650,558459.2,1228203.7,-23.8
130,438,618707.1,679450.8,-1.4
156,364,688640.4,560385.4,0.4
56,86,255500.4,131733.8,-33.2
118,288,585368.1,404096.8,-15.2
164,486,609848.2,827059.0,-9.5
42,506,453897.2,888370.9,-22.5
356,384,1038778.7,653402.5,31.9
268,398,860999.0,636174.4,15.2
56,572,558289.0,1056132.7,-17.7
104,350,615240.6,524076.9,-4.8
90,144,408700.7,116957.9,-29.7
306,366,954967.3,649967.7,21.6
42,564,482723.9,1042272.9,-21.4
88,568,617707.1,1047768.7,-16.3
38,82,256069.4,132733.4,-33.1
168,582,633452.8,1082808.5,-17.9
86,668,613593.5,1271725.9,-21.6
136,338,668383.5,517167.8,-2.3
82,568,596141.1,1066752.8,-16.1
160,522,598312.3,953131.0,-15.5
106,558,608799.9,1051471.7,-15.9
122,376,638450.3,585227.6,0.1
110,588,581790.2,1088784.6,-23.7
52,528,507691.9,959885.7,-21.8
120,348,636217.7,522078.6,-4.6
122,376,647268.8,564862.5,0.1
176,566,605250.1,1049177.0,-13.1
362,380,1075658.6,664498.9,32.0
216,392,775985.5,615885.0,6.7
348,402,1058193.7,673567.8,30.6
148,662,663053.7,1249358.4,-20.6
172,366,709728.1,559050.3,-1.8
36,426,559294.8,667468.9,-17.8
124,130,361593.0,92788.3,-31.0
150,496,587107.9,836963.9,-10.9
174,624,690482.7,1166152.5,-16.1
176,542,619855.7,997725.8,-15.4
112,520,585205.9,929241.4,-15.8
120,652,628174.0,1238994.4,-21.6
94,574,603195.8,1075893.9,-22.8
304,394,943603.1,688720.1,21.5
182,386,713352.3,583626.4,2.1
80,482,559375.0,790718.1,-20.7
294,408,929484.3,643398.9,17.3
176,432,706294.2,669861.6,2.6
134,412,647284.7,624395.8,-5.2
166,438,663358.7,673534.8,-1.3
132,366,648215.2,567675.2,0.6
268,368,880862.0,644458.1,15.6
110,598,595415.7,1098384.4,-23.8
112,554,576466.5,1033204.8,-15.9
96,676,627488.8,1292083.9,-23.9
16,160,432984.5,224768.7,-27.0
278,420,801199.3,659050.1,15.2
82,586,578205.4,1089837.9,-18.4
48,488,478212.2,839481.8,-21.0
94,596,579659.8,1111468.0,-23.6
218,390,709711.0,609764.4,6.5
178,572,616365.7,1065818.1,-16.1
140,574,627387.0,1061720.9,-20.1
36,348,516338.5,526251.2,-16.4
156,434,658212.4,675822.4,-0.4
164,348,789224.4,549703.2,-3.0
126,638,619685.4,1206026.5,-20.6
382,408,1102565.0,656604.7,35.2
82,628,597731.6,1179479.3,-22.0
58,374,579239.7,561813.6,-6.1
104,638,617642.3,1207210.0,-21.2
110,598,619859.3,1114492.8,-22.3
118,92,240132.7,59426.4,-33.7
100,568,589438.3,1040025.4,-16.0
170,522,596965.3,936537.5,-13.9
