i,j,X,Y,L
166,438,663358.7,673534.8,-1.3
110,456,597129.4,734868.6,-13.8
196,378,679450.3,567546.8,-3.7
430,430,1152765.8,667706.0,42.6
152,384,686250.8,605990.8,-0.6
148,428,637492.6,665877.9,-0.1
52,614,592897.5,1144008.5,-22.1
134,292,629396.9,414839.9,-7.0
172,42,97906.6,70556.8,-49.4
98,650,616239.8,1235982.4,-21.9
116,572,594007.3,1062317.4,-12.6
92,616,635687.1,1146142.2,-21.7
176,566,605250.1,1049177.0,-13.1
108,510,541240.3,895642.3,-12.3
30,592,605961.7,1093532.3,-24.7
84,626,537492.8,1180889.5,-20.2
268,398,860999.0,636174.4,15.2
100,318,605250.9,447473.8,-13.9
52,584,603773.7,1085128.8,-23.2
134,12,28747.8,124492.1,-47.9
74,212,493923.2,246400.3,-21.9
176,588,619125.5,1083021.7,-16.7
134,456,654395.0,729239.5,-0.3
66,574,547227.9,1059755.6,-17.7
122,636,654136.0,1196424.5,-16.6
140,446,663269.8,724442.8,-1.7
316,390,974499.6,673655.0,21.1
104,638,617642.3,1207210.0,-21.2
278,420,801199.3,659050.1,15.2
70,662,613283.5,1272327.3,-23.6
106,628,636267.0,1175753.7,-21.6
136,596,646293.7,1113887.9,-21.8
62,390,558036.4,585719.5,-5.5
96,676,627488.8,1292083.9,-23.9
336,384,1096269.1,612052.2,27.4
118,340,619223.5,509400.4,-4.0
90,506,526262.9,879371.9,-18.1
178,46,59198.5,83972.7,-49.4
32,596,599327.7,1116816.6,-24.4
98,610,605777.2,1135248.0,-22.0
108,454,565258.1,734858.4,-1.3
78,654,633617.4,1224302.0,-23.5
102,524,545789.6,943957.9,-14.8
296,414,969424.3,671319.3,21.6
50,310,494560.4,465560.7,-17.8
130,438,618707.1,679450.8,-1.4
32,626,595426.5,1180889.2,-22.7
96,630,628663.1,1175630.4,-20.2
148,662,663053.7,1249358.4,-20.6
86,304,588073.1,438794.9,-11.0
150,672,689837.1,1289746.8,-22.5
134,668,634254.3,1281325.5,-21.3
112,554,587648.8,1014265.4,-13.4
32,290,447289.8,414027.3,-14.3
382,408,1102565.0,656604.7,35.2
392,434,1129797.1,679809.2,35.4
172,366,709728.1,559050.3,-1.8
234,424,797305.6,678572.7,7.4
46,598,585918.8,1117117.9,-24.1
56,572,558289.0,1056132.7,-17.7
126,478,621132.5,799414.8,-5.6
160,522,598312.3,953131.0,-15.5
88,568,617707.1,1047768.7,-16.3
88,430,607871.3,653242.7,-14.2
356,384,1038778.7,653402.5,31.9
42,380,553240.1,584759.9,-10.5
168,628,686360.4,1175779.9,-18.7
152,248,695642.0,292527.1,-16.8
26,344,494526.6,513882.4,-16.1
74,492,569088.7,844474.0,-18.2
122,390,652202.8,599141.3,-3.8
118,288,585368.1,404096.8,-15.2
110,598,595415.7,1098384.4,-23.8
58,374,579239.7,561813.6,-6.1
44,648,609686.3,1218208.8,-22.7
112,554,576466.5,1033204.8,-15.9
120,638,659079.1,1206264.1,-20.9
110,598,619859.3,1114492.8,-22.3
194,392,799802.2,609987.4,2.4
116,534,629451.3,970415.6,-12.8
76,398,595401.7,646406.1,-8.2
118,390,617681.7,589140.2,0.4
108,468,596184.6,734897.0,-12.2
160,622,649092.5,1165994.6,-17.9
36,646,597227.8,1233832.7,-22.4
34,454,534343.8,703679.7,-14.6
176,402,667652.6,615351.7,2.3
118,634,608084.7,1192390.8,-18.1
132,642,638779.6,1218694.2,-21.2
116,568,609738.0,1058750.5,-14.3
164,486,609848.2,827059.0,-9.5
156,498,626952.2,822222.1,-9.5
156,554,629013.1,1012530.3,-10.8
176,432,706294.2,669861.6,2.6
94,386,591618.1,557996.2,-10.0
386,416,1117492.4,683808.0,35.8
156,364,688640.4,560385.4,0.4
156,476,697263.2,784074.3,-8.7
306,366,954967.3,649967.7,21.6
284,422,880210.3,669605.2,17.8
