duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
18,25,6,0,1,2,4,0,0,1,2,2,1,0,0,3,1,1,2,4,1882
24,20,3,2,1,2,4,0,1,0,2,0,1,1,3,1,1,4,0,4,3617
36,42,9,2,1,1,4,0,1,1,0,0,1,1,3,3,2,1,2,2,5493
12,26,6,0,1,1,1,0,1,0,1,1,3,1,3,3,1,1,2,2,1264
24,28,6,1,1,1,3,1,1,3,1,3,1,1,0,3,1,1,2,4,1311
12,28,6,0,1,1,2,0,1,3,1,2,1,1,0,3,1,1,2,4,684
24,32,4,2,1,1,4,0,1,1,2,3,1,0,0,3,1,4,2,4,1285
24,25,4,3,1,1,4,0,1,1,2,2,1,0,0,3,1,4,2,4,1371
36,32,2,2,1,2,4,0,1,2,0,2,1,0,3,2,2,1,2,4,2273
24,37,4,0,1,1,4,1,1,3,1,2,1,1,0,1,1,1,2,4,2022
12,29,6,0,1,1,2,0,1,3,1,2,1,1,3,3,1,1,2,2,3017
24,34,6,0,1,1,2,0,1,3,1,0,1,1,3,1,1,0,2,2,2578
12,35,4,0,1,1,4,1,1,3,1,2,1,1,0,1,1,1,2,4,1963
12,24,3,3,1,1,2,0,1,3,2,2,3,1,2,3,1,1,2,3,1768
15,27,3,0,1,2,3,0,0,3,1,1,1,1,0,2,1,4,2,4,1559
6,33,6,3,1,1,2,0,1,3,2,2,1,1,0,3,1,0,2,2,518
15,23,3,2,1,2,4,1,0,1,2,0,1,0,3,1,1,4,2558,4,1901
24,22,3,2,1,1,4,0,1,1,0,2,3,1,3,3,1,1,2,4,3149
48,30,6,0,1,1,3,0,0,1,1,3,0,0,0,3,1,1,0,4,3578
12,40,4,3,1,2,2,0,1,3,1,2,3,1,3,1,2,1,2,4,1249
24,35,9,0,1,2,3,1,1,3,1,3,1,1,3,1,1,1,2,4,2346
12,37,2,1,1,1,4,0,1,1,1,2,3,0,3,3,2,1,2,4,684
24,31,3,2,1,1,4,1,1,1,0,4,0,1,3,3,2,1,2,3,6459
24,35,6,0,1,1,2,1,1,3,1,2,1,1,0,1,1,1,2,4,2346
6,52,4,3,1,2,4,1,1,1,1,3,2,1,0,1,1,1,0,3,666
12,31,3,3,1,2,2,0,1,3,1,3,1,1,0,1,1,0,2,3,1736
18,28,0,0,1,1,2,1,1,3,1,2,1,0,2,2,1,1,2,4,2238
18,36,6,3,1,2,3,1,1,3,1,4,0,1,0,1,1,0,2,4,1922
24,36,9,2,1,1,4,1,0,2,0,0,1,1,3,3,1,4,2,4,2760
24,25,3,0,1,1,4,0,0,1,1,2,1,0,3,3,1,1,2,4,5152
6,39,4,3,0,2,4,0,1,1,1,3,3,1,3,1,1,1,2,1,1361
36,30,6,2,1,1,1,1,1,2,1,1,0,1,0,3,1,1,2,4,4795
36,29,2,2,1,1,3,1,1,2,2,3,1,0,3,3,1,2,2,4,9629
24,33,6,0,1,1,2,0,0,3,1,1,1,1,3,1,1,1,2,4,1823
6,42,6,2,1,1,4,1,0,3,0,0,1,1,3,3,2,2,2,2,1346
12,23,6,3,1,1,1,0,1,2,2,1,1,0,2,3,1,1,2,1,1534
36,45,6,3,1,1,4,1,1,3,1,0,3,1,0,3,1,4,2,2,3835
24,36,4,0,1,1,4,1,1,3,1,0,0,1,3,3,1,4,2,4,2022
24,34,6,0,1,1,2,1,1,3,1,0,1,1,3,1,1,0,2,3,2603
6,36,6,2,1,1,4,0,1,3,0,0,1,1,3,2,1,4,2,3,700
12,23,7,3,1,2,4,0,1,3,1,3,1,1,0,1,1,4,2,4,996
24,28,9,0,1,1,4,1,1,3,2,2,1,1,0,3,1,0,2,2,2603
48,28,6,0,1,1,4,1,1,2,2,1,0,0,0,3,1,2,2,2,9277
36,29,2,2,1,1,3,1,1,2,2,3,1,1,3,2,1,2,2,2,9055
24,23,6,0,1,1,4,0,1,2,1,3,1,1,0,3,1,1,2,4,1528
15,26,4,1,1,1,2,0,1,2,1,1,1,0,0,3,1,2,2,2,1778
12,25,6,3,1,1,1,0,1,1,1,3,1,1,0,3,1,1,1,4,1113
24,43,4,3,1,2,2,0,1,1,1,2,3,1,3,2,2,1,2,4,1516
24,46,9,1,1,2,4,1,1,3,1,2,0,1,3,1,2,4,2,2,6842
12,46,4,3,1,2,1,0,1,2,2,0,1,0,1,3,1,1,2,1,1223
24,23,4,0,1,2,4,0,1,1,2,3,1,0,0,3,1,1,2,4,1442
12,43,6,1,1,1,2,0,1,3,1,2,3,1,0,1,1,3,2,4,797
36,23,6,3,1,2,2,1,1,1,1,2,1,0,3,2,1,1,2,4,3913
12,28,6,0,1,1,2,0,1,3,1,2,1,1,0,3,1,4,2,4,1995
12,30,4,0,1,1,2,0,1,2,1,2,1,1,3,3,1,2,2,3,1597
12,29,4,3,1,1,2,0,1,2,1,2,3,0,0,3,1,2,2,3,1169
18,35,0,0,1,2,1,1,2,2,1,4,3,0,2,4,1,1,2,4,1520
18,40,3,3,1,1,4,0,1,2,2,3,3,1,0,3,1,1,2,2,3001
12,34,4,3,1,2,1,0,1,1,1,1,3,0,3,1,2,1,2,4,1343
12,22,6,0,1,1,1,1,1,2,1,2,1,1,0,3,1,1,2,1,1567
6,39,4,2,1,2,4,1,1,1,1,0,1,1,0,1,1,1,2,1,860
18,26,6,3,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,3,1453
24,20,4,1,1,1,4,0,1,1,2,2,1,0,0,3,1,1,2,4,1206
24,36,6,3,1,1,4,1,1,3,1,0,1,1,3,1,2,2,2,3,2872
36,25,3,0,1,2,4,0,1,1,1,2,1,0,3,4,1,3,2,2,8229
24,48,4,0,1,2,2,0,1,2,1,0,3,0,3,1,2,1,2,4,1082
24,22,3,3,1,1,4,1,2,1,1,2,1,1,3,0,1,3,2,4,2828
12,49,4,0,1,1,4,0,1,2,1,0,3,1,1,3,1,1,2,4,888
12,26,6,3,1,1,1,0,1,2,1,3,1,1,0,3,1,1,2,4,625
24,36,0,3,1,2,4,1,1,0,1,2,1,1,1,1,1,0,2,2,1275
24,30,3,1,1,1,2,1,1,1,2,3,1,1,3,3,1,1,2,4,1559
24,33,3,3,1,1,2,0,1,0,1,2,1,1,1,3,1,1,2,2,1925
36,37,4,2,1,1,4,1,1,2,0,2,1,0,3,3,1,4,2,1,12389
15,33,4,0,1,2,3,0,1,2,1,1,1,1,1,4,1,1,2,2,2788
24,28,6,0,1,1,2,0,0,1,1,2,1,0,3,3,1,1,2,4,2749
6,34,4,3,1,2,1,0,1,3,1,2,1,1,0,1,2,0,2,1,1343
12,37,4,0,1,1,4,0,0,2,1,0,3,0,3,3,2,1,2,4,802
6,33,4,1,1,1,2,0,1,3,1,2,1,1,3,3,1,4,2,1,4611
15,27,6,0,1,1,1,0,1,2,1,2,1,1,0,3,1,4,2,4,1059
18,32,6,1,1,2,3,1,0,3,1,0,0,1,3,1,1,3,2,4,629
18,33,6,3,1,2,1,0,1,3,1,2,1,1,3,1,1,1,2,2,1928
6,34,6,0,1,1,4,0,1,3,1,0,1,1,3,3,1,1,2,4,3380
24,23,6,0,1,1,4,0,1,2,1,3,1,1,0,3,1,1,2,3,1936
12,23,6,3,1,1,4,0,1,0,2,2,1,1,2,3,1,1,2,3,1297
6,33,3,0,1,1,2,0,1,3,1,2,1,1,3,3,1,1,2,1,1592
6,33,3,0,1,1,2,0,1,3,1,2,1,1,3,3,1,1,2,1,2080
12,29,4,3,1,1,2,0,1,2,1,2,3,0,0,3,1,2,2,3,1169
48,27,0,3,1,1,1,0,2,3,1,2,1,1,0,0,1,1,2,1,3609
18,33,0,3,1,2,2,1,0,3,1,2,0,1,3,1,1,1,1,2,2251
18,26,6,3,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,3,1453
6,27,6,3,1,1,3,0,0,2,1,3,3,1,2,3,1,1,1,3,250
24,24,3,1,0,1,1,0,1,1,1,1,3,1,3,3,1,1,0,4,1747
6,47,4,2,1,2,4,1,1,1,0,0,0,0,3,1,1,1,2,4,1209
36,29,6,1,1,1,4,1,1,1,2,1,1,0,0,3,1,1,2,4,5174
18,26,6,3,1,1,1,0,1,2,1,1,1,1,0,3,1,1,2,4,750
24,54,0,1,1,3,3,1,1,3,1,2,0,0,3,3,1,0,2,2,4612
12,26,4,1,1,1,2,0,1,3,1,2,1,0,0,3,1,3,2,2,1386
36,23,3,2,1,2,4,1,1,1,2,1,3,0,0,1,1,1,0,4,6229
24,33,6,0,1,1,2,0,1,2,1,1,1,1,3,2,1,1,2,4,1851
12,25,6,3,1,1,1,0,1,2,1,2,3,1,0,3,1,1,2,4,776
24,20,6,0,1,1,4,1,1,2,1,0,1,1,0,3,1,1,2,4,1967
18,35,0,0,1,1,2,1,0,2,1,2,1,0,3,3,1,1,2,4,2670
12,37,4,0,1,1,4,0,0,2,1,0,3,0,3,3,2,1,2,4,802
24,33,6,0,1,1,2,1,1,0,1,2,1,1,1,3,1,1,2,4,1851
12,39,4,3,0,2,2,0,1,1,2,2,3,1,3,1,2,1,2,3,2122
12,39,3,2,1,2,4,1,1,3,0,0,0,1,0,1,1,1,2,3,3380
24,25,4,3,1,1,4,0,1,1,2,2,1,0,0,3,1,4,2,4,1371
24,25,4,3,1,1,4,0,1,1,2,2,1,0,0,3,1,4,2,4,1371
15,26,4,3,1,2,3,0,1,2,1,1,1,1,0,1,1,4,2,2,1437
24,25,4,3,1,1,4,0,1,1,2,2,1,0,0,3,1,4,2,4,1371
12,23,4,0,1,1,2,0,1,1,1,2,1,0,2,3,1,4,2,4,900
18,23,6,0,1,2,4,0,1,1,2,3,3,1,2,3,1,4,2,2,1936
48,44,4,2,1,1,2,0,0,3,0,2,1,0,3,1,1,3,2,2,10127
24,24,3,1,0,1,1,0,1,1,1,1,3,1,3,3,1,1,0,4,1747
12,22,6,0,1,1,1,1,1,2,1,2,1,1,0,3,1,1,2,1,1567
12,20,6,3,1,1,2,1,1,2,2,2,1,0,2,3,2,2,2,1,2315
36,31,6,0,1,1,2,0,1,0,1,0,1,1,3,3,1,1,2,4,4473
12,29,6,3,1,1,2,0,1,3,1,2,1,1,3,3,1,1,0,4,294
18,31,4,1,1,1,3,1,1,1,1,1,1,0,0,3,1,1,2,4,1127
24,26,0,3,1,2,1,1,1,1,1,3,1,1,3,1,1,2,2,4,1382
12,22,6,0,1,1,1,0,2,2,1,1,1,0,3,3,1,1,2,2,1331
36,23,3,2,1,2,4,1,1,1,2,1,3,0,0,1,1,1,0,4,6229
12,23,4,0,1,1,2,0,1,1,1,2,1,0,2,3,1,4,2,4,900
24,31,3,3,1,1,4,1,1,1,1,2,1,0,3,3,1,1,2,4,2468
18,23,3,0,1,1,4,0,1,1,2,1,1,1,0,3,1,1,2,1,3650
24,30,4,1,1,2,2,0,1,1,1,2,1,0,3,1,1,1,2,4,2121
12,26,3,1,1,1,1,0,1,1,1,4,1,0,3,3,2,1,2,1,1538
24,25,6,0,1,2,2,0,1,3,1,0,1,1,3,3,1,4,2,4,999
12,26,6,0,1,1,1,0,2,3,1,2,1,1,0,3,1,1,2,4,1995
12,27,0,3,1,2,2,0,1,3,1,2,1,1,0,1,1,1,2,3,1185
18,36,6,3,1,2,3,1,1,3,1,2,1,1,0,1,1,0,2,3,1795
24,25,3,0,1,2,4,0,1,1,1,2,1,1,0,4,1,1,2,4,1382
24,34,4,0,1,1,3,1,1,3,1,3,1,1,0,3,2,0,2,4,1525
12,31,3,1,1,1,3,0,1,1,1,2,1,1,3,3,1,1,1,2,2221
12,24,3,3,1,1,2,0,1,3,2,2,3,1,3,3,1,1,2,3,1768
12,29,4,1,1,1,4,0,1,1,1,2,1,1,0,3,1,1,1,4,1199
24,25,6,0,1,2,2,0,1,3,1,0,1,1,3,3,1,4,2,4,999
12,35,6,3,1,2,2,0,1,0,1,2,3,1,3,1,1,1,1,4,3447
24,31,3,2,1,1,4,1,1,1,0,4,0,1,3,3,2,1,2,3,12905
6,28,6,3,1,1,3,0,0,2,1,3,3,1,2,3,1,1,1,3,484
36,34,4,0,1,2,4,1,1,3,1,0,0,1,3,1,1,1,2,4,1842
15,38,4,0,1,1,3,0,1,1,1,2,3,1,3,3,2,1,2,4,1308
12,23,6,3,1,2,4,0,1,2,1,1,1,1,3,3,1,1,1,3,1297
24,23,6,0,1,1,4,0,1,2,1,3,1,1,0,3,1,1,2,3,1937
18,33,6,0,1,1,2,0,1,2,1,2,1,0,2,1,1,1,2,4,1245
12,28,6,0,1,1,2,0,1,3,1,2,1,1,0,3,1,4,2,4,939
24,23,6,2,1,2,4,1,1,1,2,2,1,0,0,1,1,1,0,4,3768
12,20,6,3,1,1,2,1,1,2,2,2,1,0,2,3,2,2,2,1,1297
6,27,6,3,1,1,3,0,0,2,1,3,3,1,2,3,1,1,1,4,484
12,23,6,3,1,1,1,0,1,2,2,1,1,0,2,3,1,1,2,1,1534
18,33,6,3,1,1,1,0,1,2,1,1,1,1,0,3,1,1,2,3,1453
24,26,6,3,1,1,1,0,1,3,1,3,1,1,2,3,1,1,2,4,1344
24,35,9,0,1,2,3,1,1,3,1,3,1,1,3,1,1,1,2,4,2346
24,36,6,3,1,1,4,1,1,3,1,0,1,1,3,1,2,2,2,3,2872
12,47,2,2,1,3,4,0,0,3,0,0,1,1,0,1,1,1,2,2,3399
36,27,0,0,1,2,4,1,1,3,2,1,1,0,3,2,1,4,2,4,7980
24,38,9,2,1,1,4,1,1,1,0,0,1,0,3,3,1,1,2,4,2966
12,35,6,0,1,1,2,0,1,3,1,0,1,1,3,3,1,4,2,4,1979
24,25,6,0,1,2,2,0,1,3,1,0,1,1,3,3,1,4,2,4,999
24,23,9,0,1,1,4,0,1,3,1,3,1,1,0,3,1,2,2,3,3488
12,26,4,3,1,1,1,0,1,0,1,1,1,1,3,3,1,1,2,4,1330
12,33,4,3,1,1,1,0,1,1,1,1,3,0,3,3,2,1,2,4,2579
48,45,3,3,1,1,2,1,1,1,1,2,1,1,0,3,1,1,2,4,3578
36,45,6,3,1,1,4,1,1,3,1,0,3,1,0,3,1,4,2,2,3835
12,46,4,0,1,2,4,0,1,3,1,0,1,1,3,1,2,1,2,4,2011
24,25,3,0,1,1,4,0,0,1,1,2,1,0,3,3,1,1,2,4,5152
24,29,3,0,1,1,4,0,0,1,1,3,1,0,3,0,1,1,2,4,2167
18,32,4,0,1,1,3,1,1,3,1,3,1,1,3,3,1,4,2,2,4613
