sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
4.400000580372407,3.2231953260800887,1.2807591680943875,0.20210561355851084,0
5.86234344512446,2.7962199988935974,5.017982632073497,2.390897763334014,2
5.725984750701221,2.819051845711145,4.588412132977573,1.3369734538653957,1
5.567851107800058,2.911293466792401,4.383351096804526,1.448868956681728,1
4.95677323717585,3.0177085389962843,1.7193341801836088,0.20087691399796667,0
5.482023854664601,3.006263458032775,4.598093629477636,1.5676428421476438,1
5.62822271198046,2.5091431618902753,3.8675189633090685,1.0615108426394833,1
5.672199212524444,2.6054065850671506,3.7121378878039435,0.997421114859028,1
6.264623726084745,3.359534809973324,5.50543819120881,2.344385130453098,2
6.671748951827962,3.3217729672435956,5.68425265059574,2.0808924789390777,2
6.1952756176008394,2.868038515993406,4.249045315590217,1.3077190489594452,1
5.022525310824956,2.0,3.409953651340097,0.9513467556734421,1
6.42442935489735,3.086932115769873,5.510960671331362,1.8015136622627863,2
5.249510692029963,3.8068682913250314,1.7677519714075638,0.29394538158727973,0
4.971812855645076,2.616283714534629,4.590503018372556,1.7814628845632265,2
6.727017841803716,2.9861688513265814,5.222579271945823,2.2775397740807,2
4.863743768224541,3.4317443726546495,1.6280346765602673,0.19876472293096858,0
4.998580302031257,3.5095601806227217,1.4074990230948552,0.20265445020082196,0
5.253025080353588,3.686072426727719,1.4997783870913424,0.20103810694788868,0
6.12202437348737,2.21015459726257,4.677316199839104,1.5348189511105124,1
6.059352044593156,3.3441532551759234,4.474107992814615,1.5897589142959465,1
5.818900823154946,2.7081824426750805,3.950196286182011,1.0351053430221218,1
5.824273218859458,2.6640284786474244,5.164644414450236,1.9333708554794418,2
4.769241624941324,3.1952293796408524,1.2671327190067094,0.20008334967626054,0
5.276073125847462,3.876498976295283,1.9001012904960186,0.4077246080461717,0
4.939125564463889,3.4504466509734457,1.8242685460457813,0.20218379412138154,0
7.899169918176343,3.436027344297519,6.098050312762299,1.8877219484600538,2
5.109188328795062,3.6441787702149933,1.448804484629394,0.1916152728028832,0
5.377403534182421,3.0145068055029816,4.587414233349361,1.494908324701269,1
5.4131933859023365,3.3966525415083653,1.4976705934287438,0.4665759408450111,0
