proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
680,3.5,2.42,24,1.04,13.64,3.38,0.33,1.71,119,2.4,2.72,2,1.53
580,2.8,2.42,20,0.96,12.48,2.88,0.2,1.88,95,2.1,2.29,2,1.75
680,4.3,2.3,18,1.18,13.42,3.3,0.27,1.85,105,2.6,2.95,2,1.67
720,4.7,2.5,17.5,1.05,13.42,3.04,0.25,1.85,104,2.6,3.1,2,1.88
640,3.8,2.5,21,1.06,12.88,3.24,0.22,1.55,100,2.2,2.67,2,1.65
550,5.5,2.23,18,0.97,12.68,3.06,0.36,1.57,96,2.6,2.75,2,1.78
460,5.5,2.24,21,1.04,12.1,2.96,0.42,1.55,92,2.35,2.6,2,1.76
580,5.6,2.24,19,1.08,12.64,2.76,0.35,1.45,85,2.65,2.6,2,1.81
560,5.8,2.35,20,1.06,12.42,3.3,0.28,1.4,95,2.75,2.8,2,1.94
490,5,2.2,19.5,0.9,12.1,2.78,0.38,1.52,86,2.6,2.5,2,1.75
1010,2.5,2.64,23,0.96,13.61,2.88,0.24,1.76,95,2.65,1.85,0,1.81
710,2.9,2.64,19,0.93,12.71,2.96,0.35,1.72,96,2.5,1.65,1,1.77
530,3.05,2.2,17,1.05,12.36,2.48,0.38,1.74,98,2.5,1.85,1,1.62
560,3.3,2.2,20,1.1,12.38,2.62,0.3,1.5,97,2.5,1.55,1,1.52
650,5.5,2.5,19,1.07,13.5,2.58,0.38,1.72,88,2.8,2.55,1,1.6
790,3.65,2.48,17,1.05,13.37,3.26,0.36,1.78,110,2.6,2.28,2,1.77
550,3.8,2.14,16,0.87,12.37,2.87,0.26,1.72,98,2.38,2.19,2,1.53
480,3.75,2.48,24,1.01,13.38,2.96,0.32,1.75,88,2.4,2.53,2,1.67
880,4.4,2.6,16.5,1.12,13.42,3.38,0.3,1.87,114,2.8,2.52,2,1.53
600,3.65,2.5,22,0.86,12.26,3.05,0.28,1.75,97,2.28,2.18,2,1.68
910,3.4,2.38,21,0.93,13.52,3.09,0.37,1.61,97,2.65,1.76,0,1.76
690,4.1,2.42,18,0.93,13.58,3.04,0.34,1.66,88,2.5,1.78,1,1.74
580,3.4,2.64,19.6,1.08,12.88,2.96,0.28,1.76,101,2.65,2.1,2,1.77
650,5.6,2.38,22.5,1.09,12.72,3.1,0.28,1.75,96,2.5,1.75,2,1.72
830,2.7,2.3,19,1.05,13.16,3.06,0.28,1.85,94,2.4,2.1,1,1.53
650,5.25,2.52,20,0.98,13.88,1.96,0.5,0.9,103,2.2,1.2,0,1.67
650,3.05,2.64,18,1.04,13.1,2.64,0.3,1.35,88,1.85,1.12,2,1.75
750,4.4,2.7,21,0.94,13.16,2.52,0.3,1.1,102,2.65,1.3,0,1.72
650,2.5,2.55,20,1.04,13.48,2.75,0.28,1.25,94,2.5,1.38,2,1.87
680,3.5,2.53,21,1.04,13.38,2.48,0.3,1.3,96,2.5,1.48,2,1.95
760,4.6,2.42,20,0.97,13.37,1.98,0.25,1.87,111,1.89,0.51,2,1.67
510,1.7,2.14,18,0.87,11.58,1.74,0.32,1.53,98,1.58,0.52,1,1.53
680,4.5,2.3,21,0.98,13.05,2.29,0.23,1.52,110,2.1,0.55,2,1.68
640,4.2,2.28,21.5,1.08,12.69,2.64,0.29,1.52,92,1.8,0.5,2,1.51
420,1.5,1.94,22,0.84,11.35,2.1,0.29,1.65,88,1.48,0.56,1,1.65
880,4.5,2.38,18,1.01,13.53,3.27,0.31,1.67,92,3.22,3.06,2,1.75
630,3.75,2.28,18,0.85,12.3,2.88,0.28,1.5,102,2.55,2.24,2,1.73
750,3.05,2.14,16,1.04,13.08,3.06,0.3,1.68,88,2.8,2.92,2,1.62
750,3.6,2.36,16,1.05,13.64,2.88,0.3,1.4,88,3.2,3.1,2,1.52
650,5.05,2.4,24,0.83,13.3,2.65,0.28,1.3,96,2.5,2.56,1,1.89
1190,6.5,2.35,24,0.97,13.52,2.88,0.27,1.68,120,2.7,1.74,2,1.83
590,1.3,2.42,19,1.03,12.23,2.64,0.32,1.63,86,2.15,1.45,2,1.69
720,4.4,2.14,22,1.04,12.79,3.06,0.24,1.58,94,2.45,1.38,2,1.67
720,3.8,2.13,22,1.05,13.31,2.75,0.29,1.48,85,2.3,1.48,2,1.82
1045,5.2,2.42,17,0.97,13.48,2.7,0.26,2.1,120,2.9,2.69,0,1.71
880,6.5,2.6,20,0.98,13.61,3.21,0.27,1.86,103,3.1,2.92,2,1.75
700,5.5,2.64,21,1.05,13.23,2.88,0.35,1.74,93,2.5,2.74,2,1.73
860,5.7,2.7,16.5,1.04,13.28,3.1,0.26,1.65,105,3.25,2.76,2,1.82
780,4.5,2.2,17,1.13,12.58,2.96,0.32,1.58,98,2.55,2.58,2,1.75
860,5.1,2.4,21,1.04,13.62,3.06,0.24,2.05,102,2.9,3.3,1,1.52
670,4.8,2.35,18,0.98,13.37,3.06,0.28,1.64,114,2.65,2.38,1,1.75
625,2.05,2.45,18,1.08,12.64,2.38,0.26,1.66,103,2.65,2.15,2,1.72
650,2.5,2.4,17,0.93,12.48,3.2,0.4,1.4,94,2.6,1.55,1,1.68
620,2.5,2.3,19,1.01,12.2,3.36,0.33,1.65,96,2.5,2.25,2,1.67
650,3.6,2.2,19,1.02,12.68,2.6,0.26,1.5,98,2.6,2.2,2,1.65
1190,4.8,2.52,21,0.86,13.3,2.88,0.26,1.68,92,1.85,1.55,2,1.67
720,2.6,2.38,19,1.05,11.5,2.96,0.35,1.66,98,1.9,1.7,0,1.73
620,4.8,2.42,17,0.73,12.3,2.8,0.28,1.69,93,2.4,2.1,1,1.67
1040,5.5,2.5,16.5,1.1,13.28,3.06,0.22,2.8,129,3.7,3.38,1,1.53
1035,5.2,2.45,18,1.05,13.29,3.06,0.25,2.8,128,3.6,3.35,1,1.6
1190,6.8,2.45,16.6,0.99,14.5,2.98,0.46,1.93,103,2.65,2.28,0,1.75
780,3.85,2.24,19.1,1.05,13.23,2.96,0.38,1.53,92,2.3,1.63,2,1.67
910,5.8,2.2,16.5,1.02,13.52,2.87,0.48,1.56,98,2.6,2.65,0,1.82
520,3.5,1.98,21.3,0.98,12.28,3.1,0.31,1.33,102,2.5,2.52,1,1.64
560,3.5,2.4,21.8,1.04,12.2,2.88,0.3,1.48,95,2.4,2.5,1,1.65
650,6.1,2.32,20,1.04,13.52,3.38,0.37,1.71,112,2.48,2.71,2,1.77
570,3.05,2.14,18.5,0.92,12.5,2.88,0.3,1.87,97,1.85,2.16,2,1.65
520,5.6,2.28,18,1.04,13.21,3.35,0.42,1.8,97,2.6,2.5,2,1.92
690,5.5,2.28,17.5,1.05,13.64,3.3,0.42,1.6,104,2.5,2.6,2,1.83
450,2.4,2.1,19,0.85,11.81,2.9,0.35,1.65,80,1.5,1.35,0,1.61
680,5.5,2.48,22,1.01,13.52,1.96,0.28,1.63,95,2.5,2.29,0,1.75
640,3.05,2.42,21,0.98,12.68,1.72,0.35,1.73,92,2.12,1.67,2,1.81
790,4.8,2.4,20,1.18,13.58,2.87,0.35,1.42,105,2.25,2.45,1,1.73
620,3.3,2.46,17,0.87,12.64,2.21,0.32,2.06,86,2.25,2.2,0,1.73
770,6.9,2.42,18.6,1.14,13.45,2.88,0.36,1.33,104,2.6,2.7,1,1.81
680,3.5,2.42,20,0.98,13.52,1.64,0.26,0.68,94,1.52,0.57,2,1.52
580,2.05,2.64,20,1.04,12.08,1.88,0.22,1.25,103,2.5,1.62,1,1.76
510,3.8,2.27,24,1.05,13.58,1.74,0.26,1.16,94,2.4,1.51,1,1.67
690,5.3,2.28,18,1.22,13.26,3.27,0.29,1.32,96,2.9,2.5,1,1.87
680,2.6,2.48,19,1.12,12.84,2.52,0.27,1.32,94,2.85,2.35,1,1.92
880,8.5,2.45,20,1.05,13.58,3.27,0.32,1.68,117,2.5,2.64,2,1.67
770,6.5,2.21,18,1.05,12.69,3.08,0.25,2.29,103,2.6,2.56,2,1.75
760,6.8,2.5,18,1.06,12.82,3.13,0.26,2.7,95,2.7,2.8,2,1.62
1020,3.6,2.2,16,1.15,13.24,2.88,0.28,1.8,96,2.3,2.45,0,1.74
670,5.1,2.16,21,1.06,12.39,2.87,0.25,1.7,97,2.7,2.6,2,1.69
720,6.5,2.64,24,0.86,12.97,2.88,0.43,1.52,94,1.87,1.23,0,1.53
660,4.8,2.36,17,1.04,12.87,1.88,0.21,1.67,97,2.1,1.56,1,1.72
850,4.6,2.47,18,0.96,12.79,1.75,0.28,1.5,97,2.15,1.62,1,1.73
740,5.5,2.54,20.5,1.1,13.36,2.96,0.24,1.61,92,2.3,2.06,1,1.59
890,7,2.64,21.5,0.7,14.28,2.92,0.29,1.63,86,2.35,1.89,0,1.74
890,5.15,2.58,18,0.99,13.68,1.98,0.43,1.64,110,1.94,1.47,0,1.76
