proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
750,2.7,2.28,18,0.93,12.2,2.96,0.46,1.06,108,2.25,1.62,0,1.76
480,2.3,2.12,20,0.86,12.5,2.96,0.45,0.88,88,2.1,1.5,2,3.5
560,2.7,2.2,22,0.96,12.4,3.09,0.36,1.16,94,2.5,2.15,1,1.53
680,4.1,2.16,16.5,1.07,13.66,2.55,0.32,1.57,120,2.45,2.35,1,1.73
570,3.05,2.21,20,1.06,12.7,3.05,0.25,1.35,98,2.75,2.75,1,2.5
1190,5.05,2.64,24,0.98,13.58,1.96,0.56,0.89,108,1.74,0.9,2,1.75
670,5.7,2.2,18,0.76,12.5,2.88,0.35,0.65,106,2.15,1.72,0,1.81
580,5.65,2.2,18,1.06,12.34,3.07,0.36,0.63,102,2.17,1.68,0,1.77
570,3.65,2.45,22,1.22,12.5,2.77,0.3,0.53,104,1.65,1.34,0,1.61
660,4.6,2.5,23,1.12,12.4,3.29,0.26,0.55,108,2.45,2.29,1,1.83
1190,5.2,2.88,19,1.01,14.38,3.25,0.3,1.92,111,2.65,2.88,0,1.75
680,2.5,2.58,16.5,0.64,12.5,1.88,0.34,1.72,88,1.5,1.3,2,1.73
1015,5.9,2.88,16.5,1.04,13.42,3.2,0.28,1.6,104,2.4,2.65,0,1.52
1035,3.5,2.7,22.5,0.86,13.2,1.96,0.32,1.52,87,1.5,1.3,2,1.79
750,5.5,2.57,19,1.05,13.4,3.2,0.29,1.62,94,2.7,2.7,0,1.8
680,5.7,2.6,21,0.98,12.5,3.22,0.28,1.77,97,2.6,2.88,0,1.83
750,4.5,2.45,20,0.94,13.29,3.08,0.34,1.78,106,2.25,2.76,1,1.72
570,5.3,2.4,20,1.02,12.05,2.7,0.27,1.85,93,2.25,2.67,1,1.73
570,4.8,2.6,20,1.02,12.05,2.7,0.28,1.5,91,2.3,2.5,1,1.51
830,3.1,2.45,17,0.88,13.16,2.88,0.35,1.75,105,2.55,3.12,1,1.74
690,4.5,2.21,19,0.83,13.6,1.56,0.52,1.28,100,2.35,2.17,2,1.73
510,3.05,2.42,20,1.02,12.2,1.35,0.27,1.69,98,2.5,2.68,0,1.53
580,3.6,2.14,16,0.88,13.3,1.43,0.34,1.65,85,2.45,2.68,0,1.66
1010,5.1,2.27,16,1.04,13.48,1.74,0.3,1.92,112,2.3,2.68,1,1.81
580,5.6,2.2,17,1.12,13.16,1.82,0.24,2.15,96,2.5,2.62,1,1.71
680,4.8,2.14,20,0.97,12.89,2.88,0.52,1.72,96,2.47,2.16,0,1.77
580,5.05,2.48,20,1.02,12.5,2.38,0.28,1.56,94,2.55,2.45,2,1.53
780,6.1,2.26,18,1.05,13.28,1.69,0.24,2.6,120,2.5,2.75,1,1.71
490,5.35,2.48,20,0.98,11.8,2.3,0.32,2.2,85,2.4,2.45,0,1.67
700,4.4,2.48,18,1.04,13.05,1.8,0.24,2.25,97,2.5,2.65,1,1.73
1060,4.6,2.32,23,1.01,12.82,3.25,0.31,1.83,120,2.53,2.63,0,1.83
570,5.5,2.43,21,1.08,13.05,3.26,0.26,1.68,105,2.3,2.88,1,1.72
510,4.5,2.21,19,0.88,12.12,1.88,0.52,1.62,92,1.63,1.59,0,1.53
650,4.7,2.38,19,1.09,13.22,2.96,0.29,1.74,115,2.7,3.09,1,1.74
580,6.2,2.3,20,1.05,13.18,3.2,0.29,1.8,100,2.7,3.35,1,1.64
880,5.6,2.54,20,1.04,13.47,2.88,0.45,1.92,121,2.65,1.68,0,1.67
720,3.05,2.42,19,1.02,12.86,2.88,0.35,1.61,98,2.1,1.28,1,1.77
510,1.6,2.64,21,0.73,11.62,1.68,0.4,1.35,85,1.55,0.68,2,1.81
550,2.1,2.48,18.5,1.06,12.61,3.06,0.31,1.46,103,2.3,1.48,0,1.81
690,4.8,2.3,18,1.13,13.22,3.12,0.28,1.65,112,2.8,2.1,0,1.61
910,5.15,2.27,23,0.97,12.6,2.88,0.43,0.85,97,2.4,1.74,2,1.67
550,2.05,2.43,16.5,1.03,12.28,2.5,0.28,1.65,88,1.75,1.56,0,1.53
650,2.6,2.7,18.5,0.96,13.28,2.48,0.3,1.45,98,2.4,1.75,2,1.76
590,3.2,2.2,17.5,1.05,13.6,2.65,0.26,1.5,97,2.25,1.75,2,1.67
1050,4.4,2.63,19,1.05,13.6,2.89,0.35,1.6,94,2.5,1.8,2,1.73
750,4.35,2.64,21,1.04,13.05,3.27,0.32,1.92,98,2.45,2.29,0,1.67
530,2.05,2.14,20,0.73,12.6,3.05,0.32,1.59,92,1.7,2.36,2,1.81
750,5.8,2.64,20,1.06,13.48,3.27,0.3,1.67,120,2.45,2.62,0,1.76
530,3.4,2.36,18.5,0.82,12.62,3.5,0.3,1.76,88,2.25,2.8,2,1.74
1050,6.25,2.4,15,1.06,14.18,3.5,0.32,1.82,115,2.6,2.64,0,1.52
750,4.8,2.26,16,0.92,13.05,1.68,0.45,1.75,120,1.85,1.72,2,1.67
720,3.05,2.42,17,0.98,12.64,2.05,0.32,1.89,86,2.1,1.74,2,3.45
510,2.6,2.14,19,1.04,12.05,2.35,0.26,1.63,88,2.15,1.75,2,1.78
680,5.2,2.5,17,1.12,12.65,2.8,0.24,1.69,104,2.3,1.76,2,1.53
560,3.4,2.4,17,1.12,12.45,2.5,0.22,1.7,100,2.55,2.16,2,1.61
790,5.5,2.26,16.7,0.98,13.28,2.96,0.26,1.57,110,2.8,1.74,0,1.64
510,3.2,2.64,16.5,1.04,12.6,2.88,0.3,1.42,99,2.5,1.62,1,1.73
550,3.4,2.3,22,1.02,12.8,2.96,0.25,1.45,96,2.5,1.66,1,1.75
860,5.7,2.7,22,0.97,13.48,3.06,0.38,1.78,127,3.15,2.61,0,1.64
680,4.5,2.3,17,1.06,13.27,3.2,0.25,1.5,99,2.7,2.47,1,1.59
580,5.2,2.42,18,0.95,13.58,1.53,0.22,1.87,103,2.6,2.21,2,1.75
660,4.05,2.42,20,0.73,13.26,1.56,0.26,1.38,93,1.85,1.86,2,1.71
580,3.4,2.64,18,1.07,12.98,2.29,0.29,1.68,94,2.56,2.58,1,1.74
750,3.2,2.2,16,1.04,13.21,1.81,0.23,1.77,98,2.6,2.7,1,1.61
530,5.2,2.2,14,1.05,13.4,1.82,0.22,1.4,94,2.65,2.52,1,1.72
750,5.05,2.42,21,0.72,12.96,3.05,0.37,1.76,117,1.89,1.45,0,1.74
580,4.38,2.28,18,0.82,12.2,3.08,0.32,1.65,99,1.48,1.4,2,1.81
520,3.4,2.14,17,0.72,12.5,3.2,0.35,1.68,96,1.65,1.5,2,1.53
780,5.5,2.6,23,0.63,13.27,3.25,0.3,1.83,111,1.92,1.5,0,1.67
580,4.55,2.32,16.5,0.72,12.8,3.18,0.4,1.6,105,1.7,1.55,2,1.62
590,3.2,2.3,15,0.98,12.89,2.66,0.37,1.62,102,2.42,2.15,2,1.88
520,4.6,2.5,18,0.97,13.48,1.73,0.21,2.3,97,2.25,1.85,2,1.67
520,3.2,2.25,15,1.04,12.64,3.06,0.27,1.63,88,2.65,3.06,0,1.77
830,2.7,2.2,19,1.04,13.29,1.96,0.21,2.26,92,2.5,2.45,2,1.61
680,4.7,2.5,19,1.07,14.2,2.43,0.26,1.76,94,2.65,2.75,2,1.63
850,4.6,2.14,16.8,1.01,13.31,1.88,0.39,1.98,97,2.48,1.63,2,1.77
560,3.05,2.36,19,1.01,12.64,2.04,0.3,1.68,94,2.35,1.5,2,1.73
780,3.1,2.64,19.7,1.01,13.52,3.2,0.3,1.96,88,2.45,1.66,2,1.72
1025,5.1,2.3,17.5,0.96,13.29,1.58,0.27,1.88,112,2.5,2.15,1,1.78
750,3.3,2.3,20.5,1.02,13.16,2.72,0.25,2.2,90,2.65,2.3,1,1.66
880,6.6,2.42,21,1.01,14.4,3.26,0.43,1.83,98,3.05,2.81,0,1.83
590,5.8,2.29,18,1.06,13.5,2.87,0.3,1.98,86,2.6,2.42,1,1.73
720,5.4,2.25,18,1.12,13.12,3.1,0.28,1.68,85,2.9,2.61,0,1.72
760,5.7,2.34,16,1.06,13.25,2.96,0.26,1.76,82,3.2,2.82,0,1.73
640,5.5,2.15,19,1.1,13.75,3.28,0.27,2.14,83,3.1,2.9,0,1.8
760,6.65,2.46,22,1.01,13.27,3.05,0.32,1.97,103,3.25,2.67,0,1.81
550,3.05,2.64,16,0.96,12.02,2.64,0.26,1.62,98,2.6,2.28,1,1.53
630,3.6,2.36,16,1.04,12.64,2.87,0.28,1.63,98,3.1,2.38,1,1.58
1035,7.05,2.7,18.5,1.06,13.48,3.28,0.26,1.68,128,3.3,2.65,0,1.81
630,3.9,2.5,18,1.05,12.74,2.84,0.24,1.7,92,2.9,2.47,1,1.74
510,3.06,2.52,17.5,0.78,13.48,2.88,0.27,1.83,90,1.78,1.67,0,1.79
