proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
750,4.5,2.2,22,0.93,13.42,1.87,0.43,0.78,96,1.74,1.1,2,2.67
490,4.6,2.26,16,0.98,12.61,2.04,0.22,1.65,102,1.65,1.38,2,1.61
580,4.6,2.5,20,1.06,12.05,1.98,0.32,1.63,86,1.55,1.28,2,1.83
680,5.6,2.48,18.6,1.04,13.04,2.88,0.31,1.35,95,2.3,2.26,2,2.28
740,4.6,2.3,20,1.02,12.88,2.6,0.3,1.3,85,1.7,1.27,2,1.67
690,6.6,2.26,24.5,0.96,13.38,2.88,0.28,1.96,93,2.35,1.56,2,1.67
625,3.85,2.42,21,1.01,12.58,2.64,0.32,1.58,97,2.45,1.62,2,1.76
570,2.7,2.14,19,1.04,12.5,3.06,0.32,1.5,88,2.45,1.6,2,1.74
630,3.6,2.41,20.5,1.02,13.13,2.68,0.25,1.75,93,2.35,1.6,2,1.71
780,7.5,2.36,17.5,0.78,14.08,2.87,0.3,1.73,122,2.65,2.4,1,1.53
650,2.35,2.52,19,0.99,13.48,1.68,0.53,0.98,108,1.76,0.74,0,1.66
540,2.25,2.29,15.5,1.04,12.5,2.04,0.38,1.72,92,2.5,2.35,2,1.76
560,4.1,2.27,18.7,1.13,12.3,2.05,0.37,2.16,98,2.65,2.45,2,1.67
760,6.25,2.22,19.5,0.98,14.28,1.66,0.4,1.62,106,2.5,1.57,0,1.65
780,5.1,2.4,20,1.12,13.76,1.98,0.28,1.62,97,2.6,2.4,2,1.53
750,3.96,2.5,18,0.98,12.5,3.05,0.28,1.8,104,2.75,2.45,0,1.71
480,4.2,2.24,16.5,0.98,12.68,2.88,0.35,1.7,98,2.5,2.15,1,1.53
580,3.85,2.2,21,1.06,12.24,2.48,0.35,1.5,88,2.2,1.55,2,1.72
830,5.7,2.7,18,1.12,13.52,3.2,0.39,1.5,119,2.7,2.45,2,1.81
520,3.6,2.2,21,1.02,12.28,2.8,0.28,1.5,82,2.3,1.75,2,1.67
680,4.8,2.22,18.5,0.83,12.88,1.66,0.36,0.63,101,1.48,0.56,0,1.76
640,5.4,2.5,22.5,0.98,13.23,1.48,0.32,1.53,111,1.6,1.38,1,1.73
670,2.6,2.38,17.5,1.02,12.42,2.05,0.36,1.37,86,1.8,1.2,0,1.81
550,4.1,2.5,21,1.13,11.85,1.66,0.37,1.26,101,1.6,0.75,1,1.49
620,5.1,2.48,23.5,1.03,13.2,1.4,0.3,1.32,116,1.52,1.38,1,1.74
1190,3.35,2.45,18,0.72,13.5,2.88,0.5,1.75,108,2.45,1.5,0,1.83
720,2.05,2.18,20,0.98,13.28,2.64,0.32,1.52,92,2.05,1.1,1,1.72
510,2.8,2.5,19,1.06,12.64,2.64,0.38,1.35,96,2.4,1.3,1,1.62
560,2.65,2.38,18.5,1.14,13.2,2.45,0.42,1.45,96,2.5,1.3,1,1.73
780,5.4,2.4,17,1.12,13.24,2.35,0.35,1.4,105,2.25,1.2,1,1.48
890,3.65,2.38,16.5,0.96,13.61,1.88,0.33,1.96,112,2.4,1.55,2,1.77
720,5.05,2.42,21.5,0.86,12.72,1.88,0.28,1.68,96,2.3,1.58,1,1.64
670,2.2,2.7,22.5,0.88,12.29,1.64,0.3,1.64,94,2.2,1.52,1,1.75
650,4.5,2.48,21,0.86,12.58,2.05,0.29,1.48,91,2.2,1.56,1,1.83
590,3.5,2.36,20,1.05,12.86,2.1,0.3,1.58,94,2.25,1.62,1,1.66
750,4.8,2.28,24,1.05,13.48,3.05,0.28,1.65,117,2.45,2.75,0,1.77
530,3.05,2.21,20.2,1.04,12.5,3.06,0.36,1.64,94,2.3,2.25,1,1.83
610,4.1,2.14,18.5,0.92,13.05,2.64,0.27,1.69,92,2.4,2.75,0,1.61
520,3.65,2.06,20,1.15,12.62,3.5,0.31,1.47,85,2.3,2.65,1,1.61
780,5.05,2.26,21.5,0.92,13.48,3.48,0.24,2.52,118,2.85,3.6,0,1.64
1075,5.5,2.64,18,0.96,13.48,3.06,0.31,1.75,120,2.6,2.67,2,1.73
650,6.6,2.28,22,0.82,12.89,2.48,0.29,1.66,94,1.75,1.48,1,1.73
650,3.05,2.38,24,1.04,12.66,2.29,0.27,1.53,86,2.2,1.76,1,1.61
1010,5.7,2.57,18,1.02,13.48,3.23,0.26,1.69,120,2.85,3.2,2,1.78
1045,6.2,2.42,21.5,0.96,13.4,3.2,0.24,1.68,114,3.05,2.7,2,1.61
1090,3.25,2.46,23,1.05,13.54,1.92,0.46,1.73,94,2.53,1.98,2,1.77
610,3.6,2.28,20,0.97,12.37,1.83,0.46,1.62,93,2.26,2.12,1,1.73
590,4.6,2.2,15,1.06,13.42,1.96,0.48,1.78,88,2.3,2.15,1,1.51
680,5.2,2.2,16,0.93,13.38,2.05,0.26,1.87,112,2.4,2.25,1,1.7
650,5.3,2.2,18,1.05,13.58,2.18,0.28,2.1,94,2.5,2.35,1,1.74
750,3.6,2.43,17,0.94,13.26,1.88,0.41,1.45,98,1.86,1.56,2,1.92
620,2.6,2.14,20,0.98,13.42,2.96,0.39,1.16,94,2.3,2.37,2,1.89
590,3.65,2.14,17,1.04,12.68,2.48,0.28,1.48,92,2.2,2.34,2,1.67
630,2.3,2.38,21,1.04,12.61,2.62,0.24,1.42,87,2.55,2.42,2,1.68
550,1.9,2.26,19,1.14,12.25,2.73,0.35,1.36,82,2.4,2.32,2,1.67
650,3.55,2.52,20,0.94,13.6,3.08,0.26,1.63,110,1.86,1.67,0,1.81
540,4.4,2.14,15.7,0.87,12.6,2.5,0.23,1.36,83,1.64,1.16,1,1.72
830,4.7,2.42,17,1.06,13.58,2.96,0.22,2.3,110,1.88,1.67,0,1.62
740,5.6,2.2,15.5,1.02,13.4,3.05,0.26,1.7,105,1.6,1.5,0,1.73
1030,5.6,2.65,20.5,0.92,14.2,3.26,0.34,1.72,100,2.1,2.36,0,1.76
750,2.95,2.16,23,0.96,12.2,3.05,0.27,0.89,117,1.66,0.63,1,1.77
670,3.75,2.64,21,1.04,13.05,2.96,0.38,1.38,97,1.74,1.3,2,1.77
470,3.25,2.64,18,1.04,12.61,3.08,0.28,1.37,94,1.8,1.2,2,1.62
520,2.4,2.7,20.5,1.06,12.16,3.19,0.24,1.35,88,2.28,1.5,2,1.75
880,5.8,2.3,18.5,1.1,14.1,3.06,0.28,1.65,103,2.6,2.7,1,1.77
850,6.5,2.42,20,1.02,13.47,2.88,0.3,1.76,110,2.75,1.47,0,1.81
720,3.05,2.64,19,1.04,12.78,2.88,0.32,1.42,98,2.4,1.65,2,1.76
680,3.5,2.27,18,1.12,13.23,3.05,0.26,1.59,89,2.5,2.52,1,1.63
680,3.5,2.27,18,1.12,13.23,3.05,0.26,1.59,89,2.5,2.52,1,1.63
560,2.3,2.27,24,1.1,12.48,3.05,0.27,1.5,98,2.7,2.65,1,1.53
690,3.25,2.38,20,0.72,12.48,1.88,0.36,1.36,103,2.07,1.66,2,1.76
580,4.05,2.43,17,0.71,12.62,1.47,0.28,1.58,92,1.65,1.29,1,1.72
660,3.2,2.28,20,0.73,13.05,2.07,0.4,1.57,103,2.1,1.67,2,1.77
650,4.6,2.36,18,0.62,13.1,2.64,0.35,1.32,96,2.3,2.05,1,1.53
580,5.8,2.45,17,0.64,12.76,2.29,0.22,1.2,90,1.85,1.45,1,1.68
750,4.6,2.14,20,0.86,12.4,3.06,0.28,1.62,95,2.6,2.52,1,1.49
530,4.4,2.14,18,0.91,12.6,2.96,0.34,1.56,85,2.2,1.98,1,1.67
610,3.6,2.2,20,1.01,12.65,1.45,0.32,2.3,112,1.75,2.45,1,1.81
580,4,2.15,20,0.72,12.42,2.5,0.3,1.16,88,2.45,0.5,1,1.
710,5.05,2.42,18,1.05,12.63,3.27,0.28,1.68,96,1.8,1.55,1,1.62
680,4.5,2.48,20,0.69,13.38,1.66,0.26,1.48,103,2.6,0.69,1,1.67
670,5.7,2.21,18,1.08,13.68,2.85,0.29,1.59,107,2.6,2.63,1,1.21
600,3.8,2.18,20,1.04,12.72,2.34,0.34,1.32,90,1.85,1.28,1,2.43
880,3.3,2.25,16,0.92,13.62,3.08,0.37,1.65,120,3.2,2.71,2,1.81
510,4.8,2.1,19,1.04,13.28,3.24,0.38,1.9,106,3.7,3.75,2,1.72
640,4,2.3,19,0.75,12.78,2.38,0.26,1.25,93,2.5,0.7,1,1.81
600,3.3,2.34,18,1.02,12.34,3.1,0.29,1.72,94,2.05,1.4,1,1.61
470,3.75,2.28,19,0.88,11.65,2.96,0.4,1.65,84,1.65,1.2,2,1.73
810,2.8,2.42,21,0.98,13.52,2.96,0.26,2.25,94,2.65,2.48,1,1.81
760,4.4,2.48,20,0.93,12.83,3.15,0.38,1.52,96,1.85,1.62,0,1.79
850,3.3,2.64,20.5,0.62,13.28,1.63,0.24,2.5,102,1.85,2.45,1,1.65
640,4.3,2.64,18,0.88,12.2,3.25,0.43,1.38,98,2.05,1.5,1,1.74
750,4.5,2.14,18,0.65,13.42,1.88,0.29,0.93,99,1.64,0.46,0,1.53
480,3.5,2.08,17,0.64,12.5,3.08,0.34,1.4,86,2.1,2.3,1,1.74
680,5,2.65,17.5,0.88,13.53,1.73,0.21,1.62,92,2.5,1.17,1,3.11
560,4.2,2.14,18,0.86,12.68,1.68,0.28,1.7,94,1.52,1.58,2,1.74
700,2.65,2.2,21,1.03,12.78,2.87,0.52,1.69,88,2.3,2.1,1,1.76
750,4.1,2.6,21,0.75,13.05,2.3,0.32,2.2,106,2.25,2.6,1,1.61
670,2.3,2.5,19,1.02,12.56,2.64,0.42,1.6,86,2.5,2.35,1,1.67
1190,3.1,2.5,18,0.74,12.8,3.08,0.45,1.63,103,2.6,2.29,0,1.83
