input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
1,22,0,47,74,30,38,0,18,5,100,90,5,100,72,22,64
2,79,0,49,100,91,55,0,56,3,32,83,3,100,85,26,67
0,35,2,60,34,100,55,95,84,8,0,82,2,100,88,37,51
11,55,29,50,0,100,36,95,66,22,43,92,7,100,72,0,68
15,100,14,52,98,71,66,0,77,0,0,91,3,100,96,46,32
67,100,33,62,68,39,42,42,79,0,23,100,4,69,40,71,0
12,33,2,58,18,70,50,100,58,0,0,85,2,100,79,24,30
33,100,45,50,88,17,25,0,66,34,98,100,6,84,54,0,42
1,0,4,56,19,48,41,100,15,0,26,71,2,100,76,0,55
10,31,31,48,0,94,34,100,67,31,11,94,7,100,72,0,61
12,0,0,59,21,61,61,100,33,11,4,75,2,100,96,22,46
19,66,0,49,100,67,64,7,67,5,0,92,3,100,87,35,35
16,95,0,47,100,78,61,0,65,11,18,76,3,100,86,44,37
10,76,0,64,100,66,44,0,43,1,40,80,3,100,74,40,49
19,42,39,30,24,73,62,100,54,38,0,95,7,100,91,0,51
21,62,2,59,92,100,73,9,79,0,0,87,3,99,100,48,40
2,61,27,37,0,82,28,100,71,28,24,96,7,100,63,0,59
24,83,4,48,100,59,75,0,54,0,10,60,3,95,100,46,30
4,29,2,67,12,65,47,100,45,0,0,91,2,100,79,14,35
69,100,32,52,96,60,100,60,92,0,0,65,1,62,79,93,8
67,84,33,85,100,0,35,56,13,0,35,100,4,83,52,47,28
18,0,0,70,41,61,56,100,36,0,5,66,2,100,89,31,39
0,50,22,50,0,100,40,84,75,35,24,98,7,100,79,1,68
0,89,5,50,88,77,53,0,49,5,24,97,1,100,80,28,57
34,24,36,49,0,57,41,95,35,52,100,96,7,100,81,0,65
57,42,26,38,0,100,54,33,69,0,17,63,1,100,81,40,50
2,43,2,31,45,100,56,92,70,0,0,99,2,100,75,24,52
10,97,0,100,96,0,67,48,37,0,63,100,4,96,94,37,22
6,73,0,43,79,72,53,0,100,0,21,84,3,100,83,32,34
35,62,24,47,69,62,66,100,63,0,0,81,1,92,100,56,41
63,90,26,79,100,0,58,59,42,0,48,100,4,72,54,56,28
49,76,26,67,67,100,92,43,85,0,0,82,7,100,95,66,42
61,80,31,80,80,100,100,48,95,0,24,76,1,73,74,76,45
84,100,46,46,74,0,41,47,35,0,55,100,4,64,44,61,23
0,75,31,78,87,100,55,58,85,44,0,75,7,100,88,27,44
15,38,42,36,0,100,36,94,67,37,14,93,7,100,62,0,46
10,43,34,50,0,96,35,100,65,35,16,91,7,100,75,0,48
9,28,7,40,14,66,67,100,46,0,0,73,2,100,99,26,31
1,41,0,50,1,49,48,100,67,4,7,76,2,100,80,24,0
25,67,32,70,100,40,27,16,8,14,0,100,6,93,63,0,28
53,92,33,22,56,45,35,16,100,43,0,91,0,48,0,70,10
9,33,2,50,0,69,38,100,54,0,30,75,2,100,70,13,43
54,100,26,46,91,6,34,0,56,0,49,100,4,81,51,45,32
71,57,34,76,100,22,35,75,0,0,41,100,4,77,50,40,22
19,0,0,58,9,44,43,100,31,5,23,90,2,100,68,36,45
0,34,7,42,0,38,30,29,64,10,100,90,6,100,56,5,69
0,75,4,41,35,45,56,100,53,4,0,82,2,100,87,22,35
7,100,3,48,94,99,54,0,57,0,34,90,3,100,79,33,74
65,100,100,84,94,0,0,27,55,77,56,95,0,66,39,28,12
45,84,21,82,100,86,95,71,69,0,0,64,1,85,100,74,42
32,73,2,57,78,100,100,0,72,0,23,73,1,96,95,72,19
57,31,27,39,0,79,52,100,47,0,26,73,2,100,80,21,48
10,18,0,51,25,53,47,100,52,4,0,73,2,100,71,31,34
0,46,1,53,22,63,36,100,63,13,0,75,2,100,71,7,29
6,53,0,68,100,46,52,0,10,12,8,86,5,100,93,25,48
0,49,7,57,18,74,44,100,61,6,0,80,1,100,85,14,50
12,76,0,62,93,79,70,0,39,4,56,82,5,100,85,49,100
13,57,0,59,90,36,56,0,21,2,100,81,5,100,80,42,58
3,33,0,26,0,70,69,100,59,5,7,71,2,99,100,40,38
14,56,32,61,100,2,25,19,0,29,84,100,6,91,60,0,45
11,100,0,50,95,82,54,0,61,7,28,83,3,100,82,35,60
16,31,0,61,31,88,79,100,62,0,0,71,1,96,100,48,62
24,87,8,46,78,100,56,0,73,0,46,83,3,100,82,48,96
0,12,2,54,0,33,32,21,0,8,100,100,6,83,58,4,72
32,61,5,55,100,43,53,0,22,0,25,87,3,100,79,54,44
100,100,75,47,77,10,42,35,79,0,19,87,0,52,9,81,0
21,38,4,48,87,25,60,0,19,0,100,82,5,100,79,49,71
70,38,100,100,92,7,0,14,0,95,72,89,8,57,35,35,26
46,57,22,76,100,12,30,74,0,0,54,100,4,65,34,49,32
17,67,0,51,96,100,68,0,77,16,29,81,3,100,85,55,72
8,35,25,50,5,82,42,100,52,35,0,86,7,100,75,0,43
49,93,25,62,66,74,57,0,100,0,6,71,1,52,72,75,36
57,55,90,100,92,36,0,21,0,100,31,93,0,53,8,22,40
51,0,22,53,0,33,39,0,23,0,100,95,5,100,60,33,70
47,93,16,54,100,7,77,0,60,0,67,99,9,100,84,81,60
15,68,0,42,100,95,56,0,66,17,18,82,3,100,76,45,61
35,100,6,53,80,89,69,10,71,0,0,68,1,98,100,64,55
15,54,31,76,100,0,25,43,15,29,58,100,6,86,57,0,22
18,41,0,63,100,74,59,19,61,5,0,87,3,100,100,42,53
59,91,31,39,72,41,25,100,58,0,45,100,4,79,49,19,0
0,28,24,51,100,10,37,10,0,23,99,82,6,100,72,8,53
33,87,0,72,71,56,100,59,100,17,0,88,1,82,91,78,23
68,92,35,33,69,70,100,0,100,0,0,60,1,71,91,93,34
5,23,38,49,0,81,35,100,53,22,53,100,7,92,61,0,95
65,29,98,41,2,46,0,100,0,99,11,100,5,84,53,12,19
0,33,2,57,0,92,60,100,74,4,27,71,2,100,99,32,64
0,0,27,53,51,27,28,13,15,31,100,100,6,77,52,3,61
7,45,0,64,100,26,60,0,19,13,82,100,5,97,73,35,41
39,43,0,33,44,70,99,29,100,5,0,64,1,79,100,68,34
11,0,1,67,30,56,42,100,30,0,0,73,2,100,77,11,38
0,39,2,60,0,76,68,100,61,7,24,64,1,99,100,23,44
57,4,93,46,19,55,0,100,46,99,0,100,5,66,32,23,25
34,44,36,43,87,83,18,0,27,43,100,94,6,100,59,0,47
8,49,22,50,0,100,43,97,70,0,26,85,2,100,82,1,60
40,44,17,37,30,73,91,100,67,0,0,68,1,79,100,58,34
5,33,38,32,0,100,30,73,40,37,23,97,7,100,72,0,86
0,100,0,30,69,90,60,0,71,10,19,80,3,100,79,37,56
10,77,1,49,100,79,56,0,55,0,5,76,3,100,80,38,42
31,79,0,45,58,68,98,33,100,5,0,73,1,87,100,74,32
42,33,44,50,17,73,43,100,65,44,0,100,7,99,66,0,40
