,i,j,X,Y,L,real_identifier
0,278.0,418.0,808219.9,531919.1,10.8,0
1,122.0,90.0,294382.2,62319.4,-29.5,0
2,76.0,512.0,521421.1,869382.9,-14.2,0
3,218.0,382.0,783145.6,603201.8,5.1,0
4,116.0,462.0,611392.9,732191.9,-0.8,0
5,52.0,662.0,615201.4,1283019.8,-20.5,0
6,70.0,268.0,523179.0,385142.5,-15.1,0
7,140.0,324.0,673533.6,475560.7,-4.2,0
8,110.0,194.0,495759.5,181743.6,-22.1,0
9,302.0,374.0,929162.7,638615.0,18.2,0
10,219.0,491.0,783199.3,923119.2,-12.1,0
11,143.0,397.0,629819.1,704931.9,3.8,0
12,291.0,236.0,943118.9,261919.1,10.9,0
13,121.0,568.0,562391.9,1056319.8,-20.5,0
14,179.0,294.0,693191.2,419931.1,-14.9,0
15,249.0,351.0,869391.1,591199.2,6.3,0
16,94.0,523.0,589118.9,971191.9,-18.2,0
17,207.0,266.0,761391.2,373931.1,2.1,0
18,167.0,612.0,683191.9,1146319.8,-16.3,0
19,278.0,321.0,919391.1,531191.9,9.5,0
20,140.0,428.0,631951.1,742819.5,-10.8,0
21,68.0,596.0,521159.4,1043151.9,-19.1,0
22,200.0,356.0,734982.8,529491.1,-5.5,0
23,28.0,246.0,442819.2,373491.8,-14.9,0
24,152.0,582.0,649382.5,1006351.4,-7.3,0
25,96.0,394.0,586151.9,593819.2,-2.1,0
26,220.0,510.0,701392.1,881951.5,-9.5,0
27,40.0,302.0,494382.8,454819.2,-18.2,0
28,180.0,446.0,662819.2,694491.8,-4.8,0
29,112.0,536.0,623951.1,943819.5,-13.4,0
30,219.0,491.0,751239.1,821192.9,-10.2,0
31,143.0,623.0,693492.8,1189119.5,-18.5,0
32,249.0,117.0,201911.9,158811.3,-38.9,0
33,191.0,446.0,678819.4,693819.1,-2.1,0
34,87.0,539.0,554391.2,1004391.9,-15.6,0
35,229.0,372.0,795951.9,591372.8,10.9,0
36,169.0,502.0,599291.1,943502.9,-12.1,0
37,118.0,654.0,658819.9,1259919.5,-23.1,0
38,154.0,34.0,58682.3,105529.7,-49.1,0
39,242.0,398.0,838955.1,636828.0,13.3,0
