,i,j,X,Y,L,real_identifier
0,187.0,421.0,692191.1,831919.2,10.8,0
1,249.0,119.0,854392.9,101919.5,-20.5,0
2,81.0,591.0,427819.2,1098173.1,5.1,0
3,270.0,229.0,945710.8,351492.6,18.3,0
4,145.0,467.0,621951.9,802819.1,-12.9,0
5,58.0,629.0,509191.8,1334921.9,-28.5,0
6,92.0,278.0,531492.1,419273.5,7.3,0
7,168.0,382.0,753819.2,654817.1,2.1,0
8,121.0,199.0,579273.9,193492.8,-19.2,0
9,298.0,341.0,983492.1,591817.3,14.5,0
10,251.0,418.0,823119.9,731129.2,2.1,0
11,146.0,502.0,643810.1,913421.8,-12.5,0
12,198.0,286.0,741191.9,461191.9,0.8,0
13,114.0,614.0,606301.2,1146147.5,-20.9,0
14,278.0,342.0,894301.9,586301.9,11.4,0
15,166.0,236.0,686301.1,204301.9,-16.2,0
16,208.0,618.0,763191.9,1151292.5,-19.1,0
17,342.0,402.0,1031292.5,703191.9,30.5,0
18,122.0,562.0,622301.1,1041292.5,-24.5,0
19,254.0,298.0,831191.9,493191.9,6.2,0
20,88.0,418.0,531191.1,741982.5,-10.8,0
21,48.0,258.0,412849.3,386191.9,-19.2,0
22,168.0,582.0,693219.8,1043281.1,-14.5,0
23,120.0,446.0,635398.5,671919.3,-4.9,0
24,28.0,620.0,557890.2,1145219.4,-25.1,0
25,148.0,362.0,654819.1,548191.8,1.4,0
26,200.0,528.0,625391.9,943219.5,-9.5,0
27,40.0,306.0,503191.9,454783.2,-17.9,0
28,220.0,608.0,692391.8,1219821.1,-13.2,0
29,140.0,490.0,599219.5,859191.9,-11.8,0
30,219.0,482.0,781234.5,829312.1,-10.9,0
31,148.0,628.0,602191.9,1184397.4,-20.5,0
32,86.0,248.0,341982.1,381921.9,-35.1,0
33,202.0,394.0,743821.7,623198.5,5.8,0
34,118.0,516.0,574819.4,965421.9,-18.3,0
35,252.0,432.0,859301.9,696831.4,10.2,0
36,172.0,90.0,155982.8,142911.1,-41.9,0
37,94.0,594.0,623109.2,1124911.9,-25.1,0
38,208.0,466.0,768392.5,791831.4,-6.5,0
39,136.0,538.0,583821.1,1006319.5,-16.9,0
40,276.0,372.0,823119.9,559201.8,10.2,0
41,198.0,482.0,711391.1,864219.5,-15.1,0
42,312.0,394.0,958211.4,621401.9,25.9,0
43,56.0,268.0,491819.2,394105.6,-12.5,0
44,402.0,456.0,1184819.5,753201.1,38.2,0
45,148.0,522.0,643819.1,942201.9,-9.1,0
46,270.0,410.0,814391.9,634201.8,12.5,0
47,94.0,378.0,609391.1,566201.5,-6.8,0
48,220.0,498.0,748391.9,894201.8,-18.3,0
49,172.0,436.0,689391.1,686201.5,2.1,0
50,118.0,276.0,382119.1,741982.5,-24.5,0
51,198.0,468.0,812391.9,958102.1,-7.1,0
52,14.0,220.0,179823.4,351911.8,-39.8,0
53,82.0,394.0,599288.3,692819.4,-10.4,0
54,168.0,56.0,234569.9,189291.1,-30.8,0
55,46.0,484.0,623191.8,864201.9,-16.9,0
56,130.0,316.0,441820.1,621589.3,-22.1,0
57,192.0,428.0,756390.6,893482.8,-5.8,0
58,20.0,252.0,206511.9,384201.4,-35.6,0
59,158.0,380.0,693201.8,734891.1,-2.3,0
60,218.0,275.0,745231.1,446819.3,-25.1,0
61,302.0,419.0,958193.5,724191.9,19.5,0
62,98.0,191.0,403059.8,243918.1,-30.8,0
63,168.0,491.0,683491.9,853210.8,-10.9,0
64,55.0,378.0,566819.2,563819.1,-14.1,0
65,290.0,435.0,923481.9,703819.3,22.1,0
66,140.0,268.0,630819.1,365192.8,-18.3,0
67,212.0,329.0,729231.9,509563.1,-24.5,0
68,76.0,118.0,295638.1,143819.3,-38.1,0
69,258.0,405.0,859193.5,661819.1,15.6,0
70,140.0,428.0,721395.1,686219.9,10.8,0
71,288.0,362.0,899823.5,562331.2,18.5,0
72,204.0,594.0,783421.9,1081598.1,-12.1,0
73,50.0,446.0,462191.8,734391.5,-14.5,0
74,118.0,270.0,629351.2,313491.9,2.7,0
75,260.0,506.0,846219.8,893491.2,15.6,0
76,192.0,416.0,694823.1,698219.8,-6.3,0
77,80.0,538.0,521395.9,962191.5,-18.9,0
78,240.0,324.0,819823.5,457823.1,12.5,0
79,148.0,582.0,689395.1,1054919.8,-10.8,0
80,278.0,438.0,938239.1,693911.3,26.5,0
81,192.0,522.0,656193.8,916239.9,-15.8,0
82,84.0,362.0,488651.9,531491.1,-20.3,0
83,296.0,402.0,1013629.4,654819.5,38.2,0
84,166.0,492.0,623141.7,845691.8,-10.9,0
85,50.0,338.0,434819.2,506239.9,-25.6,0
86,208.0,558.0,715819.1,1034911.2,-8.5,0
87,34.0,148.0,294819.3,194819.2,-31.8,0
88,248.0,368.0,848239.2,592819.1,12.8,0
89,220.0,420.0,764819.3,683491.3,5.6,0
90,278.0,428.0,832119.9,714911.3,15.6,0
91,118.0,520.0,602819.1,958321.9,-11.9,0
92,220.0,186.0,786321.8,202911.1,6.3,0
