,i,j,X,Y,L,real_identifier
0,181.0,419.0,548219.9,823011.8,-11.8,0
1,249.0,129.0,819382.1,137941.3,7.3,0
2,85.0,593.0,631492.8,1134219.1,-20.5,0
3,201.0,278.0,703119.4,404192.9,2.1,0
4,118.0,481.0,564819.2,768309.1,-3.5,0
5,56.0,618.0,586392.9,1194918.8,-26.9,0
6,73.0,236.0,494281.9,335491.5,-18.3,0
7,143.0,329.0,683492.1,494281.9,-6.2,0
8,105.0,201.0,492819.2,184492.1,-22.8,0
9,289.0,391.0,929492.1,649281.9,17.1,0
10,219.0,409.0,782129.9,751421.2,-12.1,0
11,143.0,291.0,638492.8,463911.1,2.8,0
12,266.0,597.0,902813.4,1125102.8,19.6,0
13,118.0,351.0,562351.9,581291.5,-10.5,0
14,201.0,245.0,743192.2,206313.9,-14.9,0
15,157.0,427.0,684219.5,794519.2,5.1,0
16,241.0,536.0,835492.1,1003621.9,12.3,0
17,93.0,269.0,585231.4,356931.8,-20.8,0
18,176.0,313.0,703813.2,526492.5,1.9,0
19,299.0,482.0,958351.9,907813.1,29.1,0
20,108.0,418.0,629115.1,686219.5,-10.3,0
21,28.0,258.0,439819.3,386291.9,-18.5,0
22,172.0,562.0,698219.8,1044931.1,-15.1,0
23,92.0,374.0,586399.5,549819.8,-4.5,0
24,40.0,608.0,591291.9,1134519.3,-20.9,0
25,148.0,446.0,663819.1,675981.4,0.5,0
26,200.0,528.0,653928.5,983291.9,-9.1,0
27,48.0,306.0,494819.3,454819.5,-14.5,0
28,220.0,620.0,689928.5,1185819.1,-12.9,0
29,140.0,536.0,599819.1,943291.9,-11.9,0
30,219.0,490.0,729191.4,831219.9,-10.3,0
31,141.0,619.0,654819.2,1185511.8,-20.1,0
32,251.0,173.0,599849.5,161919.1,-35.6,0
33,189.0,402.0,782191.9,653819.2,8.5,0
34,117.0,275.0,434911.8,301107.5,-28.3,0
35,230.0,591.0,614107.1,1128519.4,-16.9,0
36,148.0,456.0,693191.4,734107.1,-2.1,0
37,206.0,129.0,179107.1,131191.9,-41.9,0
38,162.0,522.0,587191.4,991107.1,-14.5,0
39,94.0,201.0,391191.4,201819.2,-24.9,0
40,276.0,512.0,893219.9,864321.1,10.2,0
41,198.0,382.0,723105.6,562819.8,-4.9,0
42,342.0,592.0,1046329.1,1085123.9,25.1,0
43,56.0,258.0,483191.9,381921.4,-15.6,0
44,410.0,454.0,1143519.2,754210.8,38.4,0
45,94.0,402.0,608195.7,623402.1,-2.1,0
46,170.0,428.0,686939.9,662819.9,3.8,0
47,138.0,320.0,654819.2,479105.6,-6.2,0
48,296.0,536.0,958321.1,983210.8,16.5,0
49,62.0,246.0,501057.9,359210.5,-12.9,0
50,118.0,278.0,584191.1,781231.9,-20.5,0
51,192.0,468.0,819292.8,958101.7,-10.9,0
52,82.0,14.0,198421.9,351812.1,-38.2,0
53,46.0,420.0,739201.4,692819.5,-16.8,0
54,168.0,250.0,499332.9,628491.8,-24.1,0
55,28.0,310.0,451819.2,533491.9,-30.4,0
56,138.0,98.0,279012.8,421981.2,-34.5,0
57,62.0,382.0,693210.9,854392.1,-14.2,0
58,174.0,502.0,857191.1,1038121.9,-11.1,0
59,10.0,122.0,236191.8,381492.1,-40.8,0
60,201.0,519.0,734192.1,944823.5,-22.1,0
61,91.0,275.0,398813.9,351902.8,-28.5,0
62,269.0,469.0,958421.2,773219.1,14.9,0
63,54.0,591.0,599210.8,1123456.9,-19.3,0
64,135.0,228.0,655819.5,283491.1,-25.9,0
65,208.0,497.0,788391.9,751829.4,7.5,0
66,72.0,309.0,293891.1,412193.8,-31.9,0
67,251.0,421.0,863192.9,663491.2,16.2,0
68,118.0,189.0,504819.2,201839.1,-40.1,0
69,183.0,549.0,721391.9,961823.5,-18.9,0
70,201.0,281.0,741219.9,435191.3,5.1,0
71,118.0,409.0,591836.5,629859.4,-1.9,0
72,261.0,451.0,849392.1,704195.6,16.2,0
73,43.0,361.0,522919.8,537191.9,-12.1,0
74,66.0,501.0,463191.3,843721.9,-18.5,0
75,141.0,621.0,684219.9,1143819.4,-17.3,0
76,195.0,492.0,661836.5,819859.4,-6.2,0
77,313.0,418.0,984392.1,694195.6,25.1,0
78,165.0,261.0,701219.9,301191.3,-14.9,0
79,181.0,537.0,623836.5,971859.4,-11.9,0
80,278.0,428.0,943219.9,699851.3,25.1,0
81,192.0,518.0,659911.8,927119.9,-15.6,0
82,140.0,362.0,623151.1,549339.2,3.9,0
83,258.0,394.0,874469.5,623191.8,16.2,0
84,82.0,482.0,579291.9,846219.1,-10.3,0
85,220.0,338.0,753982.8,526481.9,20.8,0
86,166.0,562.0,628982.1,1034819.2,-14.1,0
87,50.0,146.0,351219.8,185982.5,-26.5,0
