,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,real_identifier
0,10.0,5.0,1800.0,150.0,120.0,0.6,0.6,400000.0,300000.0,2.5,500.0,1000000.0,90.0,0
1,8.0,3.0,2500.0,200.0,100.0,0.4,0.4,500000.0,250000.0,2.0,600.0,1200000.0,92.0,0
2,12.0,6.0,2200.0,180.0,140.0,0.8,0.8,450000.0,350000.0,2.8,550.0,1100000.0,91.0,0
3,9.0,4.0,2800.0,220.0,160.0,0.6,0.6,550000.0,400000.0,3.0,650.0,1300000.0,90.0,0
4,11.0,5.0,2000.0,160.0,120.0,0.4,0.4,400000.0,300000.0,2.2,500.0,1000000.0,92.0,0
5,7.0,3.0,2300.0,190.0,150.0,0.8,0.8,500000.0,350000.0,2.6,600.0,1200000.0,91.0,0
6,10.0,5.0,2600.0,210.0,170.0,0.6,0.6,550000.0,400000.0,2.9,650.0,1300000.0,90.0,0
7,8.0,4.0,2400.0,200.0,160.0,0.4,0.4,500000.0,350000.0,2.4,550.0,1100000.0,92.0,0
8,9.0,5.0,2100.0,170.0,130.0,0.8,0.8,450000.0,300000.0,2.7,500.0,1000000.0,91.0,0
9,11.0,6.0,2900.0,230.0,180.0,0.6,0.6,600000.0,450000.0,3.1,700.0,1400000.0,90.0,0
10,5.0,3.0,2012.0,182.0,129.0,0.6,1.2,427819.0,302119.0,3.8,2089.0,1456321.0,92.0,0
11,1.0,2.0,987.0,81.0,61.0,0.2,0.4,39129.0,19283.0,2.5,501.0,1723091.0,93.0,0
12,8.0,5.0,2198.0,351.0,201.0,1.0,2.4,501982.0,264571.0,4.0,2351.0,1619428.0,89.0,0
13,4.0,2.0,1492.0,201.0,129.0,0.8,1.6,321911.0,231049.0,3.4,2789.0,1432019.0,91.0,0
14,3.0,1.0,1187.0,141.0,93.0,0.2,0.4,279210.0,143821.0,2.9,1839.0,1693012.0,94.0,0
15,10.0,7.0,2831.0,421.0,261.0,1.2,2.8,530182.0,345201.0,4.2,3028.0,1585011.0,88.0,0
16,2.0,3.0,1042.0,122.0,85.0,0.4,0.8,395201.0,201921.0,3.1,2511.0,1461929.0,90.0,0
17,6.0,4.0,2039.0,302.0,181.0,1.0,2.2,451982.0,283571.0,3.9,2919.0,1529428.0,89.0,0
18,1.0,1.0,821.0,93.0,61.0,0.2,0.4,251911.0,141921.0,2.7,2019.0,1651929.0,92.0,0
19,9.0,6.0,2598.0,381.0,241.0,1.4,3.0,501201.0,314571.0,4.1,3119.0,1575011.0,87.0,0
20,18.0,10.0,2011.0,151.0,119.0,1.8,1.5,143201.0,42111.0,3.2,201.0,1098231.0,87.0,0
21,8.0,3.0,2759.0,193.0,141.0,2.2,2.2,201911.0,30192.0,2.8,291.0,1142011.0,82.0,0
22,15.0,6.0,1429.0,92.0,73.0,1.1,0.9,82319.0,51191.0,2.9,173.0,1073921.0,91.0,0
23,20.0,12.0,3691.0,249.0,181.0,3.9,5.9,198219.0,53882.0,2.4,219.0,1038118.0,78.0,0
24,10.0,2.0,2438.0,168.0,129.0,1.9,2.1,181091.0,39251.0,3.1,261.0,1115118.0,84.0,0
25,12.0,8.0,1892.0,126.0,99.0,1.4,1.1,140382.0,62319.0,2.7,193.0,1088118.0,89.0,0
26,6.0,1.0,3059.0,204.0,152.0,2.5,3.5,221390.0,34192.0,2.5,231.0,1152011.0,80.0,0
27,25.0,18.0,4211.0,285.0,213.0,4.8,7.8,236219.0,59191.0,2.2,189.0,1018118.0,74.0,0
28,14.0,9.0,2619.0,183.0,138.0,2.1,2.8,192391.0,45192.0,2.9,251.0,1130118.0,83.0,0
29,19.0,11.0,3982.0,272.0,206.0,4.2,6.2,229191.0,52192.0,2.6,209.0,1048118.0,76.0,0
30,43.0,23.0,3812.0,232.0,139.0,2.1,3.5,173219.0,42119.0,1.9,3519.0,1645941.0,84.0,0
31,91.0,118.0,4321.0,198.0,129.0,1.9,2.9,133491.0,39146.0,1.8,501.0,1081913.0,86.0,0
32,19.0,7.0,3041.0,261.0,163.0,0.3,0.3,44609.0,43259.0,1.1,701.0,1146152.0,91.0,0
33,5.0,2.0,2083.0,73.0,59.0,1.6,4.6,53855.0,7549.0,1.7,4926.0,1859563.0,89.0,0
34,25.0,11.0,5132.0,169.0,135.0,2.8,8.8,39398.0,77947.0,3.1,5291.0,1703171.0,81.0,0
35,40.0,55.0,1861.0,161.0,127.0,0.2,0.2,292348.0,109293.0,1.0,1341.0,1132064.0,90.0,0
36,15.0,15.0,2749.0,313.0,181.0,0.9,1.5,1311126.0,1146312.0,1.5,336.0,1056094.0,88.0,0
37,1.0,1.0,221.0,35.0,34.0,0.2,0.2,801.0,17295.0,1.0,645.0,1758501.0,97.0,0
38,37.0,6.0,5221.0,623.0,381.0,4.5,1.5,229819.0,59301.0,9.5,166.0,1320094.0,77.0,0
39,4.0,2.0,459.0,49.0,20.0,2.3,2.3,101498.0,23789.0,1.7,9362.0,1903742.0,89.0,0
40,3.0,2.0,1876.0,93.0,51.0,2.0,1.6,105111.0,71492.0,1.5,4681.0,1851195.0,88.0,0
41,11.0,5.0,6011.0,505.0,192.0,3.9,2.8,192821.0,82941.0,1.8,1929.0,1013519.0,79.0,0
42,7.0,3.0,3048.0,278.0,141.0,2.4,1.8,138492.0,60123.0,1.2,6319.0,1835011.0,86.0,0
43,25.0,9.0,3829.0,419.0,185.0,5.5,3.2,249111.0,106492.0,1.6,1009.0,1009311.0,74.0,0
44,6.0,4.0,1291.0,158.0,93.0,1.8,1.4,98622.0,73019.0,2.0,5011.0,1747102.0,92.0,0
45,4.0,3.0,5631.0,402.0,201.0,4.2,2.6,221492.0,95192.0,1.4,2819.0,1011911.0,84.0,0
46,18.0,7.0,4938.0,579.0,249.0,6.3,3.8,289111.0,118492.0,1.9,1419.0,996176.0,76.0,0
47,8.0,5.0,2091.0,185.0,102.0,2.2,1.7,124492.0,80192.0,1.7,5719.0,1835011.0,89.0,0
48,14.0,6.0,4389.0,349.0,161.0,4.8,3.0,208492.0,93192.0,1.5,2419.0,1011911.0,82.0,0
49,10.0,4.0,3121.0,235.0,129.0,3.4,2.4,184492.0,83192.0,1.8,5011.0,1747102.0,87.0,0
50,11.0,6.0,3819.0,219.0,141.0,3.2,4.5,321111.0,63139.0,2.6,201.0,1431097.0,86.0,0
51,4.0,3.0,2678.0,186.0,126.0,1.8,3.1,182011.0,47329.0,2.0,502.0,1659509.0,92.0,0
52,14.0,8.0,4211.0,251.0,149.0,4.0,5.5,401219.0,69258.0,3.2,179.0,1487021.0,80.0,0
53,2.0,2.0,2191.0,162.0,121.0,1.2,2.5,142091.0,39661.0,2.4,619.0,1725649.0,95.0,0
54,19.0,9.0,4398.0,278.0,159.0,5.2,6.2,481429.0,76179.0,3.6,231.0,1598115.0,77.0,0
55,5.0,4.0,3039.0,206.0,135.0,2.4,4.0,251011.0,57139.0,2.2,391.0,1624809.0,89.0,0
56,16.0,7.0,4056.0,236.0,143.0,4.4,5.8,371011.0,62539.0,3.0,251.0,1513301.0,82.0,0
57,3.0,2.0,2402.0,177.0,128.0,1.6,3.2,201219.0,44959.0,2.6,541.0,1693877.0,93.0,0
58,12.0,5.0,3492.0,214.0,138.0,3.6,4.8,291111.0,59929.0,2.8,281.0,1456625.0,85.0,0
59,6.0,3.0,2783.0,192.0,132.0,2.0,3.6,231011.0,51369.0,2.4,467.0,1662753.0,91.0,0
60,19.0,31.0,4539.0,239.0,201.0,2.8,3.6,279191.0,193482.0,2.8,518.0,1228502.0,84.0,0
61,11.0,9.0,3171.0,194.0,149.0,1.4,2.0,216057.0,154315.0,3.4,371.0,1295598.0,79.0,0
62,49.0,29.0,5821.0,285.0,234.0,0.8,1.6,396698.0,249991.0,4.6,156.0,1121799.0,80.0,0
63,7.0,3.0,4928.0,252.0,183.0,2.4,3.2,335391.0,200542.0,2.2,479.0,1355103.0,82.0,0
64,26.0,44.0,4259.0,219.0,204.0,1.8,2.8,292273.0,205197.0,3.0,401.0,1204548.0,81.0,0
