,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,real_identifier
0,5.0,1.0,2019.0,186.0,129.0,0.6,1.5,54211.0,39673.0,2.9,1027.0,1641911.0,91.0,0
1,15.0,10.0,4211.0,715.0,509.0,1.2,1.8,103819.0,29319.0,4.8,2709.0,1595019.0,85.0,0
2,8.0,3.0,3148.0,583.0,451.0,0.9,2.1,84929.0,47315.0,3.4,1813.0,1723988.0,88.0,0
3,1.0,1.0,1890.0,142.0,118.0,0.5,1.2,65418.0,52190.0,2.3,1091.0,1688100.0,95.0,0
4,18.0,12.0,5018.0,901.0,631.0,1.4,2.4,128111.0,36219.0,5.1,3011.0,1582918.0,83.0,0
5,4.0,2.0,2439.0,341.0,270.0,0.8,2.0,74319.0,43290.0,3.1,1518.0,1704959.0,90.0,0
6,10.0,5.0,3518.0,521.0,423.0,1.0,2.2,101919.0,39119.0,4.3,2813.0,1590100.0,86.0,0
7,6.0,3.0,2760.0,412.0,331.0,0.9,2.1,83159.0,51190.0,3.6,1918.0,1716919.0,89.0,0
8,14.0,9.0,4419.0,794.0,588.0,1.3,2.3,124111.0,34119.0,4.9,3109.0,1574918.0,84.0,0
9,3.0,2.0,2219.0,261.0,210.0,0.7,1.9,70119.0,48190.0,2.8,1418.0,1690100.0,92.0,0
10,18.0,3.0,3519.0,291.0,235.0,4.31,3.11,421119.0,98321.0,2.8,391.0,1482191.0,83.0,0
11,6.0,2.0,1189.0,149.0,128.0,1.21,1.85,183921.0,50919.0,1.9,527.0,1643721.0,89.0,0
12,31.0,19.0,4821.0,421.0,351.0,5.67,2.45,392819.0,135982.0,2.1,319.0,1228918.0,79.0,0
13,4.0,1.0,901.0,93.0,101.0,0.61,2.37,27430.0,39118.0,1.4,439.0,1056309.0,92.0,0
14,20.0,11.0,3619.0,314.0,251.0,3.95,2.67,521891.0,72189.0,2.6,281.0,1508721.0,85.0,0
15,45.0,25.0,5219.0,471.0,401.0,6.23,2.91,432819.0,165982.0,2.3,351.0,1293721.0,82.0,0
16,10.0,5.0,2019.0,181.0,151.0,2.17,2.51,301119.0,59189.0,2.0,401.0,1416309.0,88.0,0
17,28.0,16.0,4519.0,381.0,321.0,5.11,2.79,402819.0,145982.0,2.5,291.0,1243721.0,80.0,0
18,5.0,2.0,1201.0,121.0,111.0,0.81,2.23,213921.0,45189.0,1.6,467.0,1593721.0,90.0,0
19,38.0,22.0,5419.0,461.0,391.0,6.57,2.99,482819.0,175982.0,2.9,321.0,1323721.0,81.0,0
20,8.0,2.0,3980.0,201.0,129.0,1.5,4.2,251439.0,98762.0,2.2,421.0,1254698.0,88.0,0
21,14.0,11.0,5821.0,391.0,213.0,3.1,8.5,395219.0,192831.0,3.4,219.0,1365213.0,72.0,0
22,5.0,2.0,934.0,74.0,59.0,1.8,1.2,52110.0,70143.0,1.8,8122.0,1893947.0,91.0,0
23,11.0,6.0,2759.0,187.0,138.0,2.4,3.9,198421.0,118910.0,2.6,398.0,1642131.0,80.0,0
24,3.0,1.0,492.0,29.0,24.0,0.5,0.5,19239.0,42111.0,1.4,596.0,1058239.0,96.0,0
25,15.0,13.0,701.0,151.0,83.0,0.3,0.3,261911.0,155219.0,4.2,513.0,1734928.0,92.0,0
26,9.0,5.0,2467.0,208.0,155.0,2.2,1.0,206392.0,25311.0,2.4,152.0,1114119.0,84.0,0
27,6.0,3.0,7553.0,319.0,211.0,2.8,6.1,483219.0,45146.0,5.2,2911.0,1446826.0,77.0,0
28,1.0,0.0,823.0,56.0,46.0,0.4,0.4,33913.0,21630.0,1.2,758.0,1039054.0,98.0,0
29,12.0,9.0,629.0,144.0,79.0,0.2,0.2,251717.0,149209.0,3.8,421.0,1742218.0,90.0,0
30,11.0,0.0,823.0,51.0,75.0,0.4,0.6,23511.0,59123.0,2.6,501.0,1083948.0,90.0,0
31,67.0,83.0,1411.0,123.0,90.0,1.2,1.4,65422.0,42111.0,3.1,812.0,1034211.0,85.0,0
32,1.0,2.0,2987.0,291.0,141.0,0.6,0.8,98219.0,83129.0,2.0,421.0,1048189.0,92.0,0
33,35.0,41.0,624.0,69.0,86.0,0.8,1.0,42118.0,59185.0,2.9,118.0,1065123.0,89.0,0
34,0.0,0.0,1931.0,181.0,129.0,0.4,0.6,76592.0,65439.0,1.9,369.0,1014946.0,94.0,0
35,49.0,59.0,1149.0,105.0,95.0,1.0,1.2,53811.0,47219.0,3.5,501.0,1083948.0,86.0,0
