i,j,X,Y,L
305,680,605238.8764284465,874659.5845380923,-5.174080569644623
307,222,726959.5130533276,992967.8312359876,-60.5
327,259,1164293.0,682460.9255622689,-60.5
362,680,1164293.0,1149817.0565314156,-30.405840778641483
440,680,605238.8764284465,1311984.3,-60.5
376,259,605238.8764284465,1311984.3,-5.174080569644623
137,259,1164293.0,1060370.8619423169,-19.523630779084368
383,430,605238.8764284465,1311984.3,-5.174080569644623
312,423,726959.5130533276,589820.6465508906,-5.174080569644623
413,680,1164293.0,568473.5772851488,-5.174080569644623
391,680,1164293.0,1311984.3,-60.5
105,396,726959.5130533276,977987.121383318,-5.174080569644623
409,680,726959.5130533276,1255338.2685176206,-19.523630779084368
339,430,1164293.0,1096305.8467195944,-5.174080569644623
388,361,605238.8764284465,477719.9666854411,-30.405840778641483
412,430,605238.8764284465,1250502.3736712658,-60.5
436,430,726959.5130533276,699282.683074458,-60.5
331,430,1164293.0,694923.6429673608,-30.405840778641483
321,680,436544.04686611873,702202.9920444104,-30.405840778641483
350,244,1164293.0,629694.2405415104,-5.174080569644623
345,430,436544.04686611873,1275158.926176974,-30.405840778641483
294,680,436544.04686611873,471874.3608651104,-60.5
343,430,726959.5130533276,479728.13610090106,-30.405840778641483
86,513,1164293.0,512572.8723026917,-19.523630779084368
293,513,436544.04686611873,1009525.9699246682,-19.523630779084368
127,430,726959.5130533276,672307.8526766077,-19.523630779084368
318,680,436544.04686611873,977547.9265346632,-19.523630779084368
393,430,1164293.0,1232473.0749195486,-30.405840778641483
227,430,726959.5130533276,1298800.8293903812,-60.5
214,233,1164293.0,190964.91034383015,-60.5
112,513,1164293.0,1251428.7761925058,-19.523630779084368
173,680,726959.5130533276,980491.784639491,-5.174080569644623
312,513,1164293.0,1220463.445142494,-5.174080569644623
387,259,1164293.0,566907.2523717588,-30.405840778641483
388,513,1164293.0,1311984.3,-5.174080569644623
330,430,1164293.0,729003.5692056622,-19.523630779084368
440,513,1164293.0,1132057.2931888844,-19.523630779084368
137,680,605238.8764284465,562604.7415449478,-30.405840778641483
236,427,605238.8764284465,1073399.024381802,-30.405840778641483
400,680,1164293.0,1311984.3,-19.523630779084368
316,259,1164293.0,1227898.5916642314,-30.405840778641483
329,259,1164293.0,1172002.2703555317,-60.5
439,680,1164293.0,486450.3092289228,-60.5
66,680,436544.04686611873,1263185.659454684,-30.405840778641483
392,259,605238.8764284465,1091361.0041357486,-5.174080569644623
336,430,1164293.0,1132162.8022374138,-60.5
113,396,1164293.0,1289438.4177980276,-5.174080569644623
336,259,1164293.0,681736.567912978,-60.5
260,259,436544.04686611873,710705.85082333,-19.523630779084368
440,680,1164293.0,1101717.95689683,-60.5
397,430,436544.04686611873,1223414.4355585251,-60.5
433,259,1164293.0,1162123.2213300697,-30.405840778641483
438,259,1164293.0,521478.2434269975,-19.523630779084368
123,238,605238.8764284465,643941.9072527242,-19.523630779084368
308,430,605238.8764284465,1056020.160934172,-5.174080569644623
299,376,1164293.0,1227037.0053219935,-31.31389180508521
371,542,436544.04686611873,1275751.533131247,-60.5
381,513,436544.04686611873,1229547.7652090967,-30.405840778641483
225,680,726959.5130533276,622145.555857131,-5.174080569644623
344,259,1164293.0,1098132.2242853192,-30.405840778641483
386,259,436544.04686611873,1311984.3,-30.405840778641483
440,259,1164293.0,1161105.9873579743,-5.174080569644623
416,259,1164293.0,719556.5854697779,-60.5
324,680,605238.8764284465,1033373.4793642584,-60.5
343,259,1164293.0,1184463.7154187928,-60.5
439,259,436544.04686611873,1089927.7005859092,-30.405840778641483
364,680,436544.04686611873,1307183.116807802,-19.523630779084368
346,680,436544.04686611873,1169877.8955087306,-5.174080569644623
321,680,1164293.0,685952.919515724,-5.174080569644623
129,485,1164293.0,1179893.5761930258,-5.174080569644623
440,430,1164293.0,784363.6993841364,-30.405840778641483
311,218,1164293.0,717576.2730290872,-30.405840778641483
116,680,1164293.0,730730.7566311473,-30.405840778641483
122,513,605238.8764284465,521515.03830054455,-19.523630779084368
233,259,436544.04686611873,1064352.5406987122,-19.523630779084368
313,511,605238.8764284465,699719.9024143647,-5.174080569644623
312,430,605238.8764284465,689757.763982578,-5.174080569644623
317,548,605238.8764284465,1035190.4622886756,-30.405840778641483
140,259,1164293.0,604361.7845183372,-19.523630779084368
293,513,1164293.0,1026596.5149566892,-5.174080569644623
61,512,1164293.0,695843.7627707055,-60.5
131,680,605238.8764284465,715198.2885680677,-19.523630779084368
