i,j,X,Y,L
402,430,1164293.0,1123882.2690337768,-5.174080569644623
344,680,436544.04686611873,672641.9681709657,-19.523630779084368
112,680,726959.5130533276,991529.0984358462,-19.523630779084368
378,259,1164293.0,630741.0197906815,-30.405840778641483
99,259,605238.8764284465,405815.8348148768,-19.523630779084368
230,354,1164293.0,711066.6966970502,-27.41122986320948
276,248,1164293.0,420874.5894282577,-19.523630779084368
438,680,605238.8764284465,1181852.1904339811,-30.405840778641483
296,680,726959.5130533276,483238.2658647071,-5.174080569644623
281,244,605238.8764284465,1113545.402645826,-30.405840778641483
252,680,1164293.0,545916.0965055119,-5.174080569644623
392,388,605238.8764284465,1032083.9860928936,-5.174080569644623
365,680,726959.5130533276,1146968.5345795,-30.405840778641483
360,680,1164293.0,1122219.5657612835,-60.5
353,430,605238.8764284465,560709.8987425511,-5.174080569644623
335,243,1164293.0,657175.8114811013,-19.523630779084368
267,513,726959.5130533276,744008.0331157724,-60.5
337,385,1164293.0,1139121.2666678743,-60.5
294,680,1164293.0,613882.1066645517,-60.5
292,259,436544.04686611873,1248284.874230435,-30.405840778641483
63,513,436544.04686611873,974937.1427444316,-27.41122986320948
332,680,605238.8764284465,1098898.3971231463,-60.5
276,513,605238.8764284465,718797.8541961213,-5.174080569644623
396,513,436544.04686611873,751691.3401342352,-30.405840778641483
329,680,1164293.0,1070667.574113871,-30.405840778641483
345,259,436544.04686611873,1197503.1069561725,-60.5
405,680,1164293.0,475312.8045239773,-60.5
298,680,1164293.0,541328.8114620149,-60.5
360,680,1164293.0,1102242.2038235934,-60.5
307,259,1164293.0,178356.05742669062,-5.174080569644623
403,430,605238.8764284465,515420.5878451861,-60.5
113,680,1164293.0,581965.243074228,-19.523630779084368
256,513,1164293.0,1311984.3,-60.5
363,513,605238.8764284465,1131571.2548427442,-30.405840778641483
179,259,1164293.0,954418.2084566602,-5.174080569644623
195,513,1164293.0,1098157.6101997,-60.5
339,513,436544.04686611873,1054140.6397170278,-5.174080569644623
266,430,605238.8764284465,1216043.7929086818,-30.405840778641483
388,680,1164293.0,1238245.831849774,-30.405840778641483
309,259,436544.04686611873,1050567.2850550106,-5.174080569644623
440,430,1164293.0,1133493.172389891,-5.174080569644623
386,680,1164293.0,694284.6748075737,-5.174080569644623
440,430,1164293.0,1238655.3418554813,-60.5
322,680,726959.5130533276,690965.9421542219,-30.405840778641483
320,217,436544.04686611873,1023334.2026003645,-60.5
124,513,436544.04686611873,1136785.5401864538,-60.5
323,259,605238.8764284465,1054838.90060142,-19.523630779084368
282,430,1164293.0,664930.2816838307,-30.405840778641483
56,351,605238.8764284465,683531.347075103,-5.174080569644623
344,680,1164293.0,449604.689640564,-30.405840778641483
373,680,1164293.0,1311984.3,-5.174080569644623
366,430,1164293.0,717038.6473124939,-19.523630779084368
203,232,605238.8764284465,1132136.9716062844,-30.405840778641483
191,544,436544.04686611873,1060097.6390900926,-60.5
67,680,605238.8764284465,947225.007702566,-5.174080569644623
433,680,436544.04686611873,1257734.7027220663,-19.523630779084368
364,430,1164293.0,1172103.6472442746,-5.174080569644623
80,680,436544.04686611873,486321.96647354367,-5.174080569644623
440,259,436544.04686611873,1179699.5390139355,-30.405840778641483
61,680,436544.04686611873,685890.6507389924,-60.5
340,680,605238.8764284465,677248.286495505,-30.405840778641483
331,256,1164293.0,534563.1607446282,-5.174080569644623
312,680,726959.5130533276,1084560.7662183528,-30.405840778641483
417,548,1164293.0,1242558.8935032182,-30.405840778641483
403,430,1164293.0,588470.3238625868,-31.31389180508521
402,680,1164293.0,949942.440127994,-5.174080569644623
66,513,605238.8764284465,1173392.5290301105,-30.405840778641483
141,680,605238.8764284465,737355.5967743975,-5.174080569644623
336,371,1164293.0,1040484.81517694,-60.5
344,430,1164293.0,729186.5504728587,-60.5
136,259,1164293.0,721474.2643912967,-5.174080569644623
332,548,436544.04686611873,1311984.3,-31.31389180508521
343,430,605238.8764284465,222437.04765065288,-19.523630779084368
123,430,1164293.0,660977.5139045981,-30.405840778641483
303,680,1164293.0,971780.339436636,-5.174080569644623
369,430,1164293.0,1311984.3,-27.41122986320948
440,430,605238.8764284465,504771.1610142392,-31.31389180508521
119,245,436544.04686611873,546148.3275362751,-31.31389180508521
440,680,1164293.0,562777.680113056,-19.523630779084368
426,259,726959.5130533276,536183.8790766622,-19.523630779084368
307,238,605238.8764284465,529225.3082046283,-5.174080569644623
427,259,436544.04686611873,750972.9549943048,-5.174080569644623
346,259,726959.5130533276,640103.6945220528,-5.174080569644623
300,680,1164293.0,655368.0256760813,-5.174080569644623
272,680,726959.5130533276,692232.6550787106,-60.5
356,238,436544.04686611873,674149.5307967443,-5.174080569644623
320,680,1164293.0,159422.47992869263,-30.405840778641483
71,259,1164293.0,1099100.0391087618,-30.405840778641483
301,680,1164293.0,592012.9259134558,-5.174080569644623
382,513,1164293.0,1182379.4391987952,-60.5
403,259,1164293.0,1256580.9845451205,-31.31389180508521
63,516,605238.8764284465,1011784.8715878236,-5.174080569644623
331,512,605238.8764284465,1135413.0516519416,-60.5
298,513,726959.5130533276,1107682.3682156997,-27.41122986320948
440,259,1164293.0,1311984.3,-60.5
439,680,1164293.0,1308208.2671341912,-31.31389180508521
338,259,1164293.0,715567.5107109394,-19.523630779084368
289,513,1164293.0,989864.523647037,-30.405840778641483
310,680,605238.8764284465,696591.7428409025,-19.523630779084368
342,430,1164293.0,1247438.6741596283,-60.5
348,680,436544.04686611873,243330.71430613316,-60.5
353,680,726959.5130533276,231552.87908377545,-31.31389180508521
440,430,1164293.0,1287749.36550529,-60.5
255,430,1164293.0,1029176.5947614248,-30.405840778641483
374,680,605238.8764284465,1120419.1855954686,-19.523630779084368
338,259,1164293.0,469645.1692768925,-60.5
332,259,1164293.0,1211850.4845696988,-60.5
324,259,436544.04686611873,697463.1486880131,-60.5
252,680,1164293.0,1121540.946533274,-30.405840778641483
374,680,1164293.0,1201141.5199724897,-19.523630779084368
392,680,1164293.0,670637.8573146082,-30.405840778641483
342,259,1164293.0,1054371.0771120945,-5.174080569644623
428,259,1164293.0,1112511.917982554,-30.405840778641483
292,680,726959.5130533276,457055.6848143147,-60.5
386,430,436544.04686611873,1118171.4574406138,-60.5
381,430,436544.04686611873,1043881.6358197548,-19.523630779084368
124,259,1164293.0,682152.7661985138,-60.5
342,259,726959.5130533276,700497.8165071765,-60.5
150,513,1164293.0,1175087.7522148218,-5.174080569644623
147,513,726959.5130533276,1311984.3,-60.5
304,680,436544.04686611873,448901.91953677847,-19.523630779084368
440,259,1164293.0,747227.782873398,-5.174080569644623
414,430,1164293.0,765089.4365805039,-60.5
322,680,605238.8764284465,574363.4193285678,-60.5
387,259,1164293.0,763709.7370787901,-30.405840778641483
428,430,1164293.0,1277875.960037169,-30.405840778641483
358,259,436544.04686611873,1143627.5258885943,-60.5
298,680,1164293.0,1039640.2610122288,-5.174080569644623
321,430,605238.8764284465,1057184.3737915736,-5.174080569644623
376,259,436544.04686611873,1311984.3,-5.174080569644623
323,680,1164293.0,603992.2325062108,-19.523630779084368
389,680,1164293.0,1270361.01476703,-5.174080569644623
277,259,1164293.0,494265.2794515479,-19.523630779084368
64,680,1164293.0,946337.8533793426,-60.5
348,548,1164293.0,1311984.3,-5.174080569644623
310,227,436544.04686611873,657756.18141773,-31.31389180508521
318,513,436544.04686611873,1001825.0601478876,-30.405840778641483
379,259,436544.04686611873,1119982.6405174388,-5.174080569644623
396,415,605238.8764284465,420119.82859414,-60.5
319,680,436544.04686611873,1009422.6288702867,-5.174080569644623
76,513,1164293.0,1128745.5987436362,-19.523630779084368
328,430,1164293.0,655293.2305223228,-30.405840778641483
115,680,1164293.0,1057398.616085057,-27.41122986320948
396,259,726959.5130533276,1291242.207906004,-19.523630779084368
321,513,605238.8764284465,1243545.005470804,-60.5
440,680,1164293.0,740177.0675270462,-31.31389180508521
340,259,726959.5130533276,700990.2366009185,-30.405840778641483
67,680,1164293.0,542223.4034653581,-30.405840778641483
224,513,1164293.0,438771.6744951856,-19.523630779084368
245,430,1164293.0,899284.2735550293,-31.31389180508521
403,513,1164293.0,683108.8842645958,-30.405840778641483
323,680,1164293.0,142661.42992978843,-19.523630779084368
261,241,605238.8764284465,1006347.0419586456,-19.523630779084368
333,680,726959.5130533276,1171501.982543582,-5.174080569644623
282,680,1164293.0,1138736.5681507485,-5.174080569644623
99,259,436544.04686611873,419743.3334372442,-60.5
387,259,436544.04686611873,746712.8409818914,-60.5
347,680,436544.04686611873,1052986.7665240238,-60.5
403,430,1164293.0,1088807.644395639,-19.523630779084368
350,430,436544.04686611873,665668.8115545216,-30.405840778641483
350,680,726959.5130533276,445162.1346496012,-60.5
130,430,1164293.0,705102.5907281926,-60.5
183,680,1164293.0,1031752.5794661032,-60.5
316,680,1164293.0,626278.4078739895,-5.174080569644623
69,256,1164293.0,503406.5823934642,-60.5
318,259,436544.04686611873,1020433.8155576808,-30.405840778641483
440,680,1164293.0,1103344.601052984,-60.5
341,430,1164293.0,693729.8637825864,-60.5
302,430,436544.04686611873,471657.71840052784,-30.405840778641483
394,680,1164293.0,1152476.8518132805,-60.5
190,680,1164293.0,1073836.4403634637,-19.523630779084368
327,259,1164293.0,1085244.221741,-19.523630779084368
295,513,1164293.0,208586.95648576188,-60.5
187,357,436544.04686611873,977485.3141224782,-60.5
397,680,1164293.0,607704.8463866959,-60.5
420,259,605238.8764284465,440988.6721238633,-5.174080569644623
60,430,605238.8764284465,902411.56805359,-60.5
351,680,1164293.0,1311984.3,-5.174080569644623
369,259,1164293.0,674770.7608991731,-60.5
322,680,726959.5130533276,1308148.2696471943,-60.5
322,259,436544.04686611873,1120269.8904770983,-30.405840778641483
261,513,1164293.0,495962.4097134519,-5.174080569644623
343,430,1164293.0,511309.22665269615,-5.174080569644623
386,680,726959.5130533276,1281132.3879479142,-60.5
312,511,436544.04686611873,1118590.2509084411,-60.5
381,259,726959.5130533276,994848.9645513442,-60.5
