i,j,X,Y,L
440,259,726959.5130533276,1154364.6744097257,-60.5
135,680,1164293.0,738351.7069581689,-60.5
429,680,1164293.0,573928.38780006,-60.5
433,680,1164293.0,536811.8014320692,-60.5
440,259,726959.5130533276,640064.286960715,-5.174080569644623
329,358,436544.04686611873,1018477.9512987486,-30.405840778641483
397,259,436544.04686611873,1162841.4759382694,-19.523630779084368
414,501,436544.04686611873,1174613.387683324,-19.523630779084368
336,680,726959.5130533276,1311984.3,-5.174080569644623
330,680,1164293.0,989407.4567440609,-60.5
74,680,605238.8764284465,1164868.4392873328,-30.405840778641483
398,259,1164293.0,1222972.4057274142,-60.5
352,680,436544.04686611873,697848.635926296,-5.174080569644623
313,494,1164293.0,1068742.6176689444,-30.405840778641483
337,430,1164293.0,579368.5338568778,-30.405840778641483
221,680,436544.04686611873,1113783.826412497,-5.174080569644623
340,513,436544.04686611873,431503.7684290074,-60.5
329,259,436544.04686611873,1122069.288560094,-19.523630779084368
411,259,1164293.0,1209462.4297508977,-30.405840778641483
60,680,605238.8764284465,1102268.4050520128,-30.405840778641483
382,259,1164293.0,1119462.1366233071,-60.5
401,680,436544.04686611873,925881.0450948124,-30.405840778641483
367,259,1164293.0,749861.5655863463,-5.174080569644623
440,259,1164293.0,747130.4902320177,-60.5
440,259,1164293.0,1234041.220293439,-19.523630779084368
401,259,1164293.0,744416.7613321671,-60.5
335,680,605238.8764284465,602785.99819312,-30.405840778641483
83,259,726959.5130533276,1188832.5386344302,-30.405840778641483
288,523,605238.8764284465,637490.3875993624,-31.31389180508521
82,259,1164293.0,1111555.8140334827,-30.405840778641483
329,680,605238.8764284465,646354.0839575087,-60.5
341,680,1164293.0,1067256.6707740272,-60.5
71,430,726959.5130533276,709137.4421389332,-30.405840778641483
315,680,726959.5130533276,1028774.8672988124,-60.5
337,680,1164293.0,1048301.8794094116,-60.5
374,680,436544.04686611873,1187508.3945164287,-60.5
342,680,1164293.0,1168334.7283922017,-30.405840778641483
295,259,605238.8764284465,1031161.8473854722,-60.5
141,403,1164293.0,567893.5653153117,-31.31389180508521
315,430,1164293.0,1099880.628181179,-60.5
207,680,436544.04686611873,650478.2070386581,-31.31389180508521
323,680,726959.5130533276,1063612.3837906595,-60.5
440,402,1164293.0,166502.28367002547,-60.5
436,259,726959.5130533276,536316.9210326066,-60.5
348,680,1164293.0,510056.3638708531,-5.174080569644623
311,230,436544.04686611873,161431.3827908498,-30.405840778641483
411,680,436544.04686611873,1108366.7502315724,-30.405840778641483
316,259,1164293.0,1101104.3404335277,-19.523630779084368
64,259,726959.5130533276,908886.5975838746,-19.523630779084368
327,406,436544.04686611873,597386.2375106767,-27.41122986320948
311,680,1164293.0,990162.7062267582,-30.405840778641483
316,211,436544.04686611873,690813.8199436115,-30.405840778641483
125,259,436544.04686611873,574293.9962947224,-31.31389180508521
335,259,1164293.0,1105269.9095653363,-5.174080569644623
398,225,436544.04686611873,1199278.0745508813,-19.523630779084368
385,259,1164293.0,1287961.8659915093,-60.5
322,513,1164293.0,1018954.3726452072,-30.405840778641483
210,259,605238.8764284465,607410.9133881718,-60.5
440,548,605238.8764284465,713158.7934793349,-5.174080569644623
217,680,1164293.0,648595.4765786084,-60.5
335,513,1164293.0,1050047.5223554594,-5.174080569644623
329,680,1164293.0,1048262.7628654276,-30.405840778641483
62,259,1164293.0,671626.5206391313,-19.523630779084368
333,680,605238.8764284465,241512.5712124174,-30.405840778641483
341,259,1164293.0,1208506.474040742,-30.405840778641483
233,259,1164293.0,1156064.2706424615,-5.174080569644623
313,513,436544.04686611873,484274.0735042976,-5.174080569644623
311,680,1164293.0,1034236.6189830748,-30.405840778641483
411,259,436544.04686611873,1242880.5586211532,-30.405840778641483
289,513,1164293.0,653911.959132776,-60.5
375,680,1164293.0,1193091.9244702614,-30.405840778641483
386,674,605238.8764284465,562822.3590342471,-31.31389180508521
292,259,436544.04686611873,578030.2131021987,-60.5
407,259,1164293.0,697830.3750008275,-30.405840778641483
425,430,436544.04686611873,534005.3270322118,-27.41122986320948
440,680,605238.8764284465,1162255.8395703794,-60.5
321,680,726959.5130533276,615055.8622056274,-5.174080569644623
116,680,436544.04686611873,1286868.731037206,-60.5
133,430,1164293.0,189502.5115026294,-30.405840778641483
281,680,1164293.0,660755.498809091,-5.174080569644623
218,259,436544.04686611873,1038741.043747208,-60.5
76,430,605238.8764284465,954498.17408696,-19.523630779084368
320,680,1164293.0,1076802.2007681443,-19.523630779084368
382,430,726959.5130533276,618748.4735778011,-5.174080569644623
116,181,1164293.0,996779.9432022372,-60.5
313,680,1164293.0,511995.496305772,-31.31389180508521
350,680,1164293.0,563732.0137904842,-60.5
66,504,436544.04686611873,584019.7305041327,-60.5
248,680,1164293.0,491130.27368979855,-30.405840778641483
362,259,1164293.0,525825.8426173048,-60.5
440,680,1164293.0,791210.0815841049,-5.174080569644623
427,430,1164293.0,725061.7228241398,-60.5
298,680,605238.8764284465,1100199.8236272563,-31.31389180508521
427,680,1164293.0,1065003.1983611735,-30.405840778641483
328,259,1164293.0,522020.99443618336,-30.405840778641483
297,680,605238.8764284465,979495.2207312584,-60.5
74,259,1164293.0,1197720.795804455,-60.5
332,680,1164293.0,382558.9853548888,-19.523630779084368
349,680,1164293.0,1231622.5908241747,-5.174080569644623
351,396,1164293.0,720850.1542088054,-5.174080569644623
440,680,436544.04686611873,1311984.3,-60.5
416,680,1164293.0,978302.3421734576,-30.405840778641483
319,259,605238.8764284465,697335.1260559076,-19.523630779084368
295,680,1164293.0,475582.4561008842,-60.5
329,680,1164293.0,721066.5369318911,-19.523630779084368
369,680,726959.5130533276,1122940.6739686185,-60.5
240,680,605238.8764284465,590223.3873503803,-30.405840778641483
390,680,605238.8764284465,728498.3394224595,-60.5
330,680,1164293.0,615447.0368780304,-27.41122986320948
328,430,1164293.0,728971.2495204231,-5.174080569644623
346,680,1164293.0,1237294.842143308,-30.405840778641483
440,259,1164293.0,1101033.5563510929,-5.174080569644623
323,680,726959.5130533276,1023994.1622548108,-30.405840778641483
316,430,1164293.0,968382.2217033056,-60.5
384,430,1164293.0,628951.6227890686,-60.5
349,680,605238.8764284465,509649.3305663752,-30.405840778641483
340,430,726959.5130533276,219107.6817091893,-30.405840778641483
364,680,1164293.0,712937.5594676067,-5.174080569644623
228,259,605238.8764284465,926190.0120556792,-60.5
136,548,436544.04686611873,1047661.0981647348,-30.405840778641483
236,300,605238.8764284465,1255977.2137179254,-19.523630779084368
354,680,1164293.0,1155126.9189162762,-60.5
358,259,726959.5130533276,588373.3469874777,-5.174080569644623
120,259,1164293.0,1225230.2006264378,-30.405840778641483
360,548,436544.04686611873,576480.8551413051,-5.174080569644623
378,548,1164293.0,1178392.0717739947,-5.174080569644623
