i,j,X,Y,L
368,680,1164293.0,1278992.1144773625,-60.5
356,548,1164293.0,718869.2129349551,-31.31389180508521
239,212,726959.5130533276,411831.1443428699,-19.523630779084368
327,259,1164293.0,713733.0555809832,-5.174080569644623
301,680,1164293.0,470534.86239692685,-5.174080569644623
385,259,1164293.0,1151471.0878273176,-30.405840778641483
137,680,1164293.0,1011133.3615515945,-30.405840778641483
350,680,1164293.0,535474.6858446256,-30.405840778641483
303,259,605238.8764284465,958280.666064788,-30.405840778641483
440,430,605238.8764284465,799090.0695067007,-30.405840778641483
119,430,1164293.0,1046632.9871621714,-60.5
300,430,1164293.0,603408.9785875017,-5.174080569644623
348,259,1164293.0,1088863.1228099868,-30.405840778641483
410,259,1164293.0,1272939.0377568046,-30.405840778641483
268,680,436544.04686611873,1230178.826997366,-5.174080569644623
107,390,1164293.0,657933.8407536343,-31.31389180508521
64,375,1164293.0,666093.8713660999,-19.523630779084368
295,680,1164293.0,631444.3294509279,-5.174080569644623
280,259,726959.5130533276,707432.1236364152,-19.523630779084368
386,259,1164293.0,1204033.6982851946,-30.405840778641483
369,680,1164293.0,1034511.4539335114,-60.5
276,171,691781.2186825636,414237.1084078724,-19.248234541146164
327,680,605238.8764284465,1061284.5695613855,-60.5
425,430,605238.8764284465,681442.7600905444,-30.405840778641483
426,680,726959.5130533276,1232690.5068420214,-30.405840778641483
394,430,1164293.0,1225855.0967494892,-5.174080569644623
125,250,436544.04686611873,1048827.9237330323,-5.174080569644623
440,259,726959.5130533276,1288392.6853414048,-30.405840778641483
352,430,1164293.0,665529.5046504715,-27.41122986320948
398,430,1164293.0,1173395.0861514132,-19.523630779084368
122,430,605238.8764284465,421090.81255907874,-5.174080569644623
440,680,605238.8764284465,1311984.3,-60.5
131,259,436544.04686611873,1020459.2014720616,-5.174080569644623
393,430,1164293.0,1193923.1371325245,-19.523630779084368
432,259,605238.8764284465,617266.3413573769,-60.5
330,259,726959.5130533276,623361.5997357972,-60.5
369,513,605238.8764284465,589857.3092645373,-5.174080569644623
74,252,1164293.0,1175790.8583163314,-60.5
374,513,436544.04686611873,1011656.6541903352,-5.174080569644623
363,430,605238.8764284465,1133105.2311464753,-30.405840778641483
333,259,1164293.0,963691.3679723206,-19.523630779084368
422,259,1164293.0,1084956.6753035083,-60.5
360,680,1164293.0,1149727.038449618,-5.174080569644623
398,259,436544.04686611873,1230254.1236442802,-30.405840778641483
324,680,436544.04686611873,974072.0204301126,-5.174080569644623
427,259,1164293.0,1302554.616070899,-5.174080569644623
419,680,436544.04686611873,917175.4599616092,-60.5
406,422,1164293.0,1271057.4418934705,-30.405840778641483
393,680,1164293.0,1239776.6951362677,-60.5
243,680,726959.5130533276,652722.2284448885,-19.523630779084368
277,191,605238.8764284465,953064.7871527304,-5.174080569644623
314,680,1164293.0,1035101.5004091554,-5.174080569644623
378,259,726959.5130533276,1103186.7266073448,-5.174080569644623
306,259,605238.8764284465,1072745.9022473604,-19.523630779084368
189,259,726959.5130533276,641629.7186596479,-19.523630779084368
378,259,436544.04686611873,1193607.165882872,-5.174080569644623
351,430,605238.8764284465,1311984.3,-5.174080569644623
186,680,605238.8764284465,1187466.2576045291,-19.523630779084368
403,548,1164293.0,672688.8263450877,-60.5
295,259,1164293.0,593073.0032359147,-60.5
79,430,605238.8764284465,1165193.3975212732,-60.5
387,259,1164293.0,743554.1550624472,-60.5
337,414,1164293.0,643685.4190732896,-60.5
371,513,436544.04686611873,709066.0176058022,-30.405840778641483
394,259,605238.8764284465,1175487.6266909828,-60.5
429,250,1164293.0,1032837.1509658336,-60.5
440,680,1164293.0,1078208.3580664743,-60.5
390,259,1164293.0,1231189.3259061824,-60.5
244,259,726959.5130533276,211147.83709699727,-19.523630779084368
123,259,436544.04686611873,162007.86526005185,-19.523630779084368
427,513,1164293.0,645055.3457933614,-5.174080569644623
294,513,436544.04686611873,693456.2758837987,-30.405840778641483
365,513,605238.8764284465,1264914.8281689575,-5.174080569644623
389,259,1164293.0,1059399.9896912295,-5.174080569644623
347,430,1164293.0,1191262.2485886535,-60.5
341,680,1164293.0,185659.5560220461,-27.41122986320948
146,680,1164293.0,533004.3041265499,-19.523630779084368
324,430,436544.04686611873,723775.7385977432,-30.405840778641483
123,680,1164293.0,1064495.9618500324,-31.31389180508521
353,680,1164293.0,1055066.2249792486,-30.405840778641483
440,259,726959.5130533276,414487.3774464708,-19.523630779084368
257,680,1164293.0,659339.0511942373,-30.405840778641483
386,259,1164293.0,1158786.2150898983,-60.5
433,513,1164293.0,1299895.7658121246,-60.5
398,259,1164293.0,745881.6408197847,-30.405840778641483
70,680,1164293.0,1099324.3616485398,-60.5
329,258,605238.8764284465,1129614.7605684188,-60.5
128,259,1164293.0,544050.4606324069,-60.5
282,430,1164293.0,934353.0427559816,-5.174080569644623
313,680,436544.04686611873,1311984.3,-30.405840778641483
399,259,605238.8764284465,1283177.3437954185,-60.5
221,680,605238.8764284465,472584.45932558464,-30.405840778641483
185,680,1164293.0,1040149.1096215828,-5.174080569644623
299,680,1164293.0,472536.34909656894,-60.5
440,513,1164293.0,1096432.7392317702,-60.5
440,259,605238.8764284465,772557.0894635312,-60.5
56,680,605238.8764284465,942196.7251388244,-5.174080569644623
328,259,726959.5130533276,1148312.876249819,-5.174080569644623
145,430,436544.04686611873,1280421.656464706,-30.405840778641483
290,430,726959.5130533276,1189973.7259471116,-30.405840778641483
394,680,1164293.0,1039216.6868393573,-30.405840778641483
357,680,726959.5130533276,982274.061127678,-5.174080569644623
296,250,726959.5130533276,500726.56041901367,-31.31389180508521
338,259,1164293.0,699556.5473727951,-5.174080569644623
141,430,436544.04686611873,1100893.2667468754,-31.31389180508521
440,259,1164293.0,539678.2871524584,-60.5
297,548,436544.04686611873,388472.7262553688,-19.523630779084368
371,430,726959.5130533276,1311984.3,-30.405840778641483
64,430,436544.04686611873,1050965.51037323,-5.174080569644623
286,680,1164293.0,963938.9825517896,-19.523630779084368
389,242,605238.8764284465,1045376.2732211278,-30.405840778641483
387,259,605238.8764284465,1232288.3692300965,-5.174080569644623
333,680,1164293.0,1103800.102182409,-60.5
371,430,1164293.0,573869.390908811,-5.174080569644623
320,259,605238.8764284465,573802.7382875895,-5.174080569644623
248,680,726959.5130533276,1061732.084319206,-19.523630779084368
71,259,726959.5130533276,1073736.0455575397,-19.523630779084368
122,680,1164293.0,999657.7238102164,-60.5
294,680,1164293.0,994475.3190983994,-60.5
118,548,1164293.0,701725.0305064064,-19.523630779084368
141,259,605238.8764284465,594031.7169552613,-30.405840778641483
381,259,1164293.0,675729.2239917296,-19.523630779084368
278,259,1164293.0,443600.4159121984,-5.174080569644623
118,424,436544.04686611873,1010344.3043310957,-60.5
218,680,1164293.0,188299.90527581307,-60.5
341,680,1164293.0,1164397.7066092792,-5.174080569644623
183,259,436544.04686611873,1082185.6081852517,-5.174080569644623
66,430,1164293.0,1195400.0785132889,-5.174080569644623
312,430,605238.8764284465,893368.6421044867,-5.174080569644623
