,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.052848421558638864,0.08593426736092209,0.06743594050529475,0.013702198358935947
sanity.close_values_probability.score,0.916289592760181,0.9773755656108597,0.9411764705882353,0.028348335036519613
sanity.distant_values_probability.score,0.0022624434389140274,0.004524886877828055,0.002714932126696833,0.0010117954649320317
stats.jensenshannon_dist.marginal,0.019465625453673332,0.02101365340528982,0.020354396571645193,0.0005725576274802618
stats.chi_squared_test.marginal,0.5454544996121142,0.9090905199799001,0.763636168026601,0.13787036729851976
stats.inv_kl_divergence.marginal,0.8951699509524115,0.9225857827498537,0.9138920647182271,0.01180491407842535
stats.ks_test.marginal,0.8294867224278988,0.8488454059309674,0.8414278314863353,0.00730649120543145
stats.max_mean_discrepancy.joint,0.007636212454023751,0.009160407289707356,0.008463186845781663,0.0006756105087913493
stats.wasserstein_dist.joint,0.0560382382900817,0.06592694453311257,0.060794261420616016,0.003734517511091578
stats.alpha_precision.delta_precision_alpha_OC,0.8858986415882968,0.9624521072796934,0.9342151295198609,0.030393567894018467
stats.alpha_precision.delta_coverage_beta_OC,0.5001508295625943,0.5486363636363636,0.5213971275505378,0.01955342490555112
stats.alpha_precision.authenticity_OC,0.46938775510204084,0.5384615384615384,0.5014303812271372,0.031894738598683865
stats.alpha_precision.delta_precision_alpha_naive,0.9374057315233786,0.9815363811307016,0.9626478234838132,0.01635598986511983
stats.alpha_precision.delta_coverage_beta_naive,0.4942684766214177,0.5703875968992248,0.5392024880930489,0.029442308649643457
stats.alpha_precision.authenticity_naive,0.3767441860465116,0.4434389140271493,0.4066544876746166,0.02819056956574365
stats.prdc.precision,0.9977777777777778,1.0,0.9995555555555555,0.000993807989999913
stats.prdc.recall,0.9547511312217195,0.9909502262443439,0.9737556561085974,0.013055690539595925
stats.prdc.density,1.0055813953488373,1.0493333333333335,1.0204936857900315,0.017898981052078725
stats.prdc.coverage,0.8846153846153846,0.9502262443438914,0.918552036199095,0.026335852323128538
performance.linear_model.gt,0.4615915219726737,0.4615915219726737,0.4615915219726737,0.0
performance.linear_model.syn_id,0.42753974884747736,0.46365784467013726,0.44504622808182503,0.017629314518868004
performance.linear_model.syn_ood,0.3900728570005126,0.4323547432375472,0.4111825230125222,0.020155729050998862
performance.mlp.gt,-0.09540591030091725,-0.09540591030091725,-0.09540591030091725,0.0
performance.mlp.syn_id,-0.12609447861161321,-0.07811991512359366,-0.10825379300835691,0.01945881109777471
performance.mlp.syn_ood,-0.31587474086142153,-0.2522996997243536,-0.2915238339801222,0.02603426259627357
performance.xgb.gt,0.26218115157827715,0.26218115157827715,0.26218115157827715,0.0
performance.xgb.syn_id,0.43004613161784155,0.5225012374290603,0.47597425792260806,0.03552734100558537
performance.xgb.syn_ood,0.38756465558752573,0.5071430595166959,0.4409250950345867,0.045875003340682
performance.feat_rank_distance.corr,0.4222222222222222,0.6888888888888888,0.5199999999999999,0.10610965676722948
performance.feat_rank_distance.pvalue,0.00468694885361552,0.10831349206349207,0.057342041446208115,0.040800681117884256
detection.detection_xgb.mean,0.9954864657814095,1.0,0.9986859270784668,0.0019139096111509333
detection.detection_mlp.mean,0.44097075517689655,0.48316834071047554,0.45311136612880354,0.01718404249760866
detection.detection_gmm.mean,0.4686262909998865,0.5180518153960442,0.49126192819949505,0.020445827776345474
detection.detection_linear.mean,0.5507445238905914,0.5732629403520442,0.5591946816311439,0.00863102113600485
privacy.delta-presence.score,2.149999998925,4.9999999875,3.541111104291173,1.4119616804949648
privacy.k-anonymization.gt,14.0,14.0,14.0,0.0
privacy.k-anonymization.syn,3.00000001,7.00000001,4.40000001,1.6733200530681511
privacy.k-map.score,4.0,10.0,6.6,2.792848008753788
privacy.distinct l-diversity.gt,14.0,14.0,14.0,0.0
privacy.distinct l-diversity.syn,3.00000001,7.00000001,4.40000001,1.6733200530681511
privacy.identifiability_score.,0.4004524886877828,0.497737556561086,0.4366515837104073,0.03875982284844302
privacy.identifiability_score._privacy.identifiability_score.OC,0.46153846153846156,0.5542986425339367,0.5104072398190045,0.03425940041894458
