RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,65,128,1,63,5,0,1,74,-6,5,8,2,1,90,-6,1,1,65,14,2,1,1,100
0,74,237,5,77,29,0,0,100,-7,7,8,38,2,29,0,1,1,2,95,1,0,0,76
0,50,177,5,69,26,0,0,81,1,4,6,28,2,27,5,0,0,54,46,5,3,3,89
1,74,210,5,91,24,0,0,100,-7,7,8,32,0,77,-7,2,2,71,94,4,4,4,100
1,79,350,6,78,24,0,1,96,61,6,6,22,0,17,2,0,0,2,18,9,1,0,43
1,86,322,20,31,5,0,0,51,20,6,6,13,0,15,0,2,1,1,-8,0,1,0,47
0,64,124,5,62,16,0,0,100,-7,6,8,12,1,38,5,0,0,36,82,3,2,0,70
1,60,293,6,66,27,0,0,94,7,6,6,39,1,44,0,1,1,36,86,5,4,0,84
0,64,158,20,77,13,0,0,87,3,4,6,11,0,41,0,3,2,59,90,1,2,1,67
0,75,248,8,117,12,0,0,100,-6,7,8,5,0,53,-7,0,0,46,71,1,2,1,64
0,54,188,5,80,39,2,2,79,10,0,2,23,0,19,0,0,0,94,62,4,3,2,84
0,71,129,14,71,22,0,0,95,36,4,6,23,0,44,0,6,0,60,36,1,2,1,71
0,77,-1,22,-3,-8,0,-8,-8,-8,-9,-9,-8,-8,-8,-8,-8,-8,-9,-8,-8,-8,-8,-9
0,76,197,10,65,11,0,0,49,0,4,6,13,1,32,2,2,2,19,-8,0,1,0,29
1,81,229,1,120,20,0,0,100,-6,7,8,23,1,27,2,0,0,59,94,5,3,4,71
1,84,240,14,130,25,0,0,82,-7,7,8,40,0,37,0,1,1,12,-8,0,1,0,64
0,59,426,5,108,15,0,0,82,34,6,6,21,1,17,0,0,0,87,-8,4,2,0,50
1,-9,-2,-9,71,4,2,-8,-9,67,-9,2,3,-8,29,0,-9,-9,-8,-8,-8,1,-8,-9
1,66,394,9,99,30,0,1,100,-7,7,7,32,2,17,-6,1,0,24,71,3,2,0,84
1,57,160,4,54,39,0,0,100,-7,7,8,47,2,14,0,0,0,35,-7,4,0,0,87
1,83,92,10,62,5,0,0,100,-7,7,8,5,0,46,-6,0,0,4,-8,2,0,0,57
0,54,189,12,66,17,-9,0,78,5,4,4,24,2,52,-8,2,1,21,-9,3,-8,1,53
0,69,159,3,68,13,0,1,100,58,6,2,14,1,16,0,1,0,79,-8,3,1,1,71
1,81,277,2,86,15,0,0,100,-7,7,8,16,0,34,0,0,0,35,92,2,2,0,74
1,58,383,9,100,13,0,0,88,6,3,5,30,0,10,1,0,0,64,-8,12,1,0,63
0,59,157,7,115,25,0,0,87,1,4,6,22,0,17,10,0,0,41,-8,5,0,0,67
