RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,70,119,4,41,35,0,0,100,-7,7,8,16,5,29,-7,1,1,35,70,2,3,0,77
0,62,66,2,24,16,0,0,100,-7,6,8,16,1,16,0,5,5,43,-7,2,1,0,51
0,60,380,5,69,25,0,0,94,13,6,6,27,5,51,0,0,2,1,55,0,3,1,77
1,76,278,5,81,28,0,0,100,-7,7,8,27,0,13,0,0,0,40,-7,7,1,1,42
0,72,174,5,69,24,0,0,100,-7,7,8,22,0,32,-8,2,2,44,75,1,2,0,65
1,83,258,23,78,24,0,0,95,-7,6,8,26,2,29,2,0,0,12,-8,0,-8,0,38
1,62,132,2,57,40,0,0,89,12,4,5,46,4,31,5,1,0,50,67,12,7,2,54
1,77,95,7,62,11,0,0,88,10,4,6,4,1,8,5,5,0,6,-6,0,1,0,68
1,83,177,6,122,12,0,0,100,-6,7,8,24,0,13,0,0,0,16,-8,0,1,0,54
1,68,286,2,91,7,0,0,94,9,0,6,10,2,50,-6,0,0,54,71,4,1,1,77
0,59,82,9,19,12,0,0,100,-6,7,8,13,2,33,0,2,3,56,87,7,1,0,86
0,64,235,3,134,26,4,3,88,31,6,2,22,0,51,1,1,0,26,57,2,5,1,55
1,59,354,5,74,30,0,0,95,2,4,4,39,1,47,0,1,2,17,55,1,5,0,85
0,51,299,7,67,25,1,1,87,0,4,5,34,2,30,3,2,1,82,-8,5,0,3,90
1,55,174,17,85,27,0,0,87,5,4,6,22,0,13,0,0,0,66,39,7,4,3,83
0,65,124,1,45,13,0,0,100,28,6,6,10,1,38,0,1,1,62,72,2,2,0,60
0,71,267,15,102,22,0,3,93,14,6,6,21,0,39,-7,2,1,54,59,0,1,2,64
0,-9,128,-9,70,-9,0,1,87,2,4,-9,-9,-9,26,-8,0,5,55,-8,0,-8,0,85
0,75,328,3,67,16,0,0,99,-7,7,8,31,1,31,0,0,0,2,89,5,4,0,71
0,63,183,4,89,12,0,0,100,-7,7,8,22,0,10,0,1,1,44,-7,2,1,0,30
1,76,65,5,32,4,0,0,100,-7,7,8,2,0,37,0,0,0,4,-7,2,0,0,50
0,66,182,2,56,13,0,0,99,-7,7,8,11,2,32,6,0,0,42,80,2,0,1,47
1,70,293,2,104,38,0,0,100,-6,7,8,35,3,15,9,0,0,64,86,3,2,0,45
1,72,-5,16,114,18,0,1,100,-7,7,8,1,0,13,-8,0,0,-8,-8,6,-8,2,-7
1,84,366,16,62,12,0,0,100,-6,7,8,21,0,28,-6,0,2,2,-7,1,1,0,63
0,60,88,8,32,6,0,0,100,-7,7,8,5,0,5,0,0,0,37,-7,5,1,3,99
1,85,352,7,118,14,0,0,100,-7,7,8,16,0,23,0,0,0,2,-7,1,1,0,68
1,74,388,2,71,42,0,0,95,6,6,6,45,5,23,1,2,2,15,85,2,2,0,66
1,66,60,6,41,21,0,0,100,-7,7,8,24,4,36,0,2,0,16,41,3,2,0,84
1,65,174,6,68,21,1,0,100,-7,7,8,12,2,38,0,0,0,91,67,7,4,0,59
