mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.75,32,2.875,8,56,184,133,0.723,0.304,23,0.9
1.85,26,1.333,9,48,108,108,1,0.444,12,12
1.57,7,1.571,7,11,77,43,0.558,0.143,11,11
1.4,110,10.5,8,154,672,463,0.689,0.229,84,7
2.11,9,0.667,12,19,96,96,1,0.198,8,96
1.76,21,1.5,8,37,96,86,0.896,0.385,12,0.5
1.48,23,2.429,7,34,119,89,0.748,0.286,17,10
1.83,6,1.4,5,11,35,30,0.857,0.314,7,30
1.31,39,4.429,7,51,217,148,0.682,0.236,31,31
2.19,56,5.375,8,123,344,296,0.86,0.358,43,2
2.11,19,1.5,8,40,96,93,0.969,0.417,12,0.417
1.41,17,1.857,7,24,91,79,0.868,0.264,13,0.857
2.71,7,1.857,7,19,91,77,0.846,0.209,13,0.571
1.4,43,3.111,9,60,252,246,0.976,0.238,28,252
2.45,11,1.286,7,27,63,43,0.683,0.429,9,56
1.44,79,8.111,9,114,657,285,0.434,0.174,73,15
1.83,66,3.6,10,121,360,290,0.806,0.336,36,5
2.1,20,1.5,8,42,96,96,1,0.438,12,96
2.47,64,5.222,9,158,423,366,0.865,0.373,47,3
1.33,15,2.167,6,20,78,73,0.936,0.256,13,9
1.77,13,1.571,7,23,77,50,0.649,0.299,11,11
2.17,18,1.5,8,39,96,85,0.885,0.406,12,0.667
1.57,23,1.5,8,36,96,77,0.802,0.375,12,96
2.75,57,4.667,9,157,378,349,0.924,0.415,42,0.924
1.38,61,8.6,5,84,215,176,0.819,0.392,43,2
1.38,61,5.125,8,84,328,317,0.966,0.256,41,328
1.38,368,27.1,10,508,2710,1761,0.649,0.187,271,19
2.05,20,1.5,8,41,96,89,0.927,0.427,12,0.923
1.69,26,1.2,10,44,120,120,1,0.367,12,120
1.88,52,3.8,10,98,380,240,0.632,0.258,38,2
1.83,29,1.3,10,53,130,127,0.977,0.407,13,1
1.64,14,2.167,6,23,78,70,0.897,0.295,13,78
1.4,187,14.7,10,261,1470,919,0.626,0.178,147,5
1.38,21,2.167,6,29,78,77,0.987,0.372,13,13
1.85,13,1.286,7,24,63,60,0.952,0.381,9,63
2.38,119,10.111,9,283,819,616,0.751,0.345,91,0.
1.34,596,59.222,9,799,4797,2841,0.592,0.167,533,4
1.27,26,2.571,7,33,126,110,0.873,0.262,18,13
2.07,60,4.667,9,124,378,331,0.876,0.29,42,42
1.28,25,2.571,7,32,126,77,0.613,0.254,18,2
1.63,8,1.4,5,13,35,35,1,0.371,7,7
1.44,27,2.286,7,39,112,99,0.884,0.346,16,88
1.44,25,2.286,7,36,112,107,0.955,0.321,16,79
1.86,14,2.8,5,26,70,57,0.814,0.371,14,1
1.29,35,3.286,7,45,161,126,0.783,0.28,23,2
1.88,57,3.4,10,107,340,259,0.763,0.314,34,9
1.64,28,3,7,46,147,138,0.939,0.313,21,68
2.17,6,0.5,8,13,32,32,1,0.406,4,32
1.38,21,1.571,7,29,77,77,1,0.377,11,11
1.38,21,1.857,7,29,91,85,0.934,0.319,13,13
1.41,41,5.5,6,58,198,161,0.813,0.294,33,2
1.84,31,2.625,8,57,168,127,0.757,0.339,21,11
1.4,63,4.444,9,88,360,255,0.708,0.244,40,2
1.34,569,59.333,9,760,4806,2994,0.623,0.158,534,0
1.67,6,2.4,5,10,60,35,0.583,0.167,12,12
1.76,21,1.857,7,37,91,89,0.978,0.407,13,13
1.31,55,5.286,7,72,259,219,0.846,0.278,37,0.
1.53,15,1.833,6,23,66,66,1,0.348,11,11
1.85,13,1.857,7,24,91,80,0.879,0.264,13,80
1.97,60,4.1,10,118,410,283,0.69,0.287,41,7
1.39,39,3.375,8,54,216,168,0.778,0.25,27,11
1.28,18,1.429,7,23,70,57,0.814,0.329,10,10
2.22,9,1.167,6,20,42,41,0.976,0.476,7,41
2.44,36,2.4,10,88,240,207,0.863,0.367,24,2
1.26,42,4.833,6,53,174,168,0.966,0.305,29,29
1.67,24,2.125,8,40,136,109,0.801,0.294,17,85
1.38,21,1.857,7,29,91,78,0.857,0.319,13,13
2.44,25,1.875,8,61,120,94,0.783,0.508,15,8
1.33,15,1.833,6,20,66,64,0.97,0.303,11,11
1.39,186,11.7,10,258,1170,812,0.693,0.221,117,0.817
1.97,31,2.375,8,61,152,149,0.98,0.401,19,114
1.86,14,1.125,8,26,72,52,0.722,0.361,9,0.333
1.48,29,1.333,9,43,108,108,1,0.398,12,108
2.75,59,5,8,162,320,319,0.997,0.506,40,7
2.58,19,2.125,8,49,136,113,0.831,0.36,17,136
2.02,53,3.667,9,107,297,243,0.818,0.36,33,0.818
