RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,78,277,7,120,13,0,0,94,-6,6,8,14,1,30,0,0,0,42,91,2,2,0,49
0,74,155,16,38,17,0,0,100,-6,7,8,5,3,38,5,0,0,49,-8,1,3,0,99
1,78,365,16,92,13,1,0,94,35,6,6,7,1,48,16,0,0,0,-7,0,0,0,39
1,82,217,22,162,13,0,0,100,-6,7,8,17,0,19,0,1,1,6,-7,5,1,1,51
1,65,203,4,39,11,0,0,95,28,7,6,14,1,20,-6,0,1,6,-8,2,1,0,64
0,69,281,15,68,35,0,0,89,62,6,6,25,0,55,0,1,1,1,58,0,3,0,71
1,67,168,1,32,25,0,0,100,-6,7,8,27,2,51,0,5,5,10,65,3,1,0,40
0,60,130,6,53,13,0,1,79,11,4,2,22,3,58,0,0,0,37,77,7,3,1,100
0,85,358,10,85,11,0,0,99,-7,7,8,10,3,18,0,0,0,7,-8,2,1,0,51
0,64,260,2,109,13,2,1,87,34,0,3,14,3,56,-6,3,1,42,62,3,5,0,51
0,71,169,2,44,39,0,0,100,-7,7,8,16,7,17,0,0,1,61,45,3,3,1,59
0,76,155,14,49,10,0,0,74,38,6,5,16,0,29,-7,0,2,9,-8,0,1,0,43
0,-9,-8,-8,-3,-9,-8,2,-9,17,0,-9,15,-8,-7,-9,-9,1,-9,58,-8,1,-8,66
0,67,141,26,80,4,0,0,88,12,6,5,21,0,58,-6,0,0,-8,5,13,3,-8,76
0,68,146,20,120,12,1,0,93,3,0,6,33,0,26,-8,0,0,17,-7,2,9,0,57
1,86,256,5,112,38,0,0,100,-6,7,8,33,1,9,-8,0,4,7,-7,3,-8,0,28
0,58,177,6,79,18,0,0,100,-7,7,8,28,0,20,0,3,4,38,-8,7,1,3,39
0,65,268,14,129,14,4,0,86,2,4,6,15,0,31,0,0,1,52,60,5,7,-8,100
1,74,153,5,83,17,0,0,89,16,6,6,23,2,34,4,0,1,1,90,1,2,0,40
1,73,384,6,94,11,0,0,100,-6,7,8,7,0,19,0,0,1,5,-8,4,1,0,86
0,55,81,6,19,4,1,1,50,-6,5,5,13,2,32,-6,0,0,45,55,5,3,0,77
1,68,287,10,125,13,0,0,94,36,6,6,14,0,17,18,0,0,10,-7,2,1,0,100
1,64,341,1,21,31,0,0,100,-7,7,8,44,3,41,0,2,3,24,82,7,2,2,46
0,56,164,16,17,4,0,0,100,-6,7,8,4,0,31,0,1,2,77,-8,7,3,1,100
0,64,262,14,117,36,0,0,95,5,4,5,41,0,17,0,0,0,18,-7,12,0,4,68
1,71,373,2,70,9,0,0,99,-6,7,8,14,4,17,17,0,0,30,-8,3,1,0,42
1,83,193,5,81,4,0,0,100,-7,7,8,16,1,52,-6,1,2,0,-7,0,1,0,31
1,83,399,1,74,21,0,0,100,-7,7,8,31,2,24,1,0,1,3,25,3,1,0,46
1,82,199,12,75,32,0,0,100,-7,7,8,19,2,38,5,0,1,7,88,5,2,4,85
0,68,-5,17,51,11,7,1,54,62,6,2,14,0,51,7,0,0,11,-8,4,-8,0,57
1,58,69,6,44,9,0,0,100,-6,7,8,14,3,60,-6,3,5,41,67,3,2,1,85
0,57,141,14,53,17,0,0,84,8,4,4,22,0,16,2,0,0,51,-7,5,1,1,60
0,66,77,15,43,3,0,0,100,-6,7,8,5,0,61,0,0,1,13,26,4,1,1,100
1,69,202,3,68,22,2,1,88,13,6,2,25,1,30,0,2,2,12,-8,2,1,1,68
0,85,144,23,80,3,1,3,64,64,6,5,5,0,39,0,1,1,10,-8,0,-8,0,100
0,84,103,1,50,11,0,0,100,-6,6,8,23,5,31,0,5,0,11,86,1,2,0,52
1,65,317,5,37,23,0,0,100,-7,7,8,31,1,19,0,0,3,44,19,2,2,1,83
1,85,209,29,95,14,0,0,99,-6,7,8,39,0,33,0,0,0,-2,-7,1,2,0,81
0,76,385,6,128,22,0,0,100,-7,7,8,26,2,17,4,1,1,0,91,4,1,4,71
0,61,162,5,87,19,0,0,94,34,6,6,30,3,19,0,5,1,77,11,7,2,4,86
0,85,201,18,84,8,0,0,100,-6,7,8,16,0,19,5,0,0,13,-7,2,1,2,83
0,54,182,5,55,10,0,0,67,4,6,5,16,2,30,0,5,5,50,89,5,5,1,76
1,86,271,6,69,24,0,0,95,9,0,5,29,1,19,0,0,4,1,90,3,2,0,33
1,84,274,10,92,24,0,0,100,-6,7,8,27,0,52,19,0,0,18,-8,4,1,1,40
0,63,372,5,101,20,0,0,95,2,6,8,24,5,19,5,3,0,31,73,7,1,1,64
1,-9,-8,-8,-7,-8,-8,-8,-7,-9,-9,-9,-9,-8,-9,-9,-8,-9,-7,-9,-8,-9,-9,-8
1,65,248,10,111,32,0,0,95,2,4,6,34,1,18,8,0,0,10,91,4,5,2,31
1,65,247,2,74,26,1,1,76,32,6,4,28,4,63,0,0,3,22,79,6,1,0,31
1,88,152,86,93,22,0,1,73,66,6,6,29,1,35,16,0,0,5,72,0,2,0,85
0,56,159,2,91,35,1,1,89,2,3,3,15,7,47,-6,2,2,66,83,12,3,1,77
0,73,75,6,23,4,0,0,100,-6,7,8,5,2,18,0,1,2,47,-8,4,-8,0,85
1,56,151,6,44,22,0,0,95,7,6,6,30,1,42,4,0,0,44,58,5,4,2,72
1,87,163,9,95,24,0,0,94,33,6,8,19,0,32,0,1,1,8,-8,0,0,0,58
1,85,201,26,82,7,0,0,100,-7,7,8,14,2,19,0,0,0,0,-7,0,1,0,48
1,70,199,13,52,18,0,0,88,37,4,5,24,0,30,2,1,1,9,-8,2,1,0,75
0,-8,-9,-9,-9,-9,-8,-8,-8,-9,-9,-9,-9,-8,-9,-8,-9,-8,-9,-9,-8,-8,-8,-9
0,69,267,7,71,32,1,0,75,2,6,6,41,1,32,-7,0,1,12,91,2,5,0,53
1,81,421,20,123,23,0,0,96,15,6,6,35,1,23,5,0,0,8,-8,3,2,3,32
1,69,73,6,50,1,0,0,88,71,6,7,12,1,45,1,0,0,22,83,3,5,0,88
0,78,177,1,36,12,0,0,100,-7,7,8,26,3,18,-6,0,1,47,11,5,2,0,35
0,-9,-5,-8,69,4,0,0,85,-7,6,6,13,1,39,-8,-8,-8,-9,-8,3,-8,-8,83
1,76,191,1,15,4,0,0,100,-7,7,8,6,2,28,0,2,2,0,88,1,2,0,84
0,57,84,2,51,18,4,1,87,20,6,6,21,2,63,-6,3,1,29,62,0,3,1,66
1,89,278,10,123,24,0,0,99,-6,7,8,29,3,2,-7,0,0,0,-8,2,1,1,33
