age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
26.06519871393952,2,0,0,8,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.00853919342716,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.00849890466617,2,0,0,11,11,20,11,11,0,0,1.0,1.0,0.119360294117647
22.008111844783784,2,0,0,8,11,11,11,11,0,0,1.0,1.0,0.119360294117647
26.064268124572617,1,0,0,4,0,11,0,0,0,0,1.0,1.0,0.119360294117647
22.00523335669937,2,0,0,8,20,11,11,11,0,0,1.0,1.0,0.119360294117647
26.06403388919443,2,0,0,11,11,11,20,0,0,0,1.0,1.0,0.119360294117647
22.008921936656577,2,0,0,8,11,11,11,11,0,0,1.0,1.0,0.119360294117647
26.062304517487004,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.007426216404767,1,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.00728016964617,1,0,0,11,0,11,0,11,0,0,1.0,1.0,0.119360294117647
33.92064072386468,2,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
26.059343623503075,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.012270939914,2,0,0,8,0,11,0,0,0,0,1.0,1.0,0.119360294117647
33.92324520474025,2,0,0,8,0,0,11,0,0,0,1.0,1.0,0.119360294117647
22.00374842807997,2,0,0,8,11,20,0,0,0,0,1.0,1.0,0.119360294117647
26.069469738004827,2,0,0,11,0,0,0,0,0,0,1.0,1.0,0.119360294117647
26.064169666311955,2,0,0,20,0,11,11,0,0,0,1.0,1.0,0.119360294117647
32.22024864421968,1,0,0,11,11,11,11,11,0,0,1.0,1.0,0.119360294117647
26.06530828845541,2,0,0,8,11,20,20,0,0,0,1.0,1.0,0.119360294117647
22.01080615567509,2,0,0,11,20,11,11,11,0,0,1.0,1.0,0.119360294117647
26.064781060349937,2,0,0,20,11,11,0,0,0,0,1.0,1.0,0.119360294117647
26.064651635378254,2,0,0,8,11,11,11,0,0,0,1.0,1.0,0.119360294117647
22.00745283576471,2,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.004580103217577,2,0,0,11,20,11,0,11,0,0,1.0,1.0,0.119360294117647
22.00404411880796,2,0,0,8,0,20,20,0,0,0,1.0,1.0,0.119360294117647
22.00709527301091,1,0,0,11,11,11,20,11,0,0,1.0,1.0,0.119360294117647
32.22657245192532,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
33.91728704187117,2,0,0,20,11,2,11,0,0,0,1.0,1.0,0.119360294117647
26.067279041705103,2,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.006284461695955,1,0,0,8,0,20,11,0,0,0,1.0,1.0,0.119360294117647
26.065564756344077,1,0,0,11,0,11,20,11,0,0,1.0,1.0,0.119360294117647
33.924758913235515,2,0,0,4,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.057734942566785,2,0,0,11,0,20,0,11,0,0,1.0,1.0,0.119360294117647
22.002747684034624,1,0,0,20,0,20,11,11,0,0,1.0,1.0,0.119360294117647
22.00747585791385,2,0,0,20,0,11,0,0,0,0,1.0,1.0,0.119360294117647
32.21934228487849,2,0,0,11,11,20,0,0,0,0,1.0,1.0,0.119360294117647
22.01097954123579,1,0,0,11,0,20,0,0,0,0,1.0,1.0,0.119360294117647
26.06342090711999,2,0,0,11,14,11,20,11,0,0,1.0,1.0,0.119360294117647
26.060012186853697,2,0,0,11,0,0,15,11,0,0,1.0,1.0,0.119360294117647
22.006907498607003,2,0,0,8,0,20,11,20,0,0,1.0,1.0,0.119360294117647
22.010186715974847,2,0,0,11,20,11,11,0,0,0,1.0,1.0,0.119360294117647
22.006018987538702,2,0,0,4,0,11,0,0,0,0,1.0,1.0,0.119360294117647
26.06640641566908,1,0,0,20,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.06649455169274,2,0,0,8,0,20,11,0,0,0,1.0,1.0,0.119360294117647
26.067742748352096,2,0,0,8,0,11,0,11,0,0,1.0,1.0,0.119360294117647
33.92063266793868,2,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
33.91834800732528,2,0,0,11,11,11,0,0,0,0,1.0,1.0,0.119360294117647
26.062125069366765,1,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.062155242059543,2,0,0,8,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.06604434335568,2,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
33.917091282869386,2,0,0,8,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.00775931812511,1,0,0,4,0,11,20,0,0,0,1.0,1.0,0.119360294117647
33.91536892589073,1,0,0,20,0,11,11,5,0,0,1.0,1.0,0.119360294117647
33.92459054438213,2,0,0,11,0,11,0,0,0,0,1.0,1.0,0.119360294117647
22.00887301458966,2,0,0,11,11,11,11,11,0,0,1.0,1.0,0.119360294117647
22.008531999005555,2,0,1,8,0,11,0,0,0,0,1.0,1.0,0.119360294117647
22.006503891554928,1,0,0,20,0,0,0,0,0,0,1.0,1.0,0.119360294117647
22.004459956376763,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.00810536980434,2,0,0,6,0,11,11,11,0,0,1.0,1.0,0.119360294117647
26.064854904045436,2,0,0,8,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.006949945694476,2,0,0,11,11,20,11,0,0,0,1.0,1.0,0.119360294117647
26.063047718551356,2,0,0,20,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.064421370091228,1,0,0,11,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.062981021019937,2,0,0,8,0,2,11,0,0,0,1.0,1.0,0.119360294117647
32.223796029549774,2,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.009744978488264,2,0,0,8,0,11,11,11,0,0,1.0,1.0,0.119360294117647
26.064049769559052,2,0,0,20,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.064356260596277,1,0,0,11,0,20,11,0,0,0,1.0,1.0,0.119360294117647
26.061855103168178,1,0,0,11,0,20,0,0,0,0,1.0,1.0,0.119360294117647
33.92643776821377,2,0,0,11,11,11,0,11,0,0,1.0,1.0,0.119360294117647
26.06401483275688,1,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
33.925280937240274,2,0,0,20,11,20,20,0,0,0,1.0,1.0,0.119360294117647
32.23385040593215,2,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
17.0,2,0,0,11,0,20,11,0,0,0,1.0,1.0,0.119360294117647
22.008119758647556,2,0,0,8,11,11,11,11,0,0,1.0,1.0,0.119360294117647
26.063200964069964,2,0,0,8,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.06608642632193,2,0,0,8,0,11,20,0,0,0,1.0,1.0,0.119360294117647
22.006183020351315,2,0,0,8,11,11,20,11,0,0,1.0,1.0,0.119360294117647
26.06021863159379,2,0,0,8,0,11,0,11,0,0,1.0,1.0,0.119360294117647
26.06431655968472,1,0,0,11,0,11,0,0,0,0,1.0,1.0,0.119360294117647
22.00611251501958,2,0,0,11,11,11,20,11,0,0,1.0,1.0,0.119360294117647
22.007304630679634,1,0,0,11,11,20,11,11,0,0,1.0,1.0,0.119360294117647
33.92083406608866,2,0,0,11,11,11,20,0,0,0,1.0,1.0,0.119360294117647
26.063239870963287,2,0,0,11,11,11,11,0,0,0,1.0,1.0,0.119360294117647
33.91906256796141,2,0,0,11,11,11,0,0,0,0,1.0,1.0,0.119360294117647
26.063918756550915,2,0,0,8,0,20,0,11,0,0,1.0,1.0,0.119360294117647
26.06532813891119,2,0,0,11,0,0,11,0,0,0,1.0,1.0,0.119360294117647
26.060481451628306,2,0,0,8,11,20,11,0,0,0,1.0,1.0,0.119360294117647
33.920994379016044,2,0,0,8,11,0,11,11,0,0,1.0,1.0,0.119360294117647
22.005390914532533,2,0,0,8,0,20,0,11,0,0,1.0,1.0,0.119360294117647
22.00859387103136,1,0,0,20,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.065906978201696,1,0,0,11,0,20,0,0,0,0,1.0,1.0,0.119360294117647
33.919963220488135,2,0,0,8,0,2,11,11,0,0,1.0,1.0,0.119360294117647
22.00579524102677,1,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
33.91882330695923,2,0,0,11,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.069029851904773,2,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
33.923053473701465,2,0,0,20,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.065540141778907,1,0,0,8,11,20,20,11,0,0,1.0,1.0,0.119360294117647
22.009031291864986,1,0,0,11,11,20,11,0,0,0,1.0,1.0,0.119360294117647
26.06271343687604,2,0,0,8,11,11,20,11,0,0,1.0,1.0,0.119360294117647
26.068283474767505,1,0,0,20,11,11,0,0,0,0,1.0,1.0,0.119360294117647
26.064526180497737,2,0,0,8,0,11,20,0,0,0,1.0,1.0,0.119360294117647
32.22604042377074,2,0,0,8,0,2,11,0,0,0,1.0,1.0,0.119360294117647
22.00487219673477,2,0,0,11,0,2,11,11,0,0,1.0,1.0,0.119360294117647
33.91850832025266,1,0,0,8,11,11,20,0,0,0,1.0,1.0,0.119360294117647
26.06404897554082,2,0,0,8,0,11,0,11,0,0,1.0,1.0,0.119360294117647
22.00885502853565,2,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
33.91671023756962,2,0,0,11,0,11,20,11,0,0,1.0,1.0,0.119360294117647
26.065378956077986,2,0,0,8,20,20,11,0,0,0,1.0,1.0,0.119360294117647
22.010427009656475,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.00372756425731,2,0,0,11,11,0,11,0,0,0,1.0,1.0,0.119360294117647
22.00898524756671,2,0,0,11,0,2,11,0,0,0,1.0,1.0,0.119360294117647
26.0594309655085,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.00772334601708,2,0,0,11,0,11,20,11,0,0,1.0,1.0,0.119360294117647
22.00209586943716,1,0,0,8,11,11,11,11,0,0,1.0,1.0,0.119360294117647
22.009770878406044,2,0,0,8,11,20,11,0,0,0,1.0,1.0,0.119360294117647
22.008314727473063,2,0,0,20,0,11,15,0,0,0,1.0,1.0,0.119360294117647
26.064202221059432,2,0,0,8,0,20,11,11,0,0,1.0,1.0,0.119360294117647
26.06559810510978,2,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.008980211471584,2,0,0,20,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.06520189001244,2,0,0,8,11,2,11,0,0,0,1.0,1.0,0.119360294117647
26.06104282251772,1,0,0,8,0,11,11,11,0,0,1.0,1.0,0.119360294117647
33.91782034417232,2,0,0,11,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.06304930658781,1,0,0,8,0,0,11,0,0,0,1.0,1.0,0.119360294117647
26.063528893599425,2,0,0,4,0,11,0,11,0,0,1.0,1.0,0.119360294117647
26.065241590924,2,0,0,20,11,20,20,0,0,0,1.0,1.0,0.119360294117647
22.011389623267316,2,0,0,11,0,2,11,11,0,0,1.0,1.0,0.119360294117647
26.064328469958184,1,0,0,8,0,11,20,11,0,0,1.0,1.0,0.119360294117647
22.007601760291948,2,0,0,11,0,20,11,0,0,0,1.0,1.0,0.119360294117647
26.06279680879031,2,0,0,8,0,11,11,0,0,0,1.0,1.0,0.119360294117647
26.064189516767733,1,0,0,8,0,2,0,0,0,0,1.0,1.0,0.119360294117647
22.008720492851623,2,0,0,11,11,11,11,0,0,0,1.0,1.0,0.119360294117647
22.007648524032383,2,0,0,11,11,11,0,0,0,0,1.0,1.0,0.119360294117647
26.06779038944596,1,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.00791615651611,2,0,0,8,0,11,11,11,0,0,1.0,1.0,0.119360294117647
26.062959582527697,2,0,0,20,0,11,11,11,0,0,1.0,1.0,0.119360294117647
22.008164364061507,1,0,0,11,0,11,11,11,0,0,1.0,1.0,0.119360294117647
26.061156367124774,2,0,0,20,0,2,11,0,0,0,1.0,1.0,0.119360294117647
22.01065938947434,2,0,0,11,0,11,11,0,0,0,1.0,1.0,0.119360294117647
22.006008195906297,1,0,0,11,0,20,11,11,0,0,1.0,1.0,0.119360294117647
22.005703871872377,2,0,0,20,0,11,0,11,0,0,1.0,1.0,0.119360294117647
26.07008033802457,1,0,0,11,0,11,0,11,0,0,1.0,1.0,0.119360294117647
26.060665663857925,2,0,0,11,0,11,0,0,0,0,1.0,1.0,0.119360294117647
26.06198214608516,1,0,0,11,11,11,11,0,0,0,1.0,1.0,0.119360294117647
22.005607466622862,2,0,0,20,0,11,20,0,0,0,1.0,1.0,0.119360294117647
26.06806511975394,2,0,0,11,0,20,20,11,0,0,1.0,1.0,0.119360294117647
33.916843160348606,2,0,0,8,0,11,20,0,0,0,1.0,1.0,0.119360294117647
22.00704491205967,2,0,0,11,11,2,11,11,0,0,1.0,1.0,0.119360294117647
26.06362973391478,1,0,0,20,11,11,11,0,0,0,1.0,1.0,0.119360294117647
26.067470400098813,1,0,0,8,0,11,0,11,0,0,1.0,1.0,0.119360294117647
26.062626888888847,2,0,0,4,20,20,20,0,0,0,1.0,1.0,0.119360294117647
26.061094433702745,2,0,0,8,0,20,11,11,0,1,1.0,1.0,0.119360294117647
33.92354971874302,2,0,0,8,0,11,0,0,0,0,1.0,1.0,0.119360294117647
33.92334832059304,2,0,0,8,11,11,0,11,0,0,1.0,1.0,0.119360294117647
22.006149206569766,2,0,0,11,0,11,20,11,0,0,1.0,1.0,0.119360294117647
26.06390287618629,2,0,0,8,0,11,0,0,0,0,1.0,1.0,0.119360294117647
22.00370022545521,1,0,0,4,0,2,0,0,0,0,1.0,1.0,0.119360294117647
22.00804565610501,2,0,0,11,0,11,0,11,0,0,1.0,1.0,0.119360294117647
22.00357432307711,2,0,0,20,0,20,11,0,0,0,1.0,1.0,0.119360294117647
22.00921834682673,2,0,0,11,11,2,20,0,0,0,1.0,1.0,0.119360294117647
