fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.8,2822,5,1339054,264,3.4,357,0,83,3352,121329,0.99,601754
0.6,510,10,1032922,172,3,324,8,78,3158,884253,2.2,1037534
0.4,506,2,1544602,149,2.6,195,0,92,2840,151856,0.4,58645
2.6,206,6,1807831,34,2.8,42,0,84,614,37639,3.2,123885
0.2,599,0,1768939,72,2,123,0,88,1743,50785,0.2,132643
2.2,153,28,1528545,114,3.4,176,14,85,3249,66787,3,105907
0.2,8243,0,1863248,14,1.2,10,0,98,160,15347,0.2,417
4.21,192,10,1512654,176,3,209,2,87,2281,69636,3.81,87319
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
0.2,134,19,1740048,47,2,72,28,95,1214,20259,0.2,268090
0.6,320,1,993243,91,2,135,0,91,2822,26976,0.8,9222
0.2,413,0,1755965,40,1.2,43,0,97,323,18515,0.2,18670
0.6,1350,1,1072680,52,1,85,0,94,1019,15136,0.8,19481
0.2,557,0,1753858,34,1,36,0,96,226,11029,0.2,8579
2.61,1562,11,1536163,179,3.4,224,0,87,3448,100167,2.81,126356
0.2,173,18,1804960,50,3,95,28,96,621,23182,0.2,9099
1.6,599,22,1017939,70,1,96,19,90,924,21418,2,22095
4.2,4175,5,1820453,103,2,107,0,89,1798,50292,8.6,53830
1.2,618,2,1060890,160,1,165,0,87,3428,115856,1.8,104253
0.2,1604,2,1074878,31,1.8,53,2,94,684,13361,0.2,15437
0.8,115,2,991750,50,2,56,0,95,615,21759,1.2,6053
0.4,195,0,1745765,48,1.2,43,0,97,195,12799,0.2,431
1.2,154,12,1024456,73,214,87,4,89,2502,28627,1.40,26850
0.4,740,2,1037148,54,1.2,93,0,95,1111,21642,0.4,47446
0.2,130,6,1054803,134,1,103,2,87,2003,16856,0.2,53400
0.8,127,12,1075939,131,1,266,2,82,4312,37658,0.8,367000
1.6,512,9,1096037,231,1.5,433,5,81,3414,110155,6.01,323068
0.4,905,2,1072788,112,2,144,0,92,2799,60559,0.4,28255
0.2,6276,1,1722750,80,3,131,0,97,458,50173,0.2,126419
0.4,7293,1,1847200,26,1,28,1,97,223,15120,0.4,24126
0.2,134,1,1035008,88,2,102,0,96,1277,23513,0.2,15791
0.6,3108,3,1539470,115,4.2,157,0,90,3051,69347,0.8,306491
0.8,963,36,973830,58,2.2,79,47,91,1129,23459,3.4,4547
0.4,165,1,1065461,119,1,164,0,92,1250,32263,0.6,23556
0.4,476,11,1744205,88,1.6,132,10,92,2451,24342,0.4,105997
0.8,237,2,1105134,129,3.6,266,1,88,3516,29827,2,131367
1.8,83,11,17,206,202,238,5,0,2106,45932,1.8,210135
0.8,951,3,1036811,60,1.7,103,1,92,877,23350,3.59,30057
0.4,476,11,1065214,119,2,134,8,92,2470,96726,0.8,115128
1.4,839,6,1631088,58,4,59,0,95,1984,5422,4.2,2161
0.8,517,4,1068305,55,2.8,81,0,90,1723,28012,0.8,141172
0.2,292,20,1751803,64,1.2,33,29,93,405,22990,0.2,4223
0.4,331,2,1061110,190,1,312,0,81,5708,77839,0.4,116279
0.2,8494,0,1866072,12,1,12,0,99,152,2545,0.2,699
1.6,267,66,1296597,255,6.2,432,66,77,4337,80259,1.8,402075
1.2,789,11,1070667,134,1,162,5,89,2446,57619,1,116298
0.2,5270,1,1856600,20,1,19,1,98,195,8471,0.2,10186
0.4,159,1,1713203,47,3.2,47,0,96,1253,18075,0.4,29848
0.2,7559,13,1874697,16,1,11,19,97,160,9927,0.2,431
0.2,174,2,1056603,118,2.3,272,0,91,2180,33013,0.2,184630
3.8,248,6,1017672,301,1,270,0,86,2477,51372,1.4,174834
0.2,174,0,1751042,80,1.6,80,0,89,2313,50799,0.2,50539
1.8,322,70,1005157,168,1.5,187,61,88,2612,101269,0.8,131110
0.4,174,2,1058572,164,1.2,228,0,90,3040,104051,0.4,101791
1.4,3304,11,1552322,92,3.4,102,1,93,1814,17951,1.8,17514
0.2,130,6,1054803,134,1,103,2,87,2003,16856,0.2,53400
0.8,127,12,1075939,131,1,266,2,82,4312,37658,0.8,367000
0.2,381,2,1036560,33,1,47,1,97,881,21761,0.2,206756
3.99,562,17,1008137,275,3.4,338,12,78,5003,84761,2.79,231913
0.8,262,1,1118331,115,2,196,0,88,2425,23903,1.2,37206
1.2,516,62,1073614,132,2,179,75,87,2386,24460,1.2,137007
2,1088,4,1438955,217,3.2,251,0,85,2784,175251,7.6,197593
