fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
1.6,2331,5,1008155,142,1,173,2,92,1393,47119,0.6,243241
2.8,458,14,1238195,353,4.6,577,0,79,3504,196088,1,262171
0.4,573,5,1039014,58,2,114,2,92,1039,24485,0.4,181683
2,3715,2,1821424,19,2.2,59,0,90,421,14135,2,229648
2.4,78,34,23,151,267,385,16,0,1643,53378,2.6,269472
0.4,613,28,1629587,172,2.6,247,2,89,3573,224467,0.4,237604
0.2,136,1,1057377,75,1,104,1,94,2034,29007,0.2,15537
1.6,700,2,1753613,46,2.2,98,0,93,523,15576,0.6,91754
0.2,4110,1,1779558,55,2,69,0,95,1365,22840,0.2,1785
0.4,315,3,1023329,82,2,109,1,95,1994,67049,0.4,17083
0.6,1852,3,1541386,154,4.2,176,3,93,2809,231457,0.6,52248
6.6,127,8,1104622,171,1,170,1,76,2048,51260,19.6,51034
0.6,308,4,1070267,151,1.2,194,0,92,2995,38323,0.6,49085
0.2,4107,0,1772576,43,1.2,39,0,95,1317,14072,0.2,1355
1.6,289,60,1006811,212,2,266,76,82,4799,184240,2.4,174809
0.2,1147,2,1056250,221,2,220,2,95,2379,54657,0.2,23448
0.2,541,5,1045891,214,1,315,3,88,2839,136342,0.2,220559
0.8,180,3,994023,112,2,143,2,91,1470,28630,0.8,103827
0.2,7582,10,1871294,22,1.4,38,9,97,264,46982,0.2,253534
0.2,999,1,1754632,40,1.6,69,0,91,846,5809,0.2,23199
0.2,7252,0,1862464,16,1.2,14,0,98,160,11036,0.2,448
0.2,6460,0,1871616,20,1.2,10,0,98,139,2724,0.2,3693
0.2,963,17,1719530,51,3,96,28,95,385,17257,0.2,337307
2.2,126,12,1222896,88,2.4,176,3,84,1907,10649,6.6,216894
0.6,161,7,1322861,142,5.8,206,1,90,3910,138017,0.4,193035
1.8,843,8,1038462,136,2,224,5,88,1963,63613,1.6,146310
0.6,509,19,1022387,103,4,129,16,92,1005,25454,0.4,19483
0.2,6356,0,1857711,18,1,15,0,97,217,7965,0.2,5637
0.2,183,0,1136872,121,1,228,0,92,2355,25019,0.2,29610
1.4,275,10,1063549,257,2.6,321,2,72,3731,501134,1.2,479961
0.2,7358,0,1874496,25,1,46,0,96,264,28155,0.2,256267
3.01,194,33,1005643,109,2,155,43,88,2829,36984,3.21,105461
0.2,7306,0,1867538,11,1,10,0,99,139,4013,0.2,444
6.19,114,30,1086571,123,2.2,148,1,70,3984,28623,18.93,74308
0.2,341,0,1741277,95,1.4,101,0,95,2327,14758,0.2,5049
3.2,623,44,1059738,176,1.3,276,56,84,2576,39244,3.4,132269
0.2,172,1,1714160,30,3.2,32,0,96,1132,22916,0.2,5381
0.2,134,2,1012024,79,3,152,0,94,1685,24932,0.2,27226
0.2,4643,20,1848048,27,1,38,28,97,203,8620,0.2,5042
0.6,6879,2,1853251,44,1.6,71,1,92,1134,170027,0.8,178516
0.6,249,7,1014550,116,1.3,162,4,91,3206,50411,0.6,16952
0.6,5905,3,1835992,38,1.4,86,2,97,487,10753,0.6,276033
0.8,180,1,1715832,60,3.2,73,0,94,699,8481,0.8,179006
0.2,7544,1,1879211,23,1.2,11,1,98,213,14277,0.2,7001
0.4,4218,1,1723419,149,3.2,113,0,87,2409,40149,0.4,224873
2.2,130,15,1006898,179,2.2,396,10,76,5598,56442,4.2,237376
0.8,238,3,1085870,120,2,146,1,90,1997,26992,1,40159
0.2,853,8,1711483,61,2.2,65,7,96,1375,36713,0.2,3486
0.2,789,2,1014642,69,1.5,76,1,96,801,54634,0.2,110982
0.2,279,1,1745638,32,1,35,0,97,298,11266,0.2,11349
10.18,131,57,1097941,36,1.3,92,20,72,1131,47142,27.14,109458
0.8,521,1,1760613,17,2.4,31,0,97,295,13475,4.2,71244
0.2,7738,1,1882360,22,1,15,1,98,195,9542,0.2,10279
0.2,92,7,8,111,170,118,5,0,1790,35785,0.2,43161
0.2,1026,1,1748212,36,1.2,147,1,95,628,236361,0.2,229319
0.8,342,3,1744080,21,1.8,51,1,93,1210,28652,1.6,33788
1.6,347,6,1014554,243,2,254,1,81,2816,411623,1.4,278537
0.4,677,37,1744016,32,1.2,49,52,95,620,17990,0.4,44741
0.2,92,1,8,101,303,76,0,0,1623,29676,0.2,16951
0.2,1266,1,1749158,61,1.4,269,1,93,443,201166,0.2,834877
1.2,338,15,972603,149,1.0,202,11,77,1636,457506,2.4,500524
11.6,133,45,1093946,110,2.2,176,0,63,2842,34936,34.2,115068
7.8,987,8,1763602,174,3.2,203,1,74,1845,47321,3.4,269044
0.2,7360,0,1864896,20,1.2,80,0,97,332,06050,0.2,151317
0.8,138,3,1100158,654,1.7,837,2,85,3946,114292,1.8,232632
0.2,1852,0,1770992,50,1,34,0,96,438,25435,0.2,1355
0.2,272,32,1031914,86,1,125,45,91,1599,35528,0.2,364792
2.19,720,20,1073061,357,1.5,397,14,81,4341,41749,0.4,84170
0.4,224,4,1102240,123,2.6,166,2,92,1855,3072,0.6,331384
1,834,7,1018071,129,2.5,158,2,90,2007,67560,1.4,43462
0.4,289,2,1002056,298,1.3,355,1,83,5082,56288,0.4,100188
0.6,1314,1,17430,38,2,47,0,97,460,11458,0.6,13341
0.4,331,2,1102240,166,1.5,237,1,92,3720,33728,1.8,101064
1.2,553,81,1641323,129,3,146,110,87,2744,30768,1.6,39019
0.4,88,7,11,169,1963,259,5,1,2322,636285,0.8,620416
0.2,7549,17,1870232,17,1,17,18,98,197,4909,0.2,439
0.8,257,3,1372645,246,4.2,350,1,86,3873,166961,0.8,346259
0.2,424,11,1004774,214,3.6,395,11,87,4104,252418,0.2,274620
8.2,219,17,1022181,119,2,209,0,69,3376,27988,27,1008337
2.2,5253,4,1850772,26,1.2,27,1,91,388,11442,2.2,169375
0.4,786,4,1010237,166,3.7,199,2,89,2572,123179,0.8,21839
1.2,387,15,997587,248,3,275,11,81,4050,178959,0.8,357139
0.2,256,0,1756335,21,1,16,0,98,156,7606,0.2,436
0.2,5737,1,1834352,26,2,37,1,98,233,32639,0.2,13001
1,564,3,1074150,141,1.5,204,0,90,2899,49053,0.4,27681
0.2,794,4,1413640,75,2.2,73,4,95,1499,15653,0.2,4487
0.4,300,2,1066402,180,1.2,204,0,91,3525,104039,0.4,108185
0.2,253,0,1751316,45,1,62,0,97,896,30845,0.2,7625
0.2,953,0,1756312,45,1.2,73,0,96,497,18920,0.2,26720
1.6,700,2,1755360,85,2.2,41,0,95,726,60991,1.6,40348
0.2,265,0,1750558,34,2,41,0,96,1137,17983,0.2,2697
0.2,419,5,1013560,103,1,144,4,93,3456,59407,0.2,60925
0.6,240,1,1750590,37,1,41,1,96,300,5724,0.6,2405
0.6,265,11,1519661,118,3.8,211,1,89,3623,18299,0.6,62211
0.6,256,4,1077818,303,1,303,2,84,4386,63574,1,182339
0.6,256,3,1077818,333,1.5,429,1,84,4319,53617,2,237660
0.2,1334,0,1769175,61,1.4,84,0,94,1206,29247,0.2,11915
0.2,4592,0,1731704,24,2,40,0,98,615,9089,0.2,17074
0.2,7364,1,1860088,20,1,16,1,98,148,5244,0.2,7573
0.6,147,1,1053570,148,1,197,0,90,1511,119958,1,108363
0.2,128,27,1750642,138,2.4,197,39,86,2461,320738,0.2,320030
0.8,222,6,1021294,48,1,65,4,95,796,21727,1,35503
0.6,260,5,979159,84,2,147,3,91,1542,32989,0.8,273044
0.2,1298,0,1752780,54,2,85,0,89,1135,21349,0.2,5742
3.58,251,14,1310462,251,5.18,358,4,74,3365,203577,12.38,536693
0.8,2524,48,1575485,91,4.2,157,59,93,1137,123332,0.8,130417
0.2,328,5,1061008,204,1.5,354,4,92,2317,101404,0.2,110182
2.4,1604,14,1538354,81,3.2,113,11,93,1335,51822,3.6,231645
2,848,13,1066937,129,1,155,7,88,2883,30794,2.6,134684
0.2,690,3,1759430,42,2,55,2,97,447,18322,0.2,18301
0.4,227,0,1011718,57,1,78,0,95,857,13722,0.6,2130
0.2,480,0,1718792,37,2,40,0,98,246,6516,0.2,1045
2,227,5,1001210,219,2.2,254,2,84,5194,55165,2.4,97758
2.2,335,14,1063077,117,2.2,144,3,88,1522,70633,4.19,196094
0.2,160,0,1751080,60,2,58,0,94,513,23588,0.2,160404
0.6,47,8,13,186,628,255,4,0,2113,529184,0.6,661272
0.4,95,3,5,151,539,224,2,88,1986,121390,0.4,85145
0.4,72,3,6,96,147,119,2,91,1610,18632,0.6,177455
0.2,1984,0,1774875,56,1.6,92,0,88,1106,62151,0.2,159489
0.6,93,2,7,49,336,68,1,0,1446,31328,2,49785
0.8,374,39,1075910,123,1,176,54,87,1698,61094,0.8,147494
0.6,272,2,1535600,113,2,95,1,95,1584,95737,0.6,44283
0.2,2083,3,1707746,62,2.2,96,2,95,332,146211,0.2,151611
1.8,399,9,1386010,183,2.2,199,2,87,2398,39900,1.8,179298
0.4,281,10,977450,118,3.2,158,9,93,1556,28794,0.4,348399
2.4,1638,36,1036090,213,2,287,27,79,3566,214738,3.41,360514
0.2,136,1,1058100,111,2,136,0,93,1274,35880,0.2,164691
0.2,498,0,1745610,60,3.2,95,0,95,332,146211,0.2,151315
0.2,464,9,979176,89,1.5,126,9,95,1256,29944,0.2,15766
0.2,7233,15,1847203,28,1,44,22,95,261,38179,0.2,93708
0.2,3917,0,1721176,137,3.2,109,0,93,2254,17569,0.2,50288
0.6,979,1,1127992,185,2.5,280,0,88,2295,28072,0.6,177334
6,118,42,1078253,144,1.8,302,10,75,3388,53947,17.2,229879
