checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
3,12,1,9,1342,1,2,4,0,1,4,0,33,1,1,1,1,1,0,1,0
1,18,1,6,1462,1,2,4,0,2,3,0,23,1,1,1,1,1,0,1,0
2,30,1,2,1424,1,0,4,3,2,4,3,39,1,1,1,1,0,1,1,1
0,9,1,4,2846,4,3,4,3,2,2,1,23,1,1,2,1,1,1,1,0
3,24,3,4,1364,4,0,2,3,2,3,1,33,1,1,2,1,1,0,1,0
3,12,3,6,1231,1,0,4,2,2,4,0,40,1,1,1,0,1,0,1,1
1,30,3,6,1349,1,3,4,3,2,4,2,34,1,2,2,1,1,0,1,1
1,30,1,6,1553,4,2,2,3,2,2,0,28,1,1,2,1,1,1,1,0
3,48,3,6,664,1,0,1,0,2,3,3,25,1,1,1,3,1,1,1,1
3,24,1,6,5493,1,1,3,3,2,1,0,28,1,1,1,1,1,0,1,1
3,15,3,0,5358,1,2,4,3,2,4,0,35,1,1,1,1,1,0,1,1
2,24,3,6,3835,1,0,4,3,2,2,3,37,1,1,2,1,1,1,1,1
3,12,3,6,1209,3,2,4,3,2,4,3,26,1,1,2,1,1,1,1,0
2,36,1,4,3569,1,2,4,2,2,4,1,37,1,1,1,1,1,0,1,0
3,12,3,4,1446,1,2,2,3,2,4,3,65,0,1,1,1,1,1,1,0
1,9,3,6,4594,4,0,3,0,2,4,2,42,1,1,1,1,1,0,1,0
1,18,3,6,1344,1,3,4,0,2,2,3,28,1,1,1,1,1,1,1,1
2,24,3,4,6657,1,2,4,0,2,4,0,20,1,1,1,3,1,0,1,1
3,24,1,6,1551,1,1,1,3,2,2,1,23,0,1,1,1,1,0,1,1
3,48,3,6,2484,1,0,4,3,2,3,2,34,1,1,1,1,1,0,1,0
2,36,1,6,3927,4,2,4,3,2,4,0,39,0,1,1,1,1,0,1,0
2,36,3,9,1201,1,0,3,0,2,4,0,26,1,1,1,3,1,0,1,1
1,21,3,9,1410,1,0,4,3,2,4,0,47,1,1,1,1,1,0,1,1
3,24,3,4,1412,4,2,4,0,2,4,3,31,1,1,2,1,1,0,1,1
3,24,3,9,7823,1,2,1,3,2,4,0,61,1,1,1,3,1,0,1,1
3,15,3,4,3095,1,2,4,2,2,4,3,26,1,0,2,1,1,0,1,1
3,15,1,6,976,1,4,4,3,2,4,3,28,1,1,2,0,1,0,1,1
3,21,4,4,7590,1,2,4,0,2,4,0,63,1,1,1,1,1,0,1,0
3,24,3,6,1383,1,0,4,0,2,4,3,28,1,1,1,1,1,0,1,1
2,18,3,6,2482,1,2,4,2,2,4,0,24,0,0,1,1,1,1,1,1
2,24,1,4,946,4,1,4,0,2,4,0,31,0,1,1,1,1,0,1,1
3,48,3,4,7763,1,0,2,3,2,4,3,26,1,1,1,1,1,1,1,1
1,12,1,6,1401,4,1,4,0,2,2,3,23,1,1,1,1,2,0,1,0
3,15,3,4,11962,3,3,2,2,2,2,2,58,1,0,1,1,1,0,1,1
0,24,0,6,1455,1,0,4,3,2,3,3,27,1,1,1,1,1,0,1,0
2,48,1,0,7782,1,2,2,3,2,2,3,33,1,1,2,3,2,1,1,0
3,24,1,4,1829,1,2,2,3,2,4,3,23,1,2,2,1,1,1,1,1
3,24,4,3,4366,2,0,3,0,2,4,3,28,1,1,1,1,2,0,1,0
1,60,3,2,2053,1,2,4,1,2,4,0,43,1,1,1,1,1,0,1,0
1,6,3,4,9758,4,3,2,3,2,2,1,47,1,0,1,3,1,1,1,1
3,12,3,0,1409,4,0,4,3,2,4,1,39,1,1,1,1,1,0,1,1
3,12,3,6,1222,1,2,4,3,2,2,3,36,1,1,1,0,1,1,1,1
3,48,3,6,1410,1,0,4,3,2,2,3,33,1,1,1,0,1,0,1,1
3,12,1,3,3515,1,2,2,3,2,3,0,34,1,1,2,0,1,0,1,1
3,18,3,6,2880,1,3,4,1,2,2,1,26,1,1,1,1,1,0,1,0
3,12,3,4,1258,1,0,4,3,2,4,3,35,1,1,1,1,1,0,1,1
3,18,1,6,973,1,2,3,0,2,4,3,29,1,1,2,1,1,0,1,1
3,10,3,4,2931,1,2,4,3,2,3,0,30,1,1,1,1,1,0,1,1
3,36,3,3,1864,1,2,4,3,2,4,3,25,1,1,2,3,1,1,1,1
0,12,3,3,1229,1,0,2,0,2,4,3,25,1,1,1,1,1,0,1,1
1,12,0,6,1301,1,1,4,0,2,4,3,30,1,2,1,1,1,1,1,0
3,24,4,4,1759,4,2,4,3,2,4,3,31,1,1,1,1,1,0,1,1
3,9,2,4,2133,1,0,4,3,2,4,3,26,0,1,2,1,1,1,1,1
3,36,3,0,762,2,3,4,0,2,4,0,23,1,1,1,0,1,0,1,1
3,12,3,8,1530,1,0,4,3,2,4,3,48,1,1,2,1,1,0,1,0
3,12,3,4,4335,1,3,2,0,2,4,3,52,1,2,1,1,1,0,1,0
3,36,3,6,1401,1,0,3,3,2,4,1,25,1,1,1,1,1,1,1,1
2,36,1,9,1401,1,2,4,3,2,4,3,29,1,1,1,1,1,0,1,1
3,15,3,6,1659,2,2,4,0,2,1,2,24,1,1,3,3,1,0,1,0
2,36,3,4,776,1,2,4,3,2,4,2,22,1,1,1,1,1,0,1,1
2,24,3,6,6055,1,3,4,3,2,2,0,23,1,1,1,1,1,1,1,0
3,24,3,3,1220,1,2,4,0,2,4,3,22,1,1,1,1,1,0,1,0
3,15,1,3,7998,1,0,4,0,2,4,0,26,1,2,1,1,1,1,1,1
3,18,1,6,8579,1,1,4,0,2,2,3,35,1,1,1,1,1,0,1,0
1,18,3,4,1422,4,3,4,0,2,4,0,24,1,1,1,1,1,0,1,0
3,24,3,6,1202,1,1,2,3,2,2,3,28,1,1,3,1,1,0,1,1
3,15,3,4,2875,1,2,4,3,2,2,3,29,1,1,1,1,2,1,1,1
3,24,3,4,6887,1,2,4,0,2,4,0,23,1,1,2,1,2,0,1,1
3,12,3,6,2055,1,0,4,2,2,1,0,36,1,1,1,1,1,0,1,1
