,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.09356615468415362,0.1524198557719352,0.11281017183925746,0.023803451129016162
sanity.close_values_probability.score,0.7154150197628458,0.8715415019762845,0.8114624505928854,0.06366581696318599
sanity.distant_values_probability.score,0.001976284584980237,0.01383399209486166,0.005138339920948616,0.0051535196879072325
stats.jensenshannon_dist.marginal,0.011278744583035363,0.011967273553946224,0.011650960128372849,0.00025771866954584573
stats.chi_squared_test.marginal,0.7498880431074135,0.8747719974492347,0.8164279899514634,0.047437428579775565
stats.inv_kl_divergence.marginal,0.8948530594411211,0.921491368286066,0.9121929915304012,0.010890576894200373
stats.ks_test.marginal,0.8888201278535129,0.8993639615750237,0.8927447730240223,0.004235092708795683
stats.max_mean_discrepancy.joint,0.004439338771924378,0.004628804478611871,0.004515932596292972,7.136527704066659e-05
stats.wasserstein_dist.joint,0.5649203360598873,0.7524565372656123,0.6436544600261143,0.07271656862620737
stats.alpha_precision.delta_precision_alpha_OC,0.7184792219274978,0.8027914614121511,0.7632563292167085,0.030383207090382332
stats.alpha_precision.delta_coverage_beta_OC,0.5615,0.6477453580901857,0.608171952931191,0.0356896916474782
stats.alpha_precision.authenticity_OC,0.3675,0.41836734693877553,0.3874060565299887,0.020562166565498263
stats.alpha_precision.delta_precision_alpha_naive,0.7406666666666666,0.8891246684350133,0.8167980601178456,0.059844666197363026
stats.alpha_precision.delta_coverage_beta_naive,0.6062925170068026,0.699409282700422,0.646796416528536,0.033720753314005474
stats.alpha_precision.authenticity_naive,0.24556962025316456,0.3112244897959184,0.2798385491791989,0.031182032714760523
stats.prdc.precision,0.9787798408488063,0.9975,0.9912348651846999,0.0072665879093623586
stats.prdc.recall,0.9881422924901185,0.9920948616600791,0.9905138339920949,0.0016534783133084932
stats.prdc.density,1.063660477453581,1.1895,1.1365916265750837,0.04822188535430515
stats.prdc.coverage,0.9861660079051383,0.9980237154150198,0.9936758893280633,0.005302928009880951
performance.linear_model.gt,0.911448404373138,0.911448404373138,0.911448404373138,0.0
performance.linear_model.syn_id,0.8337830883594274,0.8611970974675597,0.8497110509632775,0.010303150035340224
performance.linear_model.syn_ood,0.8338283151861727,0.8614056056501536,0.849780031629529,0.010374956046999695
performance.mlp.gt,0.4185539254210486,0.4185539254210486,0.4185539254210486,0.0
performance.mlp.syn_id,0.3668240740740741,0.4210859815576894,0.3906374376524158,0.02773801127914299
performance.mlp.syn_ood,0.4553921568627451,0.5250672818146866,0.4865820838139177,0.03320398837904681
performance.xgb.gt,0.9329822609003852,0.9329822609003852,0.9329822609003852,0.0
performance.xgb.syn_id,0.8992102222458593,0.9206164990593505,0.9108102473837818,0.008955124724636212
performance.xgb.syn_ood,0.898998414453114,0.9203925115181016,0.9107296380431151,0.008928081632526282
performance.feat_rank_distance.corr,0.3001434049488272,0.42892604307733084,0.3449493796278359,0.050788903355016006
performance.feat_rank_distance.pvalue,1.0890504730439162e-102,3.324314086701885e-51,6.648630269985237e-52,1.4866783380826945e-51
detection.detection_xgb.mean,0.9192121967222784,0.9484908397960539,0.9350174439175369,0.012421756613389167
detection.detection_mlp.mean,0.49874999999999997,0.50903720462544,0.5016677304350516,0.004172260712799684
detection.detection_gmm.mean,0.48102446144502853,0.5357563604461713,0.5174325984869711,0.021309128633769665
detection.detection_linear.mean,0.4844377305377597,0.5399610724002695,0.5017579221241589,0.022688856426838485
privacy.delta-presence.score,1.9999999977777776,3.3333333222222223,2.6333333271666666,0.557773347968244
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,2.00000001,5.00000001,3.4000000100000003,1.1401754250991378
privacy.k-map.score,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,2.00000001,5.00000001,3.4000000100000003,1.1401754250991378
privacy.identifiability_score.,0.6818181818181818,0.7747035573122529,0.742687747035573,0.037533801625089416
privacy.identifiability_score._privacy.identifiability_score.OC,0.5632411067193676,0.6403162055335968,0.5968379446640315,0.03186663141619979
