,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.16557289621314822,0.26954811096502357,0.20330303160157553,0.042362136418774336
sanity.close_values_probability.score,0.414,0.71,0.6072,0.11618605768335546
sanity.distant_values_probability.score,0.004,0.022,0.009600000000000001,0.007668115805072325
stats.jensenshannon_dist.marginal,0.009238542206409706,0.013696078732433014,0.010969408588621377,0.0017362086321917904
stats.chi_squared_test.marginal,0.799995611555324,0.9999998313672984,0.9199987326581252,0.10954539495266734
stats.inv_kl_divergence.marginal,0.8173198103313501,0.9427656972880394,0.9001153316854067,0.05145864824994889
stats.ks_test.marginal,0.8669103448275862,0.9049333333333334,0.891098973727422,0.015489120996714166
stats.max_mean_discrepancy.joint,0.005030185279687641,0.005571288958937475,0.005301542385151313,0.00022366598168411823
stats.wasserstein_dist.joint,0.10449408375213723,0.15325079654626128,0.1285548280946826,0.020666363499983895
stats.alpha_precision.delta_precision_alpha_OC,0.6142528735632184,0.871559934318555,0.7623337736975669,0.09643085591017087
stats.alpha_precision.delta_coverage_beta_OC,0.30229885057471273,0.43785714285714283,0.38906655222172465,0.05229142703661917
stats.alpha_precision.authenticity_OC,0.5212121212121212,0.6586206896551724,0.5763713240782207,0.058995583448941305
stats.alpha_precision.delta_precision_alpha_naive,0.8939244663382595,0.9186903517938001,0.9035507414041897,0.01140918498283997
stats.alpha_precision.delta_coverage_beta_naive,0.20551724137931027,0.2895238095238095,0.23982967482708864,0.03214161164516669
stats.alpha_precision.authenticity_naive,0.7133333333333334,0.8121212121212121,0.7677448499776086,0.044501559810615376
stats.prdc.precision,0.596551724137931,0.775,0.7073141327063741,0.06699829508759131
stats.prdc.recall,0.976,1.0,0.9952,0.010733126291999
stats.prdc.density,0.5206896551724138,0.76,0.6534455067920586,0.08579140788026902
stats.prdc.coverage,0.668,0.864,0.8036,0.07912521721929107
performance.linear_model.gt,0.8803341963902405,0.8803341963902405,0.8803341963902405,0.0
performance.linear_model.syn_id,0.7464610836142863,0.850562322638976,0.79183384184962,0.04408899369894638
performance.linear_model.syn_ood,0.7405927527768363,0.8459718353555818,0.7867054148603462,0.04462298396085309
performance.mlp.gt,-30216.588534662675,-30216.588534662675,-30216.588534662675,0.0
performance.mlp.syn_id,-29021.289376829645,-8206.128716188403,-13310.731410255059,8955.539133715523
performance.mlp.syn_ood,-21660.562730196685,-5886.8917883947315,-9835.89795622662,6683.616530336587
performance.xgb.gt,0.9901794612228985,0.9901794612228985,0.9901794612228985,0.0
performance.xgb.syn_id,0.8015003978855801,0.9269049117542902,0.8911057309591444,0.05074354091579739
performance.xgb.syn_ood,0.7855740259553013,0.9231296888635935,0.8854525465680678,0.056374914766517466
performance.feat_rank_distance.corr,-0.3333333333333334,0.3333333333333334,0.0,0.3333333333333334
performance.feat_rank_distance.pvalue,0.75,1.0,0.8,0.11180339887498947
detection.detection_xgb.mean,0.8142333333333334,0.8922758620689656,0.8467080620241827,0.029506730534977776
detection.detection_mlp.mean,0.5,0.5,0.5,0.0
detection.detection_gmm.mean,0.45959374999999997,0.5616379310344828,0.49487036218092245,0.03895541711907763
detection.detection_linear.mean,0.5354666666666666,0.5885862068965517,0.5644202608598299,0.024623452296916037
privacy.delta-presence.score,2.9999999962499997,11.99999994,5.785714267859694,3.661715867169692
privacy.k-anonymization.gt,8.0,8.0,8.0,0.0
privacy.k-anonymization.syn,4.00000001,8.00000001,6.400000010000001,1.8165902124584954
privacy.k-map.score,2.0,7.0,4.6,1.816590212458495
privacy.distinct l-diversity.gt,8.0,8.0,8.0,0.0
privacy.distinct l-diversity.syn,4.00000001,8.00000001,6.400000010000001,1.8165902124584954
privacy.identifiability_score.,0.218,0.328,0.2892,0.04206185920760042
privacy.identifiability_score._privacy.identifiability_score.OC,0.23,0.336,0.2952,0.040904767448306074
