,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.026804136739955586,0.06114805443002179,0.04076500382279615,0.014282790002460046
sanity.close_values_probability.score,0.9298642533936652,0.9886877828054299,0.9737556561085974,0.024763164330338684
sanity.distant_values_probability.score,0.0022624434389140274,0.006787330316742082,0.00497737556561086,0.001892895987633655
stats.jensenshannon_dist.marginal,0.021994190283999383,0.02346205152346258,0.022644382470372898,0.0006920541996418733
stats.chi_squared_test.marginal,0.5454529622240951,0.9090885848142889,0.690907917391077,0.13787012419083605
stats.inv_kl_divergence.marginal,0.8698669996024363,0.9200973704101283,0.8878263916615028,0.019982655247673953
stats.ks_test.marginal,0.8292432101614312,0.8329095147276964,0.8307985265599923,0.0015855425356303555
stats.max_mean_discrepancy.joint,0.007798841242854362,0.009812509206761914,0.008973605570032846,0.0008900265995719633
stats.wasserstein_dist.joint,0.0684817597894407,0.07849512029133138,0.07224587170543191,0.0037178111785086984
stats.alpha_precision.delta_precision_alpha_OC,0.9,0.9646400483968542,0.9262289374267597,0.023702574690163306
stats.alpha_precision.delta_coverage_beta_OC,0.5022556390977444,0.5743859649122808,0.5444653951098111,0.02921268228492993
stats.alpha_precision.authenticity_OC,0.48717948717948717,0.5037593984962406,0.4935738288241497,0.006389257923424094
stats.alpha_precision.delta_precision_alpha_naive,0.8748224955121506,0.9310288758059995,0.9043312161650439,0.025826214022910604
stats.alpha_precision.delta_coverage_beta_naive,0.4429824561403509,0.4815850815850816,0.4643429111182641,0.015050404528944995
stats.alpha_precision.authenticity_naive,0.41353383458646614,0.4682926829268293,0.4404838165685406,0.02254526793644045
stats.prdc.precision,1.0,1.0,1.0,0.0
stats.prdc.recall,0.9796380090497737,0.9886877828054299,0.9841628959276019,0.0035772371721362155
stats.prdc.density,1.0080200501253134,1.0336842105263158,1.0211356670714822,0.011791988722057523
stats.prdc.coverage,0.8868778280542986,0.9457013574660633,0.9122171945701357,0.024071377517231467
performance.linear_model.gt,0.4615915219726737,0.4615915219726737,0.4615915219726737,0.0
performance.linear_model.syn_id,0.39365610604607204,0.44684054121138717,0.4219911117171855,0.02411278080636552
performance.linear_model.syn_ood,0.35548983318424254,0.41692802871123813,0.38749493731913187,0.028103419402147747
performance.mlp.gt,-0.09540591030091725,-0.09540591030091725,-0.09540591030091725,0.0
performance.mlp.syn_id,-0.11541345354807979,-0.08311806188739004,-0.10776670607821412,0.013872395006883573
performance.mlp.syn_ood,-0.3093778136835663,-0.26802481233345077,-0.2957483658063423,0.016120969145500697
performance.xgb.gt,0.26218115157827715,0.26218115157827715,0.26218115157827715,0.0
performance.xgb.syn_id,0.4093465089034563,0.4970106758993615,0.46214132686453013,0.03307297104771435
performance.xgb.syn_ood,0.38495020861367796,0.4682406628405643,0.4362228972530523,0.03262487813340927
performance.feat_rank_distance.corr,0.19999999999999998,0.4666666666666666,0.35111111111111104,0.10703639625593152
performance.feat_rank_distance.pvalue,0.07255015432098766,0.4843127204585538,0.22243331128747795,0.1682649546454145
detection.detection_xgb.mean,0.9977272727272727,1.0,0.9995123448859193,0.000998350847242353
detection.detection_mlp.mean,0.4265187490655335,0.45598298646578145,0.44027323118948997,0.011906050478178764
detection.detection_gmm.mean,0.4255559813539877,0.6060274919654202,0.5090137522461142,0.07023210051932306
detection.detection_linear.mean,0.550915281094503,0.5702843293290426,0.5602090904930196,0.008277639984889743
privacy.delta-presence.score,2.923076920828402,4.9999999875,3.9512820429712363,0.9800944511077753
privacy.k-anonymization.gt,14.0,14.0,14.0,0.0
privacy.k-anonymization.syn,1.00000001,9.00000001,5.200000010000001,3.898717737923586
privacy.k-map.score,4.0,8.0,5.0,1.7320508075688772
privacy.distinct l-diversity.gt,14.0,14.0,14.0,0.0
privacy.distinct l-diversity.syn,1.00000001,9.00000001,5.200000010000001,3.898717737923586
privacy.identifiability_score.,0.332579185520362,0.45475113122171945,0.38144796380090495,0.045152612550989416
privacy.identifiability_score._privacy.identifiability_score.OC,0.4276018099547511,0.5135746606334841,0.4805429864253393,0.042435140868924984
