proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
520,5.8,2.8,0.48,17.0,2.38,1.29,0.31,1.5,99,2.7,0.65,0,2.5
630,5.3,2.1,17.0,1.34,12.0,2.2,0.38,2.5,96,2.2,1.5,0,1.6
510,5.0,2.3,18.0,0.92,13.0,1.42,0.26,1.42,94,2.8,1.5,1,1.4
1285,4.5,2.48,16.2,1.28,13.3,1.9,0.36,1.42,103,2.4,2.6,1,1.2
680,2.5,2.68,20.0,1.42,12.85,2.42,0.37,1.5,108,2.8,1.74,1,1.7
840,3.5,2.92,0.25,14.0,1.35,2.5,0.13,0.5,94,2.75,1.1,1,1.45
1060,3.5,2.64,16.5,1.22,14.2,0.46,0.5,2.6,85,2.4,1.52,0,2.3
510,2.85,1.5,16.0,0.78,13.9,2.68,0.27,1.56,98,1.64,1.86,1,0.8
680,3.8,2.4,20.0,0.6,12.8,2.6,0.27,1.38,90,1.8,1.3,0,2.2
540,2.6,2.08,17.0,0.68,13.05,1.82,0.33,1.48,94,1.65,1.55,1,1.28
680,3.5,2.1,18.5,0.8,13.4,1.7,0.3,1.25,110,2.65,1.7,1,1.2
640,2.6,2.2,18.0,1.2,13.4,3.3,0.28,0.5,96,2.4,0.4,1,1.5
750,4.7,2.48,21.5,0.48,14.12,1.44,0.28,1.28,103,3.6,1.6,1,1.68
530,3.8,2.15,19.0,1.25,12.2,2.65,0.28,0.6,88,2.6,0.37,1,1.4
880,3.45,2.4,19.0,1.05,14.6,2.6,0.26,1.52,97,2.5,1.75,1,1.42
680,2.6,2.2,17.5,0.62,12.6,2.4,0.3,1.06,88,2.7,2.2,1,0.6
650,3.3,2.24,20.5,0.58,14.56,1.52,0.34,1.16,96,3.4,1.58,1,1.16
1030,3.6,1.7,21.0,0.54,12.6,2.4,0.27,1.34,98,2.65,1.82,0,0.51
710,2.4,2.3,20.0,0.48,13.05,2.5,0.26,1.28,98,2.35,1.3,0,1.6
880,3.85,2.3,22.0,1.15,12.2,2.8,0.28,0.7,112,2.2,0.36,1,1.65
720,3.2,2.5,19.0,1.3,12.5,2.4,0.38,2.8,105,1.8,1.3,0,1.05
510,5.1,2.2,0.46,16.0,2.35,1.4,0.3,1.5,92,2.8,0.56,0,2.65
1120,3.1,2.68,19.0,1.06,14.4,0.52,0.47,2.55,102,2.8,1.62,0,1.75
630,2.5,2.28,19.5,1.38,12.75,2.42,0.37,1.72,109,2.95,1.82,1,1.3
680,2.4,1.7,19.0,1.2,13.5,3.4,0.26,1.5,106,3.5,2.3,0,3.7
510,3.2,2.08,19.0,0.67,13.17,1.63,0.28,1.25,105,2.9,1.9,1,1.4
1120,3.2,3.05,0.28,20.0,1.52,2.5,0.1,0.42,88,2.65,1.3,1,2.85
540,4.7,2.52,19.0,1.03,12.4,1.55,0.3,1.42,93,2.7,1.48,1,1.5
650,4.4,2.5,22.0,0.62,12.5,2.7,0.25,1.24,86,2.2,1.6,0,1.75
720,3.7,2.4,0.3,17.0,2.42,1.3,0.22,1.8,98,2.3,0.57,0,2.6
