proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
770,5.1,2.62,22.0,1.25,13.1,2.9,0.27,1.51,98,2.9,1.65,1,0.64
780,4.5,2.6,19.0,1.05,14.5,3.25,0.5,1.65,100,2.3,2.8,0,1.3
660,3.5,2.36,18.5,1.12,13.1,2.7,0.26,1.52,85,2.4,1.85,1,0.78
750,3.7,2.2,19.0,0.86,12.5,2.6,0.35,1.45,100,2.6,1.5,0,1.58
580,3.3,2.65,21.0,0.98,12.6,2.55,0.38,1.4,92,2.6,1.2,1,1.51
520,2.9,2.38,16.5,0.72,13.0,2.68,0.38,1.7,86,2.2,1.6,1,1.4
680,2.4,2.2,16.0,0.58,12.2,2.2,0.2,1.48,94,2.5,1.56,1,1.98
480,5.5,3.1,19.0,1.24,15.5,2.6,0.35,1.3,88,1.6,2.5,1,2.6
580,2.95,2.56,17.0,0.75,13.5,2.35,0.45,1.45,97,1.8,1.4,1,1.6
840,2.1,3.04,18.0,1.03,12.2,2.4,0.42,1.62,88,2.3,1.7,1,1.58
650,2.9,2.16,16.0,1.13,14.86,0.53,0.29,1.96,89,2.85,0.35,1,1.96
680,4.8,2.4,19.0,1.1,13.4,2.6,0.38,1.2,105,2.5,1.5,1,1.67
1030,6.0,3.6,21.0,1.05,13.5,1.8,0.39,1.65,105,1.9,1.7,0,0.7
560,5.2,2.32,18.5,1.21,13.3,2.9,0.28,1.47,96,3.6,2.1,1,0.74
540,5.0,3.6,20.0,1.4,14.0,2.6,0.3,1.15,93,2.45,2.55,1,2.7
540,2.6,2.48,16.5,0.78,13.6,2.4,0.29,1.4,79,1.4,1.44,2,1.6
510,4.5,2.6,21.0,0.7,13.0,1.4,0.3,2.1,93,2.8,1.6,1,1.2
680,2.8,3.6,19.0,1.05,12.0,1.8,0.31,2.2,94,1.7,1.7,0,0.5
1060,3.6,3.21,19.0,1.05,13.1,2.65,0.39,1.64,94,2.4,1.65,1,1.88
690,3.4,2.58,17.2,1.32,13.25,3.4,0.43,1.38,88,2.9,1.38,0,2.52
760,2.3,1.26,16.5,0.38,13.1,2.5,0.21,1.2,108,2.6,1.1,1,2.05
620,5.5,2.2,16.0,0.9,12.0,2.4,0.32,1.4,90,2.6,1.7,1,3.6
660,4.8,2.2,19.0,0.96,12.5,2.1,0.3,1.5,100,2.7,1.5,1,3.2
680,4.6,2.32,18.0,0.67,12.4,2.32,0.22,1.22,98,2.5,1.74,1,2.26
510,2.1,1.28,18.0,0.42,12.3,2.9,0.26,1.3,94,2.9,1.5,0,1.7
640,3.8,2.89,18.0,0.78,13.2,2.48,0.45,1.38,88,2.8,1.75,1,1.5
590,3.85,1.38,18.0,0.48,12.4,2.5,0.24,1.3,107,2.65,1.55,1,2.75
650,5.3,1.8,17.0,0.82,13.3,2.5,0.47,1.7,105,2.5,1.9,1,3.6
450,4.25,1.65,16.0,0.92,12.7,2.6,0.56,1.6,105,2.5,1.95,1,3.5
680,3.8,2.5,20.0,1.1,13.1,2.7,0.25,1.54,88,2.2,1.9,1,0.6
