proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
670,2.6,2.56,19.0,0.95,13.2,2.45,0.35,2.2,112,2.8,1.5,1,0.88
780,2.5,2.28,18.0,0.65,12.62,1.58,0.39,1.68,96,2.65,1.42,1,2.25
560,3.2,2.12,15.2,1.24,13.05,2.7,0.3,0.38,98,2.38,1.29,1,2.75
650,3.2,2.42,18.5,0.71,13.2,3.1,0.38,1.3,85,2.5,2.6,1,2.65
580,3.3,2.1,16.5,1.2,12.6,2.6,0.44,1.07,100,2.1,2.2,1,2.7
750,4.5,3.5,0.2,1.58,13.0,0.45,0.37,1.48,92,3.5,2.45,1,2.3
650,4.5,2.7,0.26,1.3,13.0,0.45,0.39,1.28,91,2.9,2.8,0,2.3
710,1.4,1.85,13.5,0.52,13.34,2.2,0.26,1.5,95,1.7,1.5,0,1.7
410,2.8,2.15,20.0,0.7,13.4,2.3,0.43,1.45,98,2.8,1.6,1,1.9
620,3.5,1.1,16.5,1.25,12.1,2.8,0.4,1.3,95,2.7,1.7,1,2.6
580,2.5,2.7,0.55,13.0,1.66,1.4,0.43,1.25,85,2.8,1.6,0,0.76
700,5.5,3.2,0.23,1.45,14.5,0.51,0.48,1.28,97,2.65,1.4,1,3.7
550,3.75,2.25,19.0,0.55,13.45,2.8,0.22,1.52,89,2.6,1.68,1,2.4
670,3.5,1.8,20.0,0.7,12.6,2.7,0.35,1.5,85,2.7,3.3,1,2.4
650,2.2,1.55,17.5,0.6,10.5,2.9,0.28,1.25,110,2.6,1.7,2,1.4
430,2.9,2.35,17.0,0.63,13.3,2.45,0.4,1.5,97,3.1,1.6,1,1.7
1010,1.25,2.02,13.5,0.49,13.32,2.03,0.24,1.2,98,1.55,1.43,0,2.2
1020,3.9,2.62,18.0,0.85,12.62,1.48,0.38,1.48,94,2.6,1.46,1,2.8
750,2.5,3.1,0.52,13.0,1.78,1.7,0.41,1.62,98,2.75,1.2,1,1.65
520,2.45,1.86,15.5,0.58,13.67,1.69,0.28,1.48,94,2.65,1.27,1,2.2
520,2.2,2.3,0.5,12.0,1.52,1.2,0.3,1.1,80,2.6,1.6,0,1.32
660,4.5,2.3,17.5,1.15,12.2,2.65,0.38,1.27,96,2.5,2.6,1,2.5
590,4.7,2.25,18.0,1.05,12.5,2.5,0.45,1.06,88,2.1,2.3,1,2.7
630,4.65,1.5,19.0,1.15,12.6,2.7,0.42,1.5,96,1.7,2.35,1,2.9
680,3.6,2.25,18.0,0.87,13.4,2.65,0.38,2.05,106,2.6,1.5,1,1.5
700,4.6,2.05,21.0,0.5,13.64,2.68,0.22,1.48,88,3.6,2.16,1,2.35
580,5.6,2.6,18.0,0.8,12.5,2.5,0.45,1.1,92,1.65,1.75,1,1.78
750,3.1,1.48,17.0,0.58,10.7,2.9,0.28,1.4,105,2.6,1.7,2,2.1
770,4.5,3.5,0.26,1.5,13.0,0.42,0.37,1.36,97,2.95,2.55,1,2.85
650,4.4,2.58,21.0,0.52,13.5,2.3,0.35,1.5,93,2.6,0.43,1,1.16
