state_code,bird,lon,lat,lat_zone
9,20,-84.87,30.47,2
36,25,-97.07,36.36,2
44,6,-111.77,37.28,2
27,19,-81.64,35.37,2
10,4,-83.69,33.91,2
2,20,-91.76,35.25,2
42,20,-83.54,36.51,2
38,19,-76.98,40.68,2
43,20,-100.31,33.88,2
20,1,-76.75,38.29,2
22,0,-84.43,44.14,2
37,26,-121.77,43.26,2
16,26,-100.59,37.8,2
7,21,-77.05,38.88,2
20,1,-76.13,39,2
25,20,-88.47,34.99,2
30,22,-72.4,43.31,2
36,25,-95.13,35.8,2
20,1,-75.68,38.45,2
32,14,-106.96,35.08,2
50,26,-106.59,41.5,2
48,0,-89.27,45.31,2
39,23,-71.76,41.58,2
2,20,-91.8,33.08,2
27,19,-81.52,36.3,2
13,18,-114.4,43.06,2
39,23,-71.39,41.83,2
30,22,-72.19,43.29,2
44,6,-112.67,39.12,2
22,0,-84.72,43.95,2
44,6,-112.32,40.8,2
22,0,-85.63,43.26,2
1,29,-87.46,32.66,2
40,8,-79.87,33.68,2
29,26,-101.25,40.09,2
46,16,-71.91,44.38,2
16,26,-97.58,39.7,2
34,12,-73.39,44.86,2
5,17,-103.11,39.04,2
6,0,-71.83,41.58,2
40,8,-79.03,33.95,2
16,26,-101.58,38.43,2
31,13,-74.63,40.57,2
6,0,-73.16,41.21,2
50,26,-105.64,44.65,2
34,12,-78.26,42.87,2
46,16,-72.76,45,2
28,26,-98.77,47.46,2
50,26,-106.96,44.94,2
9,20,-80.34,27.42,1
7,21,-77.04,38.87,2
43,20,-100.21,36.31,2
9,20,-81.22,25.65,1
41,24,-102.35,43.51,2
48,0,-87.81,44.08,2
7,21,-76.95,38.89,2
22,0,-84.23,45.11,2
12,13,-95.01,42.71,2
2,20,-92.94,34.98,2
19,2,-73.45,42.17,2
19,2,-72.58,42.37,2
27,19,-79.98,35.51,2
0,28,-148.24,67.95,0
28,26,-100,46.7,2
26,26,-104.5,46.29,2
46,16,-72.83,43.13,2
46,16,-72.49,43.28,2
21,9,-70.81,43.69,2
47,27,-122.6,46.02,2
46,16,-72.33,44.48,2
6,0,-72.9,41.81,2
1,29,-87.88,34.51,2
7,21,-76.97,38.92,2
39,23,-71.57,41.59,2
33,18,-115.36,41.25,2
49,19,-81.45,38.62,2
16,26,-96.41,37.94,2
38,19,-75.52,40.07,2
37,26,-123.32,45.72,2
10,4,-81.45,32.2,2
20,1,-76.64,38.75,2
9,20,-82.05,27.5,1
12,13,-95.25,41.55,2
24,12,-94.48,38.02,2
29,26,-96.44,41.84,2
50,26,-108.38,42.77,2
33,18,-117.46,40.96,2
38,19,-79.03,40.85,2
33,18,-116.42,36.57,2
46,16,-72.57,43.19,2
36,25,-96.5,36.49,2
