state_code,bird,lon,lat,lat_zone
18,3,-91.53,30.85,2
11,15,-155.82,19.29,1
2,20,-91.48,33.05,2
7,21,-77.06,38.88,2
23,10,-95.25,44.68,2
16,26,-98.98,38.23,2
28,26,-103.44,46.98,2
18,3,-90.99,29.6,1
48,0,-90.43,46.52,2
33,18,-114.5,40.9,2
19,2,-71.5,42.58,2
13,18,-117.1,44.62,2
45,19,-79.27,38.34,2
32,14,-108.51,34.26,2
15,19,-86.34,38.56,2
41,24,-99,45.49,2
13,18,-116.46,42.63,2
10,4,-84.8,33.45,2
32,14,-106.24,34.64,2
17,19,-82.93,36.89,2
1,29,-86.52,31.38,2
45,19,-79.03,38.64,2
49,19,-80.02,38.36,2
6,0,-72.6,41.48,2
15,19,-86.93,39.37,2
47,27,-122.76,47.88,2
40,8,-81.81,34.34,2
0,28,-150.23,63.66,0
12,13,-91.42,43.09,2
26,26,-108.38,46.69,2
8,11,-75.35,38.61,2
14,19,-90.68,41.31,2
16,26,-94.98,37.8,2
40,8,-81.02,33.04,2
0,28,-141.48,67.82,0
44,6,-110.66,37.66,2
42,20,-86.16,35.13,2
7,21,-77.05,38.98,2
38,19,-78.63,40,2
43,20,-99.14,33.56,2
15,19,-85.27,41.23,2
36,25,-96.48,36.32,2
3,5,-109.15,34.07,2
50,26,-110.65,44.05,2
25,20,-88.74,33.3,2
27,19,-77.74,35.74,2
36,25,-98.61,35.61,2
39,23,-71.78,41.66,2
8,11,-75.58,38.56,2
8,11,-75.4,39.15,2
49,19,-81.64,38.1,2
17,19,-86.62,37.18,2
19,2,-72.39,42.67,2
45,19,-81.06,37.27,2
43,20,-97.05,31.25,2
11,15,-155.27,19.36,1
21,9,-69.29,45.59,2
46,16,-72.97,42.8,2
4,7,-120.88,35.94,2
2,20,-94,36.09,2
2,20,-93.32,35.01,2
30,22,-71.49,43.2,2
5,17,-107.76,40.42,2
37,26,-120.83,42.59,2
42,20,-86.84,35.82,2
2,20,-91.29,35.76,2
48,0,-91.21,45.2,2
