state_code,bird,lon,lat,lat_zone
40,8,-80.17,33.53,2
6,0,-72.77,41.7,2
38,19,-77.44,41.44,2
44,6,-112.2,40.02,2
46,16,-71.95,44.7,2
27,19,-78.08,35.76,2
11,15,-155.93,19.78,1
12,13,-90.36,41.94,2
7,21,-77.04,38.99,2
25,20,-90.42,32.64,2
17,19,-83.08,37.32,2
21,9,-69.88,44.76,2
23,10,-96.55,48.55,2
3,5,-110.05,35.43,2
19,2,-71.51,42.52,2
9,20,-82.62,29.15,1
40,8,-80.94,33.21,2
2,20,-93.78,33.45,2
34,12,-74.5,43.71,2
18,3,-90.33,29.89,1
22,0,-86.02,44.61,2
34,12,-75.35,43.61,2
7,21,-76.95,38.91,2
12,13,-91.75,41.84,2
8,11,-75.55,39.73,2
13,18,-115.58,43.69,2
29,26,-102.41,42.21,2
22,0,-86.22,44.05,2
34,12,-73.6,42.02,2
15,19,-85.99,39.28,2
15,19,-85.69,40.21,2
19,2,-71.05,41.73,2
15,19,-87.06,40.43,2
26,26,-110.57,46.32,2
13,18,-115.94,47.76,2
44,6,-111.29,39.78,2
6,0,-72.03,41.44,2
13,18,-116.8,46.94,2
35,19,-83.4,39.13,2
6,0,-73.03,41.53,2
8,11,-75.58,39.01,2
30,22,-71.98,43.73,2
15,19,-85.36,39.99,2
16,26,-101.84,37.12,2
6,0,-73.38,41.83,2
11,15,-155.08,19.6,1
50,26,-109.24,44.46,2
38,19,-77.03,41.73,2
6,0,-73.43,41.17,2
34,12,-74.02,42.04,2
32,14,-103.47,34.54,2
37,26,-123.89,42.96,2
26,26,-104.09,46.78,2
7,21,-77,38.88,2
21,9,-68.3,47.05,2
7,21,-76.98,38.85,2
25,20,-89.24,33.13,2
31,13,-74.99,39.44,2
30,22,-71.61,44.73,2
1,29,-87.67,31.84,2
13,18,-114.65,43.45,2
16,26,-100.29,38.23,2
40,8,-81.75,33.52,2
42,20,-85.08,35.08,2
46,16,-72.19,44.77,2
13,18,-114.56,46.44,2
29,26,-101.61,40.47,2
44,6,-111.02,37.53,2
39,23,-71.16,41.54,2
8,11,-75.61,39.82,2
48,0,-89.03,45.34,2
