mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.05,110,9.375,8,225,600,516,0.86,0.375,75,1
2.57,110,7.111,9,283,576,567,0.984,0.491,64,1
1.93,102,8,8,197,512,467,0.912,0.385,64,1
3.15,55,4.4,10,173,440,375,0.852,0.393,44,1
4.33,3,1,8,13,64,22,0.344,0.203,8,1
1.76,63,3.778,9,111,306,264,0.863,0.363,34,1
2.14,22,2.875,8,47,184,184,1,0.255,23,1
11,1,1.333,3,11,12,11,0.917,0.917,4,1
2.22,9,1.429,7,20,70,54,0.771,0.286,10,1
2.58,109,6.4,10,281,640,569,0.889,0.439,64,1
1.28,36,2.667,9,46,216,101,0.468,0.213,24,1
2.47,17,0.36,25,42,225,98,0.436,0.187,9,5
1.93,84,6.125,8,162,392,298,0.76,0.413,49,1
2.4,70,5.778,9,168,468,387,0.827,0.359,52,1
2.88,25,2,8,72,128,119,0.93,0.563,16,1
1.71,85,6.375,8,145,408,317,0.773,0.355,51,1
2.35,373,23.727,11,879,2871,1997,0.696,0.307,261,1
2.01,72,5.333,9,145,432,324,0.75,0.336,48,1
1.17,82,9,8,96,576,525,0.913,0.167,72,1
1.61,71,8.429,7,114,413,283,0.685,0.276,59,1
1.4,45,14,5,63,350,146,0.417,0.18,70,1
10,1,1.167,6,10,42,12,0.286,0.238,7,1
1.47,43,3.286,7,63,161,121,0.751,0.391,23,1
2.12,81,5.1,10,172,510,394,0.773,0.337,51,1
1.54,13,1.667,6,20,60,45,0.75,0.333,10,1
1.79,43,3.25,8,77,208,194,0.933,0.37,26,1
1.78,9,2.4,5,16,60,44,0.733,0.267,12,1
1.66,68,3.3,10,113,330,306,0.927,0.342,33,1
2.28,107,83,1,244,83,83,1,0.294,83,2
2.34,29,2.5,8,68,160,120,0.75,0.425,20,1
1.87,180,15.333,9,336,1242,756,0.609,0.271,138,1
1.71,34,4.143,7,58,203,136,0.67,0.286,29,1
1.38,82,8.625,8,113,552,456,0.826,0.205,69,1
1.83,12,0.7,10,22,70,60,0.857,0.314,7,1
1.88,106,13.667,6,199,492,464,0.943,0.406,82,1
1.4,375,33.889,9,525,2745,2003,0.73,0.191,305,1
2.14,78,19.6,5,167,490,313,0.639,0.341,98,1
1.4,159,24.5,8,222,1568,1010,0.644,0.142,196,1
1.33,15,3.8,5,20,95,74,0.779,0.211,19,1
1.59,327,27.111,9,520,2196,1758,0.801,0.237,244,1
2.11,28,2.444,9,59,198,191,0.965,0.298,22,1
1.34,456,59.556,9,609,4824,2377,0.493,0.126,536,1
1.91,140,7.818,11,268,946,723,0.764,0.283,86,1
2.57,47,5,7,121,245,221,0.902,0.494,35,1
2.33,6,0.571,7,14,28,28,1,0.5,4,1
1.67,48,7.8,5,80,195,169,0.867,0.41,39,1
3.5,30,2.091,11,105,253,217,0.858,0.415,23,1
1.57,7,1.571,7,11,77,43,0.558,0.143,11,1
2.08,202,22.667,9,421,2070,957,0.462,0.203,230,1
1.67,12,2.6,5,20,65,52,0.8,0.308,13,1
1.28,326,40.333,9,417,3267,1738,0.532,0.128,363,1
2.14,49,3.091,11,105,374,214,0.575,0.282,34,1
2.21,48,3.75,8,106,240,212,0.875,0.442,30,1
