,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,real_identifier
0,1,78,150,10,65,12,0,0,95,-7,7,8,15,2,25,3,1,1,30,70,3,2,1,60,0
1,0,67,100,15,45,8,1,0,80,5,3,5,10,1,40,2,2,2,50,60,2,1,1,70,0
2,1,85,200,7,90,25,0,0,100,-7,7,8,30,3,20,5,1,1,10,50,2,2,0,40,0
3,0,60,50,20,35,5,2,1,70,10,4,6,8,1,50,6,3,2,40,80,1,2,1,75,0
4,1,88,180,5,85,20,0,0,100,-7,7,8,25,2,30,1,0,0,5,60,2,3,0,50,0
5,0,70,120,18,55,10,0,0,90,-7,7,8,12,2,35,4,1,1,20,75,2,1,0,65,0
6,1,82,190,8,75,15,0,0,100,-7,7,8,20,1,22,2,1,1,15,55,1,2,0,45,0
7,0,65,80,12,40,7,1,0,85,3,2,4,9,1,45,6,2,2,35,65,2,1,1,80,0
8,1,90,220,3,95,22,0,0,100,-7,7,8,28,2,18,0,0,0,8,45,1,2,0,35,0
9,0,55,60,25,30,5,1,1,75,7,3,5,7,1,55,4,2,2,45,85,2,2,1,85,0
10,1,80,150,12,75,18,0,0,89,-5,5,7,20,3,22,1,1,0,35,50,3,2,1,65,0
11,0,67,180,7,95,25,0,0,92,3,4,6,27,5,26,0,3,2,20,70,4,3,0,75,0
12,1,73,220,15,110,20,0,0,95,8,6,7,22,2,30,1,2,1,40,45,4,2,1,80,0
13,0,60,300,25,130,15,1,0,88,5,5,6,18,4,28,2,4,3,50,60,5,3,2,85,0
14,1,85,170,8,90,22,0,0,97,2,4,6,24,3,35,0,2,1,15,55,3,2,0,70,0
15,0,62,250,6,120,28,0,0,90,12,5,6,30,4,24,1,5,4,70,40,6,2,3,90,0
16,1,78,200,10,85,24,0,0,93,6,5,7,26,3,32,0,3,2,25,65,4,3,1,78,0
17,0,68,140,4,70,16,0,0,85,-4,6,7,18,2,25,1,2,1,45,30,4,1,1,68,0
18,1,82,210,20,100,26,0,0,98,10,5,7,28,4,35,0,4,3,30,50,5,2,0,85,0
19,0,64,160,12,80,14,1,0,86,7,4,6,16,3,23,2,3,2,55,35,5,1,1,80,0
20,1,88,310,20,130,15,0,0,98,-7,7,8,15,1,45,1,0,0,10,20,2,3,0,60,0
21,0,70,200,5,90,10,1,1,95,10,5,7,12,2,50,3,2,2,5,15,3,2,1,55,0
22,1,85,400,30,150,25,0,0,100,-7,6,8,25,0,35,0,0,0,0,10,1,3,0,40,0
23,0,60,150,10,70,8,1,1,90,5,4,6,10,3,40,2,3,3,20,30,4,2,2,70,0
24,1,90,350,25,140,20,0,0,100,-7,7,8,22,1,30,0,0,0,2,5,2,3,0,50,0
25,0,65,180,8,85,12,0,0,92,6,5,7,14,2,45,3,1,1,15,25,3,2,1,65,0
26,1,87,320,18,135,18,0,0,99,-7,6,8,20,1,33,0,0,0,3,8,2,3,0,45,0
27,0,67,160,12,75,9,1,1,93,7,5,7,11,2,47,2,2,2,12,22,3,2,1,62,0
28,1,83,270,22,120,14,0,0,97,-7,6,8,16,1,38,0,0,0,4,12,2,3,0,48,0
29,0,72,210,7,95,11,1,1,96,9,4,7,13,2,46,1,1,1,18,28,3,2,1,68,0
30,0,62,140,4,70,22,1,1,85,5,5,7,25,3,30,2,1,1,45,60,8,3,2,80,0
31,1,77,185,5,90,30,0,0,98,-7,6,7,32,3,40,0,3,3,20,70,6,4,1,75,0
32,0,55,100,8,60,15,2,1,70,3,4,6,20,2,20,3,2,2,50,40,7,3,3,85,0
33,1,82,210,1,95,40,0,0,100,-7,8,9,38,5,45,1,5,5,15,55,5,4,0,70,0
34,1,68,230,7,100,25,0,0,95,2,5,6,28,1,35,4,1,1,30,50,4,3,1,65,0
35,0,63,150,6,80,18,1,1,80,6,5,7,22,2,25,3,3,3,55,65,6,4,2,85,0
36,1,85,400,3,110,35,0,0,100,-7,8,9,40,3,50,0,4,4,10,60,5,5,0,75,0
37,0,70,160,5,85,23,2,2,78,7,6,8,27,3,28,5,2,2,40,50,7,4,1,80,0
38,1,72,500,4,92,36,0,0,100,-7,7,8,37,4,55,1,4,4,25,75,6,5,1,70,0
39,0,65,120,7,65,20,1,1,82,4,5,7,24,2,22,2,2,2,55,50,9,3,2,85,0
40,1,75,220,5,85,25,0,0,98,-6,7,8,28,2,22,-7,1,1,12,-5,2,3,0,55,0
41,0,65,120,10,50,12,1,1,95,-5,6,7,13,1,30,1,2,2,80,5,3,1,1,95,0
42,1,72,85,3,88,22,0,0,100,-6,7,8,4,4,35,2,3,3,60,95,5,3,2,65,0
43,0,67,92,7,54,18,0,0,88,50,5,6,20,1,15,0,1,1,25,75,6,3,0,70,0
44,1,69,310,3,78,39,1,1,94,3,0,2,40,2,28,0,2,2,5,80,3,6,1,50,0
45,0,60,80,8,35,9,2,2,99,-6,5,7,10,1,42,0,1,1,85,50,3,5,1,98,0
46,1,79,240,17,108,32,0,0,92,60,5,6,32,1,28,0,1,1,15,70,3,5,0,60,0
47,0,55,350,26,70,15,1,1,75,5,4,6,27,0,55,10,0,0,2,55,2,5,0,70,0
48,1,68,205,10,68,35,0,0,96,1,4,6,18,1,32,10,0,0,3,45,4,3,1,35,0
49,1,63,190,6,95,24,4,3,76,15,5,3,13,0,34,-6,3,3,20,38,5,5,0,65,0
50,1,85,310,12,110,20,0,0,98,-7,7,8,22,1,42,0,0,0,40,50,3,2,1,45,0
51,0,60,420,18,150,12,1,1,82,8,0,3,16,2,10,0,1,1,35,-5,5,-5,0,65,0
