age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20,2,417540,9,12,2,2,0,4,1,6,0,49,37,0
27,0,260322,11,9,4,3,1,4,0,3,0,40,38,0
42,2,344674,14,9,2,9,1,4,1,5,0,39,37,0
41,2,112698,0,8,4,1,2,4,1,1,0,20,38,0
44,2,218712,10,8,0,11,1,4,1,4,0,50,37,1
37,2,416455,8,12,2,6,0,4,0,5,0,24,37,1
41,2,221289,15,9,0,3,1,0,1,6,1842,39,37,1
22,2,56080,0,7,2,2,3,4,1,0,0,40,38,0
30,5,49083,14,9,0,0,1,0,1,0,0,35,37,0
25,2,91466,15,10,4,5,3,4,0,0,0,39,37,0
31,2,124613,8,12,4,8,3,4,0,0,0,19,37,0
35,2,48345,10,8,2,1,0,4,1,5,0,39,37,0
19,3,223869,15,9,4,10,0,4,1,1,1827,60,38,0
48,2,363751,14,9,0,0,1,4,0,4,0,39,38,0
26,2,213407,10,9,4,9,1,2,1,2,1826,67,38,1
47,4,61243,9,12,2,10,0,4,1,0,0,49,37,0
19,2,255909,15,7,6,7,3,4,0,2,0,20,37,0
39,2,111488,7,10,2,2,0,4,1,4,0,59,38,0
44,1,196109,8,12,0,3,1,4,1,0,0,40,37,0
19,2,293350,0,7,4,2,3,4,1,0,0,40,37,0
31,2,137599,14,9,4,8,1,4,0,0,0,20,37,0
23,2,198479,14,4,4,6,3,4,0,1,1839,39,37,0
32,4,309414,8,12,2,10,1,4,1,4,0,39,37,0
57,2,108809,10,8,0,1,1,4,1,4,0,40,38,0
41,4,545084,11,9,2,10,0,4,1,4,0,40,38,1
27,2,200244,11,8,2,1,0,4,1,5,0,40,38,0
35,1,291497,15,10,3,6,4,4,0,6,0,39,37,0
29,2,252978,8,12,4,2,1,4,1,5,0,60,37,0
23,2,213980,7,10,0,5,4,4,0,7,0,40,38,0
30,2,43033,8,13,4,3,0,4,1,3,0,40,37,0
30,5,40133,10,11,4,4,1,4,1,1,0,59,37,0
21,2,182895,8,12,4,8,1,4,1,3544,0,44,37,0
45,2,211011,11,9,6,8,5,4,0,0,0,30,38,0
30,3,287153,12,10,2,10,0,4,1,3,0,49,37,0
40,1,415916,11,8,4,6,1,4,1,3605,0,40,38,0
37,2,131706,11,9,4,8,3,4,0,3,0,55,38,0
19,4,429602,0,6,4,7,3,4,1,0,0,24,37,0
19,2,330107,8,10,4,1,3,4,0,6,0,13,37,0
22,5,203416,15,9,2,1,0,4,1,6,0,40,37,1
38,2,414837,14,9,0,2,1,4,0,4,0,44,37,0
36,5,189452,10,3,2,2,0,4,1,4,0,40,37,1
57,2,275424,10,8,2,5,0,2,1,4,0,39,38,0
30,3,49526,5,3,2,0,0,2,1,3,0,44,37,1
38,2,224239,10,8,2,3,1,4,0,4,0,39,38,0
34,2,127549,10,13,4,2,1,4,1,1,0,40,38,0
23,2,168729,0,9,4,6,3,2,1,4,0,40,38,0
25,1,388058,11,13,4,10,2,2,1,1,0,44,6,0
