,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.004655213109975561,0.013275044194010719,0.007305275124112135,0.0034398607795615693
sanity.close_values_probability.score,0.988,0.996,0.992,0.003741657386773945
sanity.distant_values_probability.score,0.002,0.006,0.0028,0.0017888543819998318
stats.jensenshannon_dist.marginal,0.011441872358042272,0.014666949431382288,0.013133263901233571,0.0012409609889279687
stats.chi_squared_test.marginal,0.6597251040828596,0.7341792313769832,0.6794635425624612,0.030909755701658922
stats.inv_kl_divergence.marginal,0.8911507420340249,0.9249675045429758,0.9074283452202451,0.015515001046036253
stats.ks_test.marginal,0.885,0.9104285714285714,0.8984,0.010213236709370434
stats.max_mean_discrepancy.joint,0.0039950637946571076,0.003999999999962129,0.0039987322019686645,2.079046933412828e-06
stats.wasserstein_dist.joint,0.1936257962705638,0.233758352106101,0.21566193406163897,0.016349012508541063
stats.alpha_precision.delta_precision_alpha_OC,0.9540689655172414,0.9776965517241379,0.96375908045977,0.009996908281477236
stats.alpha_precision.delta_coverage_beta_OC,0.5117333333333334,0.5464,0.5352,0.014309592742088938
stats.alpha_precision.authenticity_OC,0.464,0.502,0.4904,0.015192103211866344
stats.alpha_precision.delta_precision_alpha_naive,0.7842666666666667,0.8205333333333333,0.8066666666666666,0.014874885620475285
stats.alpha_precision.delta_coverage_beta_naive,0.5010666666666665,0.6286666666666667,0.57104,0.04765947731330865
stats.alpha_precision.authenticity_naive,0.42,0.468,0.4468,0.022960836221705885
stats.prdc.precision,0.996,1.0,0.9987999999999999,0.0017888543819998333
stats.prdc.recall,0.978,0.992,0.9856,0.005176871642217918
stats.prdc.density,1.0828,1.114,1.10128,0.012700866112198849
stats.prdc.coverage,0.962,0.984,0.9768000000000001,0.009121403400793112
performance.linear_model.gt,-0.043969667378828035,-0.043969667378828035,-0.043969667378828035,0.0
performance.linear_model.syn_id,-0.25835186026757523,-0.10293328228330827,-0.1869269034184867,0.07169316418594182
performance.linear_model.syn_ood,-0.2794957259849645,-0.1224204283511938,-0.20728379029067737,0.07277746822348256
performance.mlp.gt,-7.136556857253882,-7.136556857253882,-7.136556857253882,0.0
performance.mlp.syn_id,-19.05271416811986,-4.280484002732701,-11.336175327539667,6.157526635640251
performance.mlp.syn_ood,-12.037767809438778,-2.802484360261224,-8.147193448825902,3.9593618631769356
performance.xgb.gt,-0.0476949817762917,-0.0476949817762917,-0.0476949817762917,0.0
performance.xgb.syn_id,0.24442152712121407,0.4318885354268514,0.30283621800601856,0.076542762504887
performance.xgb.syn_ood,0.24580271392658312,0.42239534699167225,0.29801751989542064,0.07386159496581904
performance.feat_rank_distance.corr,0.4358974358974358,0.7435897435897434,0.5435897435897434,0.13372722882466967
performance.feat_rank_distance.pvalue,0.00014526497165386054,0.04218179261582039,0.0217531958139597,0.020405543665657975
detection.detection_xgb.mean,0.6877,0.7383599999999999,0.723076,0.021081660987692603
detection.detection_mlp.mean,0.5011800000000001,0.5130399999999999,0.5076740000000001,0.005252035795765254
detection.detection_gmm.mean,0.49951,0.5531900000000001,0.512062,0.02323719582910127
detection.detection_linear.mean,0.6425799999999999,0.67408,0.6535119999999999,0.012834707632042154
privacy.delta-presence.score,2.999999985,6.999999930000001,5.199999954000001,2.0493901246468433
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.k-map.score,1.0,2.0,1.2,0.4472135954999579
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.identifiability_score.,0.548,0.598,0.5676,0.020995237555217098
privacy.identifiability_score._privacy.identifiability_score.OC,0.494,0.552,0.5136,0.022995651762887717
