checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
1,13.313546856418686,3,6,2106.4580590527594,1,0,4.0,1,2,4.0,0,33.682282686423804,1,1,1.0,1,1.0,0,1,1
3,15.205071060431088,3,4,1792.6659722457593,0,3,4.0,3,2,2.0,1,47.544355727294466,1,1,2.0,1,1.0,1,1,1
3,23.36205076970302,2,5,4559.869768021005,1,4,1.0,1,2,2.0,3,60.92018601954866,0,1,1.0,0,1.0,1,1,0
3,24.139535124995582,3,4,1619.1528519446583,1,1,3.0,1,2,1.0,0,42.58249596377422,1,1,1.0,1,1.0,0,1,1
3,12.694942192488545,1,4,961.4338401054895,1,0,2.0,3,2,3.0,3,55.90261374279988,1,1,1.0,1,2.0,0,1,1
3,8.152603425806308,3,6,1244.2694084169323,3,2,2.0,0,2,3.0,0,46.770638292740465,1,1,3.0,3,1.0,0,1,1
1,10.428917231050718,3,6,1517.5410927161106,1,2,4.0,3,2,2.0,1,32.62357884178169,1,1,1.0,3,1.0,0,1,1
2,35.13502157487828,3,9,7031.196151412893,1,3,4.0,0,2,2.0,1,25.88251340784498,1,2,2.0,0,1.0,1,1,0
3,23.614897835996953,1,6,1178.082790107795,0,0,4.0,3,2,4.0,0,26.030953238985354,1,1,2.0,1,1.0,1,1,1
1,8.179707216847087,3,6,1269.317853051459,1,1,4.0,3,2,3.0,0,37.719287915767346,1,1,1.0,1,1.0,0,1,0
3,24.190323274766012,3,0,3721.446715727622,3,2,3.0,3,2,4.0,3,54.05449669677207,1,1,1.0,1,1.0,0,1,1
3,24.514337988630434,3,3,3200.796227962829,4,4,3.0,3,2,2.0,0,36.864022047163644,1,1,2.0,0,1.0,1,1,1
1,11.532518519460695,3,6,6173.170088524054,1,2,2.0,3,2,4.0,2,27.072805321620784,1,0,1.0,1,1.0,1,1,1
3,31.47198466701886,3,4,2897.9177212126074,2,0,1.0,0,2,4.0,2,23.755349716259374,1,0,1.0,1,1.0,0,1,1
2,14.112713792736862,3,6,1199.7178489544694,1,2,4.0,3,2,2.0,0,25.51058562697292,0,1,1.0,1,1.0,1,1,0
3,14.046554323609017,1,7,2931.1515112616885,1,1,4.0,3,2,4.0,1,26.73609951575899,0,2,2.0,1,1.0,0,1,1
1,17.518336676524235,1,3,1036.663522781682,1,1,4.0,2,2,1.0,3,25.99950005706033,1,1,1.0,1,1.0,0,1,1
1,11.942386634019247,3,3,1593.8571366322885,1,3,4.0,3,2,2.0,0,35.64013381093794,1,1,1.0,1,1.0,1,1,1
2,31.627941655992196,1,7,3149.5669468246783,3,2,2.0,0,2,4.0,0,25.451539589369684,1,1,1.0,3,1.0,0,1,1
2,24.055956095397736,3,9,7075.6361270407615,1,3,3.0,3,2,1.0,1,40.01021507268495,1,0,1.0,0,2.0,1,1,1
1,35.60796300035513,3,6,2101.4788686342736,1,2,1.0,3,2,1.0,0,25.36965305547567,1,1,1.0,1,1.0,0,1,1
3,23.69683395863595,1,9,6071.664811027329,1,2,2.0,3,2,4.0,1,59.80072207299958,1,1,3.0,1,1.0,1,1,1
3,16.215917862388014,1,3,11568.576787750153,2,2,1.0,2,2,2.0,0,33.714053162262246,1,1,1.0,3,1.0,0,1,1
3,17.711667679769157,2,6,3501.042217226252,2,2,4.0,3,2,2.0,1,34.26158670030736,1,1,2.0,3,2.0,0,1,1
1,23.597013806882245,3,9,2483.1184589512477,1,1,2.0,0,2,4.0,2,25.26472115275046,1,0,1.0,1,1.0,1,1,1
3,34.04494934268409,3,4,3726.9563070282084,4,2,1.0,3,2,4.0,2,47.792100991727764,1,0,1.0,1,1.0,0,1,1
3,40.325610015128994,3,0,2926.0791762793924,4,2,4.0,3,2,4.0,2,28.110622796751752,0,1,1.0,1,1.0,1,1,0
1,17.91295915584567,3,4,5213.0811264321765,1,0,4.0,3,2,4.0,2,64.8252334471793,1,0,1.0,1,2.0,0,1,1
1,11.057516521089031,3,9,3326.952760296135,1,2,4.0,3,2,4.0,2,26.8082098362522,0,2,1.0,1,1.0,1,1,1
1,15.126623327281894,1,4,5383.331758123392,1,0,2.0,3,2,4.0,3,58.96429075955918,1,1,2.0,1,1.0,1,1,1
3,13.9912483023205,3,6,1389.2439660392283,1,2,2.0,3,2,2.0,0,32.52741956074383,1,1,2.0,3,1.0,0,1,1
3,15.031444362507267,1,0,1596.9215237025105,0,3,4.0,3,2,2.0,0,25.71036150865342,1,2,2.0,1,1.0,1,1,1
3,34.6737059089009,3,0,3305.747301394221,3,2,1.0,3,2,4.0,0,36.25885352139325,1,1,1.0,0,1.0,1,1,1
3,11.52186808636679,1,9,10523.98095010693,4,0,2.0,3,2,4.0,2,37.011778471133326,1,1,1.0,0,1.0,1,1,1
3,10.00573487844691,1,2,713.5832949866038,1,2,4.0,0,2,4.0,3,64.2046076110247,1,1,3.0,1,1.0,0,1,1
2,49.12916387168347,2,0,6479.365277995173,1,2,2.0,0,2,2.0,0,31.292914656951616,1,1,2.0,1,1.0,1,1,1
2,19.70254887318436,3,6,3993.0145344546277,4,1,4.0,3,2,1.0,0,28.32759764335841,1,1,1.0,3,1.0,0,1,1
3,17.304452698068474,3,0,1357.4232607031472,1,0,4.0,3,2,2.0,1,36.40452171336072,1,1,2.0,1,1.0,1,1,1
1,50.22678142613771,3,3,5942.262152852819,1,2,2.0,3,2,3.0,0,25.624992956898552,1,1,1.0,1,1.0,0,1,0
3,10.478935807841024,1,2,1398.758338334015,1,4,2.0,3,2,3.0,2,34.84348107677332,1,1,1.0,1,1.0,1,1,1
3,36.19229455448125,1,6,5431.137882472108,1,0,4.0,0,1,4.0,1,61.97075385610574,1,0,2.0,1,1.0,1,1,1
2,44.86081495902742,3,4,1121.397151937263,1,4,4.0,0,2,4.0,0,35.391856358291754,1,1,1.0,3,1.0,0,1,0
2,35.50235735283073,2,9,6865.946776616092,4,0,2.0,3,2,4.0,0,50.57230945389062,1,0,2.0,1,1.0,1,1,1
1,15.917045555739545,3,3,1163.9924445515842,1,1,4.0,3,2,4.0,3,25.87575278249184,1,2,1.0,1,1.0,1,1,1
3,13.520958876465208,3,6,3094.7525045807606,0,1,2.0,0,2,3.0,0,26.885318546103257,1,1,1.0,1,1.0,1,1,1
0,24.539262588574704,3,3,3966.373197629082,1,2,4.0,1,2,2.0,3,34.59433963430139,1,1,1.0,3,1.0,0,1,0
1,8.592973841553011,3,4,1375.2673971011022,1,0,4.0,3,2,2.0,0,40.80692194631331,1,1,1.0,1,2.0,1,1,0
1,54.45702968769721,4,3,3119.1125379881605,1,3,1.0,3,2,2.0,0,31.959840288691105,1,2,1.0,0,1.0,1,1,0
2,10.807232629467142,0,4,4822.801369097462,1,2,2.0,1,2,3.0,0,60.27416038283223,1,1,1.0,1,1.0,0,1,1
